name	xstart	xend	ystart	yend	dp	fill
MDL001-Q24C22520006L-RNA-D11-20221223	10735	10841	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	10841	10886	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	10886	10936	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	10936	10950	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	10950	11094	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	11094	11188	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	11188	11318	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	11318	11338	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	11338	11584	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	11584	11586	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	11586	11661	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	11661	11735	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	11735	11821	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	11821	11832	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	11832	12035	4.5	5.5	7	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	12035	12054	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	12054	12104	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	12104	12225	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	12225	12284	4.5	5.5	6	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	12284	12360	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	12360	12454	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	12454	12460	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	12460	12510	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	12510	12530	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	12530	12636	4.5	5.5	7	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	12636	12654	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	12654	12765	4.5	5.5	6	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	12765	12788	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	12788	13009	4.5	5.5	6	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	13009	13020	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	13020	13080	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	13080	13127	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	13127	13177	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	13177	13205	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	13205	13258	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	13258	13338	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	13338	13617	4.5	5.5	6	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	13617	13680	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	13680	14097	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	14097	14111	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	14111	14253	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	14253	14256	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	14256	14423	4.5	5.5	7	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	14423	14438	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	14438	14801	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	14801	14858	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	14858	15023	4.5	5.5	6	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	15023	15046	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	15046	15295	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	15295	15378	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	15378	15569	4.5	5.5	7	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	15569	15623	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	15623	15673	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	15673	15688	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	15688	15770	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	15770	15807	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	15807	15927	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	15927	15939	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	15939	16009	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	16009	16038	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	16038	16135	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	16135	16146	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	16146	16271	4.5	5.5	7	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	16271	16284	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	16284	16334	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	16334	16351	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	16351	16401	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	16401	16407	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	16407	16614	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	16614	16669	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	16669	16794	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	16794	16802	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	16802	16937	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	16937	16938	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	16938	17497	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	17497	17511	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	17511	17613	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	17613	17623	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	17623	17767	4.5	5.5	6	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	17767	17776	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	17776	18219	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	18219	18253	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	18253	18619	4.5	5.5	7	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	18619	18623	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	18623	18784	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	18784	18810	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	18810	19008	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	19008	19011	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	19011	19098	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	19098	19101	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	19101	19153	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	19153	19179	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	19179	19267	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	19267	19294	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	19294	19619	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	19619	19639	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	19639	20098	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	20098	20101	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	20101	20299	4.5	5.5	7	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	20299	20301	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	20301	20351	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	20351	20409	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	20409	20501	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	20501	20534	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	20534	20584	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	20584	20617	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	20617	20688	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	20688	20760	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	20760	20811	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	20811	20840	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	20840	20944	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	20944	20990	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	20990	21040	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	21040	21130	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	21130	21238	4.5	5.5	6	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	21238	21256	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	21256	21308	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	21308	21326	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	21326	21821	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	21821	21883	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	21883	21933	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	21933	22001	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	22001	22051	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	22051	22076	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	22076	22126	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	22126	22127	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	22127	22177	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	22177	22244	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	22244	22301	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	22301	22314	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	22314	22471	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	22471	22473	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	22473	22612	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	22612	22619	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	22619	22834	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	22834	22883	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	22883	23179	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	23179	23198	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	23198	23332	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	23332	23335	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	23335	23875	4.5	5.5	6	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	23875	23898	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	23898	24144	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	24144	24151	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	24151	24245	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	24245	24262	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	24262	24443	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	24443	24446	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	24446	24545	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	24545	24555	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	24555	24646	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	24646	24671	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	24671	24750	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	24750	24845	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	24845	24974	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	24974	25037	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	25037	25182	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	25182	25224	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	25224	25274	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	25274	25292	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	25292	25740	4.5	5.5	6	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	25740	25756	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	25756	26209	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	26209	26214	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	26214	26420	4.5	5.5	10	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	26420	26432	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	26432	26802	4.5	5.5	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	26802	26815	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	26815	27068	4.5	5.5	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	27068	27101	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	27101	27151	4.5	5.5	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	27151	27180	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	27180	27368	4.5	5.5	6	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	27368	27405	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	27405	27572	4.5	5.5	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	27572	27574	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	27574	28824	4.5	5.5	9	grey40
