contig	length	gc	frequency	meanDepth	meanCov	S1_fre	S1_meanDepth	S1_meanCov	Specy
k49_13709	2097	0.630901287553648	3	1.00687463750969	0.183255072271528	NA	NA	NA	0
k49_18506	255	0.356862745098039	1	1.58798064680417	0.0909090909090909	NA	NA	NA	0
k49_13553	239	0.623430962343096	2	0.428192719344609	0.143273211768851	NA	NA	NA	0
k49_1139	213	0.591549295774648	2	0.297676008202324	0.141134085213033	NA	NA	NA	0
k49_615	335	0.588059701492537	2	0.399718925142654	0.158882078373604	NA	NA	NA	0
k49_18484	810	0.6	2	0.625015268968758	0.17041477901943	NA	NA	NA	0
k49_12601	306	0.699346405228758	2	0.452193317518395	0.143932692694303	NA	NA	NA	0
k49_4083	379	0.627968337730871	2	0.371997857537345	0.16563803271256	NA	NA	NA	0
k49_6607	392	0.625	2	0.440706877456449	0.166248845494129	NA	NA	NA	0
k49_9745	202	0.52970297029703	2	0.433579174014283	0.160836312974347	NA	NA	NA	0
k49_13850	335	0.653731343283582	2	0.50924075924076	0.163086913086913	NA	NA	NA	0
k49_20398	220	0.595454545454545	2	0.494489296947625	0.172802404207363	NA	NA	NA	0
k49_4406	208	0.629807692307692	2	0.328386123680241	0.160544814662462	NA	NA	NA	0
k49_5163	506	0.646245059288538	2	1.05519905550592	0.180745055955849	NA	NA	NA	0
k49_7845	219	0.602739726027397	2	0.349494764223304	0.174403054758887	NA	NA	NA	0
k49_6591	222	0.648648648648649	2	0.600542895392785	0.161862708116064	NA	NA	NA	0
k49_12443	564	0.641843971631206	2	0.800066133105929	0.180820746651468	NA	NA	NA	0
k49_10381	272	0.628676470588235	2	0.399634073396433	0.172133708216182	NA	NA	NA	0
k49_9285	395	0.635443037974683	3	0.664350328574813	0.188111814521172	NA	NA	NA	0
k49_21607	345	0.6	2	0.357081942447796	0.14940885672593	NA	NA	NA	0
k49_4309	600	0.661666666666667	2	0.840662002193335	0.173074738883264	NA	NA	NA	0
k49_7213	660	0.65	3	0.705814661024834	0.186853509142453	NA	NA	NA	0
k49_16041	205	0.595121951219512	2	0.673884767916189	0.172607128554265	NA	NA	NA	0
k49_19048	217	0.47926267281106	2	0.445028800400701	0.157418339236521	NA	NA	NA	0
k49_15078	234	0.696581196581197	2	0.584561762071055	0.177128427128427	NA	NA	NA	0
k49_13283	1214	0.650741350906096	2	1.16285196601497	0.179222587996961	NA	NA	NA	0
k49_15716	4465	0.626203807390817	2	1.5870519341313	0.181423425497969	NA	NA	NA	0
k49_22580	1437	0.627696590118302	2	0.892504732595183	0.179636215380037	NA	NA	NA	0
k49_24077	997	0.642928786359077	2	0.77930390770841	0.176510151464263	NA	NA	NA	0
k49_6840	1452	0.652203856749311	2	0.739047827548731	0.180213853012958	NA	NA	NA	0
k49_21207	594	0.621212121212121	2	1.12002831681765	0.181173007192885	NA	NA	NA	0
k49_18273	242	0.582644628099174	2	0.451477849295538	0.1640625	NA	NA	NA	0
k49_21562	251	0.601593625498008	2	0.432890704800817	0.17364657814096	NA	NA	NA	0
k49_16523	241	0.66804979253112	2	0.358320585664335	0.172230113636364	NA	NA	NA	0
k49_17388	274	0.62043795620438	2	0.585470328847812	0.167855167027352	NA	NA	NA	0
k49_5123	203	0.625615763546798	2	0.466149591149591	0.161691317941318	NA	NA	NA	0
k49_6770	244	0.528688524590164	2	0.564966316155815	0.158736669401148	NA	NA	NA	0
k49_9875	205	0.609756097560976	2	0.339120820582786	0.127667076089393	NA	NA	NA	0
k49_18940	373	0.576407506702413	2	0.651770406723856	0.171833776154616	NA	NA	NA	0
k49_20312	650	0.647692307692308	2	0.863190049904821	0.180479240623553	NA	NA	NA	0
k49_7775	2450	0.61469387755102	2	0.950019742971794	0.179862113195447	NA	NA	NA	0
k49_17906	206	0.577669902912621	2	0.701791858336558	0.171651308580769	NA	NA	NA	0
k49_21258	238	0.605042016806723	2	0.538124712275109	0.163667231694044	NA	NA	NA	0
k49_8830	337	0.406528189910979	2	0.618611863313991	0.179400386847195	NA	NA	NA	0
k49_22597	510	0.572549019607843	3	0.615795977827651	0.185018867038483	NA	NA	NA	0
k49_20302	307	0.644951140065147	2	0.534732428981037	0.172639728854942	NA	NA	NA	0
k49_8362	336	0.645833333333333	2	0.518218953375295	0.170564080917319	NA	NA	NA	0
k49_12096	329	0.595744680851064	2	0.740087040618955	0.179158607350097	NA	NA	NA	0
k49_10735	245	0.657142857142857	2	0.406291747468218	0.166488413547237	NA	NA	NA	0
k49_3456	502	0.561752988047809	2	0.374848733335818	0.167025730863369	NA	NA	NA	0
k49_9186	325	0.590769230769231	2	0.745544336146598	0.180338494969862	NA	NA	NA	0
k49_13927	276	0.623188405797101	2	0.4642993773515	0.161174687997976	NA	NA	NA	0
k49_9528	209	0.588516746411483	2	0.433319621554915	0.169903560491796	NA	NA	NA	0
k49_8831	329	0.653495440729483	2	0.617802093296088	0.177236556546901	NA	NA	NA	0
k49_17642	436	0.630733944954128	2	0.63826875166094	0.17342404079859	NA	NA	NA	0
k49_17916	279	0.598566308243728	2	0.953719536007937	0.178683385579937	NA	NA	NA	0
k49_19470	541	0.591497227356747	2	0.630983732579477	0.165373952288846	NA	NA	NA	0
k49_22668	237	0.628691983122363	2	0.477321483091482	0.164011884314883	NA	NA	NA	0
k49_15440	239	0.694560669456067	2	0.440648211403577	0.166042932846322	NA	NA	NA	0
k49_14655	252	0.626984126984127	2	0.577581283964263	0.165264345583495	NA	NA	NA	0
k49_3359	278	0.575539568345324	2	0.395916684357496	0.157834519979751	NA	NA	NA	0
k49_13188	290	0.655172413793103	2	0.568642363071711	0.168262987012987	NA	NA	NA	0
k49_2687	280	0.667857142857143	2	0.677478272526196	0.16845215487388	NA	NA	NA	0
k49_14789	201	0.671641791044776	2	0.38652983481531	0.155536406721241	NA	NA	NA	0
k49_7595	224	0.678571428571429	2	0.922378972378972	0.173398223398223	NA	NA	NA	0
k49_17242	326	0.616564417177914	2	0.612356176153797	0.162733971441893	NA	NA	NA	0
k49_22552	326	0.650306748466258	2	0.463483146067415	0.172369765066394	NA	NA	NA	0
k49_16375	433	0.628175519630485	3	0.915697730645753	0.190592961755792	NA	NA	NA	0
k49_9568	395	0.615189873417721	2	0.556819156150375	0.156175707170305	NA	NA	NA	0
k49_3045	201	0.661691542288557	2	0.384078001509194	0.174728940783987	NA	NA	NA	0
k49_15706	301	0.448504983388704	1	0.667343829355003	0.0909090909090909	NA	NA	NA	0
k49_20636	285	0.635087719298246	2	0.434884074063529	0.163312739040894	NA	NA	NA	0
k49_6841	281	0.633451957295374	2	0.59777991577113	0.175226909671798	NA	NA	NA	0
k49_294	240	0.566666666666667	2	0.304853201273435	0.139748142907676	NA	NA	NA	0
k49_14255	464	0.663793103448276	2	0.664212980002454	0.171894382420698	NA	NA	NA	0
k49_12772	215	0.604651162790698	2	0.964797829551928	0.171288171288171	NA	NA	NA	0
k49_13882	348	0.617816091954023	2	0.835767514985797	0.178939793715519	NA	NA	NA	0
k49_21617	245	0.628571428571429	2	0.582919300086254	0.168638053396418	NA	NA	NA	0
k49_22938	236	0.661016949152542	2	0.466433566433566	0.162587412587413	NA	NA	NA	0
k49_21660	360	0.652777777777778	2	0.755589923691997	0.179846846991983	NA	NA	NA	0
k49_16386	281	0.572953736654804	2	0.765799592257273	0.172434837889383	NA	NA	NA	0
k49_14898	233	0.630901287553648	2	0.507333052834045	0.172870436649964	NA	NA	NA	0
k49_12611	251	0.557768924302789	2	0.473850284930036	0.159709997911508	NA	NA	NA	0
k49_9118	204	0.661764705882353	2	0.62654538235241	0.166381504142076	NA	NA	NA	0
k49_24124	253	0.652173913043478	2	0.563169837421613	0.17268527831006	NA	NA	NA	0
k49_14603	320	0.6375	2	0.858770865104313	0.179841897233202	NA	NA	NA	0
k49_16908	216	0.541666666666667	2	0.292843371154326	0.156601104114073	NA	NA	NA	0
k49_13868	1548	0.670542635658915	2	1.30948648456467	0.180951622398662	NA	NA	NA	0
k49_10539	364	0.651098901098901	2	0.69334142380383	0.17692820626806	NA	NA	NA	0
k49_14118	275	0.418181818181818	4	0.494847500377023	0.207597584823452	NA	NA	NA	0
k49_18516	225	0.671111111111111	2	0.409874701902387	0.152509457559445	NA	NA	NA	0
k49_5803	222	0.644144144144144	2	0.557265034616951	0.179231337767923	NA	NA	NA	0
k49_19854	311	0.591639871382637	3	1.09544873362005	0.185705273737316	NA	NA	NA	0
k49_12211	303	0.653465346534653	2	0.86785096352856	0.179167771004506	NA	NA	NA	0
k49_2549	397	0.672544080604534	4	0.601619536867403	0.272444947294615	NA	NA	NA	0
k49_21105	648	0.638888888888889	2	0.522979389249966	0.167297346765192	NA	NA	NA	0
k49_11426	219	0.694063926940639	2	0.372644561396487	0.154972018223174	NA	NA	NA	0
k49_24279	425	0.411764705882353	1	1.88477308072954	0.0909090909090909	NA	NA	NA	0
k49_13162	309	0.627831715210356	2	0.519613156941714	0.168005483274312	NA	NA	NA	0
k49_22682	482	0.651452282157676	3	1.05017249830074	0.18928227216229	NA	NA	NA	0
k49_9555	452	0.665929203539823	2	0.595406120945404	0.169971120191162	NA	NA	NA	0
k49_8437	209	0.607655502392344	2	0.474915024271247	0.164306327396456	NA	NA	NA	0
k49_6340	330	0.6	2	0.550268559244356	0.176725235548765	NA	NA	NA	0
k49_19738	1690	0.633136094674556	2	1.04234335196517	0.179427047408838	NA	NA	NA	0
k49_15519	207	0.599033816425121	2	0.467222553107008	0.174346201743462	NA	NA	NA	0
k49_2075	321	0.632398753894081	2	0.585310536351526	0.157833329108541	NA	NA	NA	0
k49_18283	572	0.666083916083916	2	0.697440628492069	0.175285410930515	NA	NA	NA	0
k49_17130	399	0.619047619047619	2	0.434607374650578	0.165605975750787	NA	NA	NA	0
k49_3664	234	0.662393162393162	2	0.545853437300212	0.166113864496986	NA	NA	NA	0
k49_19452	625	0.6432	2	0.827915389853592	0.179905799568721	NA	NA	NA	0
k49_5554	328	0.591463414634146	2	0.291998115498215	0.173155211674247	NA	NA	NA	0
k49_17378	292	0.36986301369863	1	1.01284848484848	0.0909090909090909	NA	NA	NA	0
k49_20137	309	0.634304207119741	2	0.556576267462203	0.171467051629652	NA	NA	NA	0
k49_10694	777	0.647361647361647	2	0.876319253315136	0.175179906046952	NA	NA	NA	0
k49_4809	434	0.612903225806452	3	0.559372985394711	0.184719331493628	NA	NA	NA	0
k49_1582	208	0.600961538461538	2	0.373357011356888	0.168534661685347	NA	NA	NA	0
k49_23844	712	0.662921348314607	3	0.680614051475936	0.182040938999977	NA	NA	NA	0
k49_1910	438	0.648401826484018	2	0.742766154415849	0.180902425476764	NA	NA	NA	0
k49_2463	279	0.655913978494624	2	0.789861229113565	0.179552534692722	NA	NA	NA	0
k49_125	214	0.574766355140187	2	0.366768433140114	0.174770165920608	NA	NA	NA	0
k49_7345	227	0.643171806167401	2	0.520652923926168	0.159292162612846	NA	NA	NA	0
k49_6239	255	0.580392156862745	2	0.359099204276629	0.159690313066454	NA	NA	NA	0
k49_24090	352	0.639204545454545	3	0.911570197848792	0.182297752836863	NA	NA	NA	0
k49_18850	264	0.647727272727273	2	0.72996399639964	0.17969696969697	NA	NA	NA	0
k49_11354	208	0.475961538461538	4	3.69462949368664	0.298670689030256	NA	NA	NA	0
k49_1057	261	0.567049808429119	2	0.417111694191491	0.180514825676116	NA	NA	NA	0
k49_21116	200	0.595	2	0.36358777946023	0.169902912621359	NA	NA	NA	0
k49_12750	260	0.607692307692308	3	0.475568878064702	0.187824316525941	NA	NA	NA	0
k49_7059	219	0.547945205479452	2	0.560984848484848	0.168939393939394	NA	NA	NA	0
k49_14414	309	0.660194174757282	2	0.563850282097152	0.169983862291555	NA	NA	NA	0
k49_18505	222	0.603603603603604	2	0.490941595677479	0.172131147540984	NA	NA	NA	0
k49_10371	243	0.592592592592593	2	0.585749743249297	0.167943036908459	NA	NA	NA	0
k49_17953	205	0.629268292682927	2	0.400117243867244	0.162457912457912	NA	NA	NA	0
k49_23209	235	0.638297872340426	2	0.630746629796059	0.173828073067617	NA	NA	NA	0
k49_13940	277	0.59927797833935	2	0.571935670388231	0.172198345662381	NA	NA	NA	0
k49_8789	248	0.57258064516129	2	0.654290035723324	0.174905394986964	NA	NA	NA	0
k49_22570	226	0.650442477876106	2	0.681532937346891	0.176088123762542	NA	NA	NA	0
k49_24087	335	0.638805970149254	2	0.73345141462806	0.163730391334016	NA	NA	NA	0
k49_8249	217	0.622119815668203	2	0.775962368259845	0.181069958847737	NA	NA	NA	0
k49_2496	214	0.672897196261682	2	0.477730733216626	0.135836081368997	NA	NA	NA	0
k49_6034	2243	0.618814088274632	2	1.34592794339123	0.179624361199795	NA	NA	NA	0
k49_8102	394	0.614213197969543	2	0.655075487419383	0.179569304166972	NA	NA	NA	0
k49_3579	384	0.609375	2	0.592441238651909	0.176291506031588	NA	NA	NA	0
k49_23783	1208	0.589403973509934	2	0.92469838201683	0.179341775867607	NA	NA	NA	0
k49_12644	542	0.619926199261993	2	1.02278758539877	0.18069411268793	NA	NA	NA	0
k49_18474	810	0.640740740740741	2	0.893733560731336	0.175995376010202	NA	NA	NA	0
k49_6608	207	0.63768115942029	3	0.526581676653418	0.210752246145089	NA	NA	NA	0
k49_886	386	0.595854922279793	2	0.496030105589627	0.170052979914525	NA	NA	NA	0
k49_11707	286	0.374125874125874	4	0.414769210430692	0.242311017688172	NA	NA	NA	0
k49_19334	234	0.602564102564103	2	0.495467187852365	0.155172107453548	NA	NA	NA	0
k49_9672	232	0.629310344827586	2	0.64835469592628	0.175219941348974	NA	NA	NA	0
k49_14323	208	0.682692307692308	2	0.684267709691438	0.170571424808713	NA	NA	NA	0
k49_21578	283	0.593639575971731	2	0.452931592969544	0.170231729055258	NA	NA	NA	0
k49_18553	369	0.64769647696477	2	0.717686221719887	0.18027360988526	NA	NA	NA	0
k49_23017	257	0.67704280155642	2	0.561713707471831	0.173613390219888	NA	NA	NA	0
k49_11758	528	0.645833333333333	2	0.672882672882673	0.17613665795484	NA	NA	NA	0
k49_18709	259	0.625482625482625	2	0.592396530804835	0.159861591695502	NA	NA	NA	0
k49_13506	311	0.636655948553055	2	0.974220465524814	0.172474747474747	NA	NA	NA	0
k49_7254	236	0.605932203389831	2	0.365960149241883	0.16451969083548	NA	NA	NA	0
k49_9099	201	0.631840796019901	2	0.48323223138788	0.160972833039953	NA	NA	NA	0
k49_17905	257	0.680933852140078	2	0.484049586776859	0.14172373081464	NA	NA	NA	0
k49_11432	245	0.640816326530612	2	0.778776106048834	0.178507687598597	NA	NA	NA	0
k49_15948	601	0.612312811980033	2	0.960857879462891	0.176501102321359	NA	NA	NA	0
k49_19978	423	0.645390070921986	2	0.356499844152236	0.155269030229956	NA	NA	NA	0
k49_280	241	0.643153526970954	2	0.802965264400671	0.167122351332878	NA	NA	NA	0
k49_16139	335	0.617910447761194	2	0.861209211092441	0.175879157802179	NA	NA	NA	0
k49_12173	252	0.305555555555556	2	0.714061760665935	0.126989741775734	NA	NA	NA	0
k49_8086	288	0.65625	2	0.48802922058097	0.176672384219554	NA	NA	NA	0
k49_9763	217	0.428571428571429	4	0.990180048330748	0.242316507125117	NA	NA	NA	0
k49_7863	362	0.591160220994475	2	0.583024722250026	0.167291471415183	NA	NA	NA	0
k49_17264	813	0.654366543665437	2	1.11429900429673	0.180421007527797	NA	NA	NA	0
k49_1391	315	0.587301587301587	2	0.522417891467003	0.14715836446138	NA	NA	NA	0
k49_7756	267	0.655430711610487	2	0.608849254130711	0.177083333333333	NA	NA	NA	0
k49_15296	619	0.605815831987076	2	0.621049082581659	0.177580272293512	NA	NA	NA	0
k49_13080	341	0.642228739002933	2	0.76339547342118	0.180185281727698	NA	NA	NA	0
k49_6272	249	0.626506024096386	2	0.417649710157629	0.178044596912521	NA	NA	NA	0
k49_18070	203	0.364532019704433	5	0.446735412107758	0.237594202968817	NA	NA	NA	0
k49_2162	259	0.640926640926641	2	0.441618078844468	0.165140614780903	NA	NA	NA	0
k49_23421	314	0.363057324840764	5	1.18447395615818	0.283833187195994	NA	NA	NA	0
k49_15696	488	0.625	2	0.940573166379617	0.178885630498534	NA	NA	NA	0
k49_17664	449	0.599109131403118	2	0.640293606825472	0.17945186872812	NA	NA	NA	0
k49_7823	210	0.614285714285714	2	0.414582668793195	0.151318447634237	NA	NA	NA	0
k49_22005	323	0.647058823529412	2	0.535831771749194	0.172110263594441	NA	NA	NA	0
k49_20614	221	0.714932126696833	2	0.552839198272453	0.166950028893823	NA	NA	NA	0
k49_7896	386	0.66580310880829	2	0.637249911324572	0.172423379636287	NA	NA	NA	0
k49_11816	987	0.635258358662614	2	0.91478727539224	0.176938030678079	NA	NA	NA	0
k49_13763	217	0.626728110599078	2	0.396432552954293	0.168379446640316	NA	NA	NA	0
k49_13144	293	0.641638225255973	2	0.563745391988203	0.166682008087759	NA	NA	NA	0
k49_2512	246	0.630081300813008	2	0.372355960384587	0.159526297457332	NA	NA	NA	0
k49_10837	301	0.591362126245847	3	0.787959828654555	0.199317684231477	NA	NA	NA	0
k49_1498	953	0.684155299055614	3	1.46658951291858	0.184977034366175	NA	NA	NA	0
k49_9639	3934	0.585155058464667	2	1.60104714126932	0.180386783283017	NA	NA	NA	0
k49_4415	251	0.629482071713147	2	0.509820836098208	0.173855341738553	NA	NA	NA	0
k49_22430	204	0.71078431372549	2	0.564374784507527	0.166011808987473	NA	NA	NA	0
k49_11333	240	0.629166666666667	2	1.34627262019488	0.18	NA	NA	NA	0
k49_14010	366	0.66120218579235	2	0.35050518134715	0.16911681582666	NA	NA	NA	0
k49_5837	254	0.559055118110236	2	0.618175913814403	0.165322287624446	NA	NA	NA	0
k49_439	524	0.393129770992366	3	4.12072306986382	0.122818877351156	NA	NA	NA	0
k49_6694	273	0.652014652014652	2	0.51647949193982	0.17746801797689	NA	NA	NA	0
k49_20214	326	0.625766871165644	2	0.419658772599949	0.174003646783016	NA	NA	NA	0
k49_22053	311	0.572347266881029	2	0.708837321308348	0.174158421148076	NA	NA	NA	0
k49_15011	314	0.627388535031847	2	0.437253465005546	0.148936170212766	NA	NA	NA	0
k49_1043	210	0.30952380952381	1	0.56198347107438	0.0909090909090909	NA	NA	NA	0
k49_18101	262	0.599236641221374	2	0.77740354981949	0.160969386685451	NA	NA	NA	0
k49_3532	201	0.616915422885572	2	0.474201166595534	0.171216389244558	NA	NA	NA	0
k49_19305	217	0.695852534562212	2	0.445858150540002	0.170503316426063	NA	NA	NA	0
k49_16746	213	0.572769953051643	2	0.363786120021036	0.164108618654073	NA	NA	NA	0
k49_19316	325	0.643076923076923	2	0.520692216280451	0.174456752397929	NA	NA	NA	0
k49_12688	218	0.619266055045872	2	0.477225170727995	0.176128833850114	NA	NA	NA	0
k49_22691	203	0.650246305418719	2	0.678067197953562	0.176566804407713	NA	NA	NA	0
k49_15563	455	0.507692307692308	6	2.48305373818677	0.233213328481711	154	8.13084035437885	0.266205380516024	0
k49_21770	521	0.612284069097889	2	0.540174052867377	0.175275164552988	NA	NA	NA	0
k49_14824	233	0.656652360515021	2	0.471274203832344	0.16865498842243	NA	NA	NA	0
k49_10704	576	0.684027777777778	2	0.72340094231925	0.179997198487183	NA	NA	NA	0
k49_24198	457	0.586433260393873	3	1.23689736614997	0.199909148762473	NA	NA	NA	0
k49_10031	387	0.602067183462532	2	0.655848770689189	0.180358632193495	NA	NA	NA	0
k49_1541	254	0.637795275590551	2	0.429979440849006	0.171915041480259	NA	NA	NA	0
k49_2605	221	0.6289592760181	2	0.390105428715739	0.169651362773242	NA	NA	NA	0
k49_22291	219	0.643835616438356	2	0.538516771438625	0.173529943223426	NA	NA	NA	0
k49_24112	448	0.654017857142857	2	0.81383613006331	0.179687339930748	NA	NA	NA	0
k49_20403	360	0.644444444444444	2	0.825051082434379	0.174355495251018	NA	NA	NA	0
k49_23862	1258	0.616057233704293	2	1.02396817438362	0.180583842498303	NA	NA	NA	0
k49_6453	214	0.504672897196262	2	0.555949074848597	0.114313915749322	NA	NA	NA	0
k49_11805	535	0.626168224299065	2	0.928580156402736	0.178172230994812	NA	NA	NA	0
k49_15180	311	0.665594855305466	2	0.714817205915472	0.171123789505292	NA	NA	NA	0
k49_117	251	0.629482071713147	2	0.507396546106224	0.173976322363419	NA	NA	NA	0
k49_3110	303	0.63036303630363	2	0.574949887520461	0.180742325171306	NA	NA	NA	0
k49_4892	379	0.627968337730871	2	0.994955664794282	0.170344218887908	NA	NA	NA	0
k49_21501	241	0.651452282157676	2	0.691211549128318	0.173490631505899	NA	NA	NA	0
k49_18052	236	0.669491525423729	2	0.644964349376114	0.166131907308378	NA	NA	NA	0
k49_12932	202	0.673267326732673	2	0.453731269976803	0.161656251652927	NA	NA	NA	0
k49_23888	383	0.362924281984334	2	0.675377319708715	0.103594080338266	NA	NA	NA	0
k49_12507	327	0.532110091743119	2	0.447659217336102	0.173148696098158	NA	NA	NA	0
k49_22778	388	0.63659793814433	2	0.757039400208506	0.177035545865521	NA	NA	NA	0
k49_546	213	0.596244131455399	2	0.342392344497608	0.153971291866029	NA	NA	NA	0
