fragment	annotation	frquency	length	status
rand.69.k141_9363	GB virus C	50	332	Annotated
rand.69.k141_2310	GB virus C	49	281	Annotated
rand.69.k141_5993	GB virus C	70	503	Annotated
rand.69.k141_7997	GB virus C	52	272	Annotated
rand.69.k141_10616	GB virus C	42	217	Annotated
rand.69.k141_8799	GB virus C	47	306	Annotated
rand.69.k141_9301	GB virus C	43	313	Annotated
rand.69.k141_3228	GB virus C	48	246	Annotated
rand.69.k141_5338	GB virus C	71	339	Annotated
rand.69.k141_2213	GB virus C	40	349	Annotated
rand.69.k141_12563	GB virus C	50	363	Annotated
rand.69.k141_5038	GB virus C	50	301	Annotated
rand.69.k141_10355	GB virus C	47	216	Annotated
rand.69.k141_5051	GB virus C	55	491	Annotated
rand.69.k141_12584	GB virus C	45	367	Annotated
rand.69.k141_5351	GB virus C	46	336	Annotated
rand.69.k141_3107	GB virus C	74	241	Annotated
rand.69.k141_5002	GB virus C	58	414	Annotated
rand.69.k141_1129	GB virus C	46	241	Annotated
rand.69.k141_758	GB virus C	55	362	Annotated
rand.69.k141_9663	GB virus C	45	407	Annotated
rand.69.k141_22537	GB virus C	52	349	Annotated
rand.69.k141_9234	GB virus C	53	282	Annotated
rand.69.k141_4496	GB virus C	49	328	Annotated
rand.69.k141_8345	GB virus C	51	256	Annotated
rand.69.k141_7406	GB virus C	69	519	Annotated
rand.69.k141_11610	Human pegivirus	49	283	Annotated
rand.69.k141_7921	GB virus C	40	205	Annotated
rand.69.k141_10304	GB virus C	68	330	Annotated
rand.69.k141_12961	GB virus C	46	281	Annotated
rand.69.k141_7818	GB virus C	42	262	Annotated
rand.69.k141_4458	GB virus C	38	283	Annotated
rand.69.k141_4026	GB virus C	54	227	Annotated
rand.69.k141_8682	GB virus C	50	564	Annotated
rand.69.k141_6405	GB virus C	55	444	Annotated
rand.69.k141_10260	GB virus C	52	218	Annotated
rand.69.k141_628	GB virus C	51	315	Annotated
rand.69.k141_2068	GB virus C	55	201	Annotated
rand.69.k141_11557	GB virus C	48	246	Annotated
rand.69.k141_2084	GB virus C	40	452	Annotated
rand.69.k141_11561	GB virus C	55	214	Annotated
rand.69.k141_7855	GB virus C	48	543	Annotated
rand.69.k141_12473	GB virus C	73	307	Annotated
rand.69.k141_1099	GB virus C	58	263	Annotated
rand.69.k141_8562	GB virus C	42	287	Annotated
rand.69.k141_12878	GB virus C	76	574	Annotated
rand.69.k141_2008	GB virus C	57	283	Annotated
rand.69.k141_5823	Human pegivirus	54	301	Annotated
rand.69.k141_3380	GB virus C	52	374	Annotated
rand.69.k141_7739	GB virus C	78	270	Annotated
rand.69.k141_6695	GB virus C	42	224	Annotated
rand.69.k141_999	GB virus C	42	256	Annotated
rand.69.k141_9070	GB virus C	54	277	Annotated
rand.69.k141_82	GB virus C	55	308	Annotated
rand.69.k141_6254	GB virus C	43	295	Annotated
rand.69.k141_12855	GB virus C	49	207	Annotated
rand.69.k141_11462	GB virus C	43	351	Annotated
rand.69.k141_13303	GB virus C	50	421	Annotated
rand.69.k141_4742	GB virus C	59	271	Annotated
rand.69.k141_50	GB virus C	51	266	Annotated
rand.69.k141_13274	GB virus C	56	559	Annotated
rand.69.k141_12827	GB virus C	74	209	Annotated
rand.69.k141_7178	GB virus C	48	291	Annotated
rand.69.k141_6632	GB virus C	43	2936	Annotated
rand.69.k141_3833	GB virus C	52	914	Annotated
rand.69.k141_5729	GB virus C	64	282	Annotated
rand.69.k141_9510	GB virus C	47	345	Annotated
rand.69.k141_9029	GB virus C	54	371	Annotated
rand.69.k141_1946	GB virus C	79	303	Annotated
rand.69.k141_12805	GB virus C	50	379	Annotated
rand.69.k141_9529	GB virus C	71	443	Annotated
rand.83.k141_1155	GB virus C	42	326	Annotated
rand.69.k141_9959	GB virus C	53	222	Annotated
rand.69.k141_12776	GB virus C	47	438	Annotated
rand.83.k141_2238	GB virus C	57	553	Annotated
rand.83.k141_5370	GB virus C	52	305	Annotated
rand.83.k141_5917	GB virus C	42	403	Annotated
rand.83.k141_2488	GB virus C	13	367	Annotated
rand.83.k141_6572	GB virus C	53	249	Annotated
rand.69.k141_949	GB virus C	52	229	Annotated
rand.69.k141_3806	GB virus C	44	243	Annotated
rand.69.k141_9943	GB virus C	57	254	Annotated
rand.90.k141_10318	NA	NA	500	Unannotated
rand.83.k141_2594	GB virus C	46	660	Annotated
rand.90.k141_2522	Acidobacteriota bacterium	2	528	Annotated
rand.90.k141_6121	Escherichia coli	107	735	Annotated
rand.90.k141_223	uncultured Acidobacteriota bacterium	5	672	Annotated
rand.90.k141_2295	Torque teno virus	75	1366	Annotated
rand.22.k141_49	Torque teno virus	88	568	Annotated
rand.22.k141_2594	Torque teno virus	88	482	Annotated
rand.22.k141_3875	Escherichia coli	106	586	Annotated
rand.48.k141_5514	GB virus C	91	281	Annotated
rand.48.k141_7248	GB virus C	90	507	Annotated
rand.48.k141_1614	GB virus C	57	308	Annotated
rand.48.k141_3232	GB virus C	52	389	Annotated
rand.48.k141_6460	GB virus C	46	273	Annotated
rand.48.k141_607	Escherichia coli	97	485	Annotated
rand.48.k141_619	GB virus C	62	282	Annotated
rand.48.k141_636	GB virus C	57	518	Annotated
rand.48.k141_2287	GB virus C	70	373	Annotated
rand.48.k141_1489	GB virus C	42	395	Annotated
rand.48.k141_6330	GB virus C	51	363	Annotated
rand.48.k141_6346	GB virus C	82	246	Annotated
rand.48.k141_8873	GB virus C	70	213	Annotated
rand.69.k141_3393	GB virus C	51	262	Annotated
rand.69.k141_1619	GB virus C	46	372	Annotated
rand.69.k141_11527	GB virus C	61	282	Annotated
rand.69.k141_12919	GB virus C	45	320	Annotated
rand.69.k141_7802	GB virus C	43	447	Annotated
rand.69.k141_4881	GB virus C	52	421	Annotated
rand.69.k141_8204	GB virus C	56	215	Annotated
rand.69.k141_5847	GB virus C	56	475	Annotated
rand.69.k141_12409	GB virus C	52	294	Annotated
rand.69.k141_12908	GB virus C	49	668	Annotated
rand.69.k141_8619	GB virus C	39	283	Annotated
rand.69.k141_2581	GB virus C	52	317	Annotated
rand.69.k141_3958	GB virus C	58	303	Annotated
rand.69.k141_1066	GB virus C	43	283	Annotated
rand.48.k141_388	GB virus C	53	352	Annotated
rand.48.k141_7849	GB virus C	50	373	Annotated
rand.48.k141_7052	GB virus C	61	279	Annotated
rand.48.k141_3011	GB virus C	55	435	Annotated
rand.48.k141_7691	Human pegivirus	62	324	Annotated
rand.48.k141_7709	GB virus C	61	525	Annotated
rand.48.k141_8541	GB virus C	39	281	Annotated
rand.48.k141_6125	GB virus C	92	417	Annotated
rand.48.k141_477	GB virus C	74	338	Annotated
rand.48.k141_5374	GB virus C	51	320	Annotated
rand.48.k141_5388	GB virus C	62	532	Annotated
rand.48.k141_8632	GB virus C	67	520	Annotated
rand.48.k141_2557	GB virus C	61	234	Annotated
rand.48.k141_309	GB virus C	54	244	Annotated
rand.48.k141_7619	GB virus C	59	400	Annotated
rand.48.k141_3579	GB virus C	50	305	Annotated
rand.48.k141_8474	GB virus C	67	381	Annotated
rand.48.k141_24509	Escherichia coli	87	385	Annotated
rand.48.k141_3406	GB virus C	47	250	Annotated
rand.48.k141_7488	GB virus C	52	272	Annotated
rand.48.k141_6707	GB virus C	43	371	Annotated
rand.48.k141_246	GB virus C	61	488	Annotated
rand.48.k141_3469	GB virus C	54	417	Annotated
rand.48.k141_1106	GB virus C	61	205	Annotated
rand.48.k141_6768	GB virus C	47	219	Annotated
rand.10.k141_7586	GB virus C	70	391	Annotated
rand.48.k141_4149	GB virus C	50	427	Annotated
rand.48.k141_8200	GB virus C	56	243	Annotated
rand.48.k141_5778	GB virus C	61	249	Annotated
rand.10.k141_813	bacterium	19	355	Annotated
rand.10.k141_7678	GB virus C	76	793	Annotated
rand.10.k141_5745	GB virus C	52	274	Annotated
rand.10.k141_1870	GB virus C	50	282	Annotated
rand.27.k141_36413	NA	NA	281	Unannotated
rand.48.k141_7336	GB virus C	51	283	Annotated
rand.48.k141_8154	GB virus C	49	217	Annotated
rand.48.k141_5731	GB virus C	72	450	Annotated
rand.10.k141_4963	GB virus C	48	454	Annotated
rand.10.k141_7415	GB virus C	99	315	Annotated
rand.10.k141_667	GB virus C	50	281	Annotated
rand.10.k141_5019	GB virus C	69	428	Annotated
rand.10.k141_199	GB virus C	74	302	Annotated
rand.10.k141_2182	Rhizobium rhizogenes	4	860	Annotated
rand.10.k141_1261	GB virus C	56	307	Annotated
rand.10.k141_8158	GB virus C	54	331	Annotated
rand.10.k141_432	GB virus C	68	318	Annotated
rand.10.k141_7294	GB virus C	45	282	Annotated
rand.10.k141_6350	GB virus C	39	393	Annotated
rand.47.k141_3151	Torque teno virus	42	650	Annotated
rand.10.k141_985	GB virus C	76	243	Annotated
rand.86.k141_21680	Claveliimonas bilis	1	631	Annotated
rand.37.k141_1602	Escherichia coli	84	362	Annotated
rand.82.k141_6037	Escherichia coli	49	303	Annotated
rand.82.k141_8202	Escherichia coli	97	304	Annotated
rand.45.k141_16508	Escherichia coli	97	461	Annotated
rand.77.k141_92048	Escherichia coli	93	331	Annotated
rand.44.k141_5399	GB virus C	47	1756	Annotated
rand.44.k141_5833	GB virus C	46	1416	Annotated
rand.44.k141_6139	GB virus C	46	4473	Annotated
rand.36.k141_10159	Escherichia coli	93	1322	Annotated
rand.36.k141_9500	Escherichia coli	107	357	Annotated
rand.47.k141_2469	Caulobacter vibrioides	6	432	Annotated
rand.47.k141_1960	Torque teno virus	48	757	Annotated
rand.97.k141_3593	GB virus C	47	1653	Annotated
rand.8.k141_19270	Escherichia coli	100	356	Annotated
rand.97.k141_4205	GB virus C	44	276	Annotated
rand.97.k141_1118	GB virus C	50	635	Annotated
rand.97.k141_16749	Pseudomonas aeruginosa	95	398	Annotated
rand.97.k141_1636	GB virus C	52	333	Annotated
rand.97.k141_5960	GB virus C	61	277	Annotated
rand.97.k141_2801	GB virus C	76	215	Annotated
rand.28.k141_2763	Torque teno virus	97	488	Annotated
rand.8.k141_2506	Brucella anthropi	8	652	Annotated
rand.97.k141_933	GB virus C	44	402	Annotated
rand.97.k141_4452	GB virus C	40	397	Annotated
rand.97.k141_1564	GB virus C	63	330	Annotated
rand.97.k141_376	Equine infectious anemia virus	84	328	Annotated
rand.97.k141_8298	Piscirickettsia salmonis	84	822	Annotated
rand.97.k141_6114	GB virus C	64	308	Annotated
rand.97.k141_4677	Escherichia coli	107	371	Annotated
rand.97.k141_4991	GB virus C	38	574	Annotated
rand.97.k141_1012	GB virus C	60	491	Annotated
rand.97.k141_4720	GB virus C	46	245	Annotated
rand.97.k141_155	GB virus C	50	404	Annotated
rand.9.k141_2492	Escherichia coli	100	368	Annotated
rand.97.k141_1449	GB virus C	61	577	Annotated
rand.63.k141_3122	Klebsiella pneumoniae	28	334	Annotated
rand.63.k141_3493	Streptomyces anulatus	33	420	Annotated
rand.63.k141_3030	synthetic construct	9	454	Annotated
rand.97.k141_5698	Methylotenera sp.	5	1010	Annotated
rand.97.k141_4556	Escherichia coli	108	396	Annotated
rand.97.k141_595	GB virus C	48	357	Annotated
rand.97.k141_884	GB virus C	70	303	Annotated
rand.97.k141_4021	GB virus C	49	894	Annotated
rand.11.k141_4089	GB virus C	62	366	Annotated
rand.9.k141_18411	Cloning vector RA(2)_HQN	1	296	Annotated
rand.11.k141_2694	uncultured Acidobacteriota bacterium	4	548	Annotated
rand.18.k141_5695	GB virus C	54	469	Annotated
rand.1.k141_10500	NA	NA	736	Unannotated
rand.1.k141_22564	Escherichia coli	100	343	Annotated
rand.1.k141_10233	Escherichia coli	81	376	Annotated
rand.1.k141_297	Escherichia coli	91	615	Annotated
rand.9.k141_1975	Bovine serum-associated circular virus	2	914	Annotated
rand.11.k141_6717	GB virus C	52	388	Annotated
rand.11.k141_5397	GB virus C	60	238	Annotated
rand.11.k141_644	GB virus C	55	233	Annotated
rand.11.k141_651	GB virus C	48	282	Annotated
rand.11.k141_658	GB virus C	70	379	Annotated
rand.11.k141_11533	GB virus C	69	375	Annotated
rand.11.k141_10827	GB virus C	47	246	Annotated
rand.11.k141_9473	GB virus C	52	201	Annotated
rand.11.k141_1282	GB virus C	59	426	Annotated
rand.11.k141_13605	GB virus C	46	278	Annotated
rand.11.k141_8171	GB virus C	51	320	Annotated
rand.11.k141_627	GB virus C	49	422	Annotated
rand.11.k141_630	GB virus C	43	363	Annotated
rand.11.k141_13474	GB virus C	76	1590	Annotated
rand.11.k141_3977	GB virus C	51	261	Annotated
rand.11.k141_5302	GB virus C	53	420	Annotated
rand.11.k141_12843	Hepatitis B virus	107	716	Annotated
rand.11.k141_8111	GB virus C	64	259	Annotated
rand.11.k141_12781	GB virus C	57	306	Annotated
rand.11.k141_3929	GB virus C	76	351	Annotated
rand.11.k141_10741	GB virus C	58	397	Annotated
rand.11.k141_532	GB virus C	59	476	Annotated
rand.11.k141_4640	GB virus C	67	258	Annotated
rand.11.k141_12814	GB virus C	48	863	Annotated
rand.11.k141_3249	Hepatitis B virus	100	352	Annotated
rand.11.k141_13535	GB virus C	61	213	Annotated
rand.11.k141_11356	GB virus C	56	379	Annotated
rand.11.k141_3176	GB virus C	50	458	Annotated
rand.11.k141_8649	GB virus C	56	334	Annotated
rand.11.k141_9354	GB virus C	68	281	Annotated
rand.11.k141_5936	GB virus C	49	472	Annotated
rand.11.k141_18779	GB virus C	64	870	Annotated
rand.11.k141_8603	GB virus C	56	385	Annotated
rand.11.k141_5175	GB virus C	78	356	Annotated
rand.11.k141_12720	GB virus C	55	282	Annotated
rand.11.k141_8624	GB virus C	60	285	Annotated
rand.11.k141_7975	GB virus C	62	236	Annotated
rand.11.k141_13430	GB virus C	69	301	Annotated
rand.11.k141_32445	GB virus C	50	332	Annotated
rand.11.k141_11242	GB virus C	57	332	Annotated
rand.11.k141_7179	GB virus C	60	221	Annotated
rand.11.k141_14025	GB virus C	81	272	Annotated
rand.11.k141_3096	GB virus C	72	402	Annotated
rand.11.k141_12670	GB virus C	74	387	Annotated
rand.11.k141_2424	GB virus C	51	355	Annotated
rand.11.k141_6449	GB virus C	53	283	Annotated
rand.11.k141_13298	GB virus C	71	350	Annotated
rand.11.k141_10565	GB virus C	59	471	Annotated
rand.11.k141_12618	GB virus C	54	320	Annotated
rand.11.k141_11281	GB virus C	44	259	Annotated
rand.11.k141_5088	GB virus C	50	367	Annotated
rand.11.k141_10592	GB virus C	55	315	Annotated
rand.11.k141_10598	GB virus C	53	285	Annotated
rand.11.k141_1581	GB virus C	58	459	Annotated
rand.11.k141_5740	GB virus C	66	358	Annotated
rand.11.k141_6412	GB virus C	46	436	Annotated
rand.11.k141_13257	GB virus C	55	273	Annotated
rand.11.k141_7820	GB virus C	50	219	Annotated
rand.11.k141_11232	GB virus C	51	355	Annotated
rand.11.k141_2256	GB virus C	83	425	Annotated
rand.11.k141_5696	GB virus C	66	388	Annotated
rand.11.k141_9115	GB virus C	65	423	Annotated
rand.11.k141_10482	Human pegivirus	45	201	Annotated
rand.11.k141_11182	GB virus C	53	338	Annotated
rand.11.k141_945	GB virus C	58	502	Annotated
rand.11.k141_2983	GB virus C	40	272	Annotated
rand.11.k141_4378	GB virus C	55	282	Annotated
rand.11.k141_13779	GB virus C	39	350	Annotated
rand.11.k141_7703	GB virus C	59	224	Annotated
rand.11.k141_12469	GB virus C	48	219	Annotated
rand.11.k141_12481	GB virus C	48	385	Annotated
rand.11.k141_13847	GB virus C	47	303	Annotated
rand.11.k141_161	GB virus C	51	271	Annotated
rand.11.k141_8325	GB virus C	54	290	Annotated
rand.11.k141_2869	GB virus C	62	454	Annotated
rand.11.k141_171	GB virus C	48	303	Annotated
rand.11.k141_4937	GB virus C	41	321	Annotated
rand.11.k141_13814	GB virus C	57	434	Annotated
rand.11.k141_13146	GB virus C	43	455	Annotated
rand.11.k141_12457	GB virus C	78	406	Annotated
rand.11.k141_13030	GB virus C	52	292	Annotated
rand.11.k141_14438	GB virus C	60	305	Annotated
rand.11.k141_9654	GB virus C	57	282	Annotated
rand.11.k141_8994	GB virus C	50	268	Annotated
rand.11.k141_6262	GB virus C	74	283	Annotated
rand.11.k141_13701	GB virus C	60	298	Annotated
rand.11.k141_1428	GB virus C	59	584	Annotated
rand.11.k141_6893	GB virus C	76	277	Annotated
rand.11.k141_32126	GB virus C	48	297	Annotated
rand.11.k141_12355	GB virus C	45	392	Annotated
rand.11.k141_4861	GB virus C	58	338	Annotated
rand.11.k141_2141	GB virus C	59	360	Annotated
