sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov
rand.28	GCA_002889555	822	1	11268	0	100.0000	462	0	2.4182	465963	1	11834	2.53968662747901	100
rand.11	GCA_002889555	321	1	11268	0	100.0000	460	0	5.4626	206277	1	11939	5.78784837863649	100
rand.73	GCA_002889555	407	1	11268	0	100.0000	460	0	4.8623	231740	1	11820	5.10054371278157	100
rand.63	GCA_002889555	810	1	11268	0	100.0000	460	0	2.4943	451751	1	11890	2.63198089212863	100
rand.75	GCA_002889555	327	1	11268	0	100.0000	460	0	5.4913	205199	1	11902	5.8002231979688	100
rand.100	GCA_002889555	463	1	11268	0	100.0000	461	0	4.3389	259700	1	11841	4.55949172121679	100
rand.33	GCA_002889555	494	1	11268	0	100.0000	461	0	4.0056	281307	1	11874	4.2210112083951	100
rand.53	GCA_002889555	730	1	11268	0	100.0000	460	0	3.0104	374303	1	11837	3.16241120162008	100
rand.41	GCA_002889555	638	1	11268	2	100.0000	461	0	3.2559	349922	1	11967	3.41990500740165	100
rand.12	GCA_002889555	554	1	11268	0	100.0000	461	0	3.7388	301384	1	11901	3.94878294799989	100
rand.69	GCA_002889555	527	1	11268	0	100.0000	461	0	3.7561	299993	1	11910	3.97009263549483	100
rand.2	GCA_002889555	588	1	11268	0	100.0000	461	0	3.3762	333746	1	11843	3.54850694839788	100
rand.30	GCA_002889555	637	1	11268	0	100.0000	461	0	3.2427	347488	1	11848	3.40961414494889	100
rand.52	GCA_002889555	543	1	11268	0	100.0000	460	0	3.3794	333433	1	11931	3.57823010919735	100
rand.15	GCA_002889555	1064	1	11268	0	100.0000	464	0	1.9594	575087	1	11843	2.05934058672862	100
rand.54	GCA_002889555	557	1	11268	0	100.0000	459	0	3.7553	300056	1	11833	3.94359719519023	100
rand.35	GCA_002889555	284	1	11268	0	100.0000	460	0	7.1392	157833	1	11876	7.52440871047246	100
rand.97	GCA_002889555	443	1	11268	0	100.0000	460	0	4.1544	271228	1	11820	4.35795714306783	100
rand.78	GCA_002889555	1394	1	11268	0	100.0000	457	2	1.6223	694519	1	11899	1.7132720631113	100
rand.91	GCA_002889555	838	1	11268	0	100.0000	462	0	2.7888	404038	1	11848	2.93239744776481	100
rand.61	GCA_002889555	445	1	11268	0	100.0000	461	0	4.4421	253664	1	11841	4.66798599722468	100
rand.10	GCA_002889555	1622	1	11268	0	100.0000	460	0	1.3964	806942	1	11881	1.47234869420603	100
rand.9	GCA_002889555	628	1	11268	0	100.0000	461	0	3.2448	347266	2	12712	3.66059447224894	100
rand.39	GCA_002889555	940	1	11268	0	100.0000	462	0	2.2563	499410	1	11878	2.37840651969324	100
rand.84	GCA_002889555	650	1	11268	0	100.0000	460	0	3.0037	375133	1	11939	3.18260456957932	100
rand.18	GCA_002889555	810	1	11268	0	100.0000	460	0	2.5417	443324	1	11849	2.67276303561278	100
rand.89	GCA_002889555	1122	2	11268	2	100.0000	460	0	2.0879	554819	2	12277	2.21279372191652	100
rand.66	GCA_002889555	1146	1	11268	0	100.0000	461	0	1.9118	589392	1	11845	2.00969812959796	100
rand.37	GCA_002889555	260	1	11268	0	100.0000	460	0	8.0184	140526	1	11901	8.46889543572008	100
rand.82	GCA_002889555	1107	1	11268	0	100.0000	460	0	2.0599	547015	1	11966	2.18750856923485	100
rand.27	GCA_002889555	317	1	11268	0	100.0000	460	0	6.4384	175012	1	11902	6.80067652503828	100
rand.56	GCA_002889555	399	1	11268	0	100.0000	459	0	5.0527	223011	1	11863	5.31946854639457	100
rand.14	GCA_002889555	596	1	11268	0	100.0000	460	0	3.2789	343649	1	11820	3.43955605865287	100
rand.5	GCA_002889555	1084	1	11268	0	100.0000	460	0	1.9867	567176	1	11842	2.08788806296458	100
rand.99	GCA_002889555	983	1	11268	0	100.0000	462	0	2.1497	524158	1	11870	2.26458434288898	100
rand.32	GCA_002889555	540	1	11268	0	100.0000	461	0	3.7018	304393	1	11848	3.89233655176039	100
rand.83	GCA_002889555	350	1	11268	0	100.0000	460	0	5.9935	188003	1	11804	6.27862321345936	100
rand.88	GCA_002889555	493	1	11268	0	100.0000	459	0	3.9771	283324	1	11883	4.19413815984527	100
rand.70	GCA_002889555	548	1	11268	0	100.0000	461	0	3.7596	299713	1	11846	3.95244784176863	100
rand.60	GCA_002889555	717	1	11268	0	100.0000	460	0	2.7240	413655	1	11945	2.88767209389467	100
rand.90	GCA_002889555	468	1	11268	0	100.0000	461	0	4.2025	268126	1	11841	4.41620730552054	100
rand.13	GCA_002889555	1712	1	11268	0	100.0000	460	0	1.3440	838416	1	11856	1.4140951508559	100
rand.95	GCA_002889555	973	1	11268	0	100.0000	460	0	2.2310	505059	2	12121	2.39991763338541	100
rand.50	GCA_002889555	539	1	11268	0	100.0000	460	0	3.5793	314807	1	11947	3.7950236176451	100
rand.96	GCA_002889555	725	1	11268	0	100.0000	459	0	3.3146	339947	1	11832	3.48054255516301	100
rand.34	GCA_002889555	629	1	11268	0	100.0000	460	0	3.3008	341372	1	11837	3.46747829347457	100
rand.58	GCA_002889555	357	1	11268	0	100.0000	461	0	5.8541	192479	1	11841	6.15183994098057	100
rand.4	GCA_002889555	945	1	11268	0	100.0000	461	0	2.2754	495217	1	11841	2.3910730043597	100
rand.25	GCA_002889555	782	1	11268	0	100.0000	461	0	2.9843	377573	1	11901	3.1519732607999	100
rand.62	GCA_002889555	882	1	11268	0	100.0000	460	0	2.3238	484904	1	11822	2.43800834804415	100
rand.49	GCA_002889555	865	1	11224	1	99.6095	461	0	2.4535	457478	1	11761	2.57083400731838	100
rand.36	GCA_002889555	610	1	11268	0	100.0000	461	0	3.3923	332166	1	11851	3.56779441604499	100
rand.7	GCA_002889555	533	1	11268	0	100.0000	460	0	3.6377	309752	1	11865	3.83048374183218	100
