contig	length	gc	frequency	meanDepth	meanCov	S1_fre	S1_meanDep	S1_meanCov	Specy
DNA_k71_3795	836	0.326555023923445	1	1.65997931747673	0.2	4	0.00303285299335842	0.00225374374054283	0
DNA_k71_1950	15467	0.645244714553566	3	5.98025718633878	0.228638950295514	89	0.126408358341764	0.0190205577588242	0
DNA_k71_3895	327	0.587155963302752	1	0.793888888888888	0.2	16	0.299059434250425	0.0184895381925019	0
DNA_k71_93	216	0.62037037037037	1	0.90468085106383	0.2	6	0.107231770175555	0.0126875091951809	0
DNA_k71_938	227	0.361233480176211	1	0.88395061728395	0.2	4	0.00649764447800914	0.00375121372316324	0
RNA_k71_417	224	0.526785714285714	1	8.21781376518218	0.197570850202429	1	0.00144948131305954	0.000724740656529771	0
RNA_k71_290	307	0.592833876221498	2	2.20418059313491	0.245710647779723	40	2.63602233420965	0.061948254807683	0
DNA_k71_109	276	0.58695652173913	1	0.878032786885246	0.2	5	0.19736246026044	0.0113167593189007	0
RNA_k71_1014	219	0.552511415525114	1	6.29217391304348	0.2	3	0.0249675642137565	0.00480878139439709	0
DNA_k71_2141	350	0.354285714285714	1	1.22397959183673	0.2	1	0.00209904588823262	0.00139936392548841	0
DNA_k71_1905	227	0.643171806167401	2	0.670289855072464	0.26695652173913	13	0.303086356391699	0.0233957639492758	0
DNA_k71_3049	269	0.620817843866171	1	0.846621621621622	0.2	12	0.283288212384012	0.0222935292741479	0
DNA_k71_2143	274	0.64963503649635	1	0.785714285714286	0.180952380952381	7	0.17995727139442	0.0139303072090137	0
DNA_k71_1090	233	0.592274678111588	1	0.45514403292181	0.183539094650206	6	0.168018080001061	0.0130039904085418	0
DNA_k71_3557	299	0.672240802675585	1	0.50410094637224	0.194952681388013	15	0.18581831468493	0.0177723181153954	0
DNA_k71_3982	18809	0.655590408846829	3	5.80027350411329	0.232965391232269	68	0.0781163070430515	0.0148103764409349	0
RNA_k71_571	239	0.401673640167364	2	0.253793219767246	0.130585258896947	23	0.0256951415920011	0.0215311157386602	0
RNA_k71_1487	252	0.642857142857143	1	13.693023255814	0.186046511627907	28	0.17063752470145	0.0341263960507453	0
RNA_k71_581	334	0.640718562874252	1	4.48457142857142	0.174857142857143	13	0.0514686949472906	0.0100039147720828	0
DNA_k71_547	1050	0.34	1	1.57516339869281	0.2	3	0.00293894364603918	0.00236329320986951	0
DNA_k71_4144	348	0.666666666666667	1	0.875324675324676	0.198961038961039	7	0.142665468181356	0.0144441243734128	0
DNA_k71_601	444	0.344594594594595	1	1.08835341365462	0.2	4	0.00425344907004952	0.00303935998979258	0
DNA_k71_459	4385	0.65381984036488	3	6.1584228872697	0.240461643102186	47	0.121193942309191	0.0182489504689403	0
DNA_k71_1458	317	0.61198738170347	2	0.72676423416199	0.223275862068966	15	0.352819876420736	0.0247376087477951	0
RNA_k71_905	256	0.6171875	1	3.55187969924812	0.197744360902256	2	0.0118138258247814	0.00309806197815936	0
DNA_k71_2557	231	0.636363636363636	1	0.519512195121952	0.19349593495935	6	0.129032935756108	0.0126874344547484	0
DNA_k71_2982	297	0.407407407407407	1	0.911111111111112	0.2	3	0.00441745730550284	0.00318406072106262	0
DNA_k71_3141	274	0.587591240875912	1	1.00740740740741	0.2	6	0.185310625362156	0.012374404047752	0
RNA_k71_390	1199	0.462885738115096	3	89.9772454449143	0.373350807291598	101	9.88049867214799	0.194856430424093	0
DNA_k71_1112	247	0.607287449392713	1	0.8	0.2	4	0.115853414649589	0.0107726057050133	0
DNA_k71_2049	258	0.562015503875969	1	0.83	0.2	6	0.188739452365704	0.0111275435107471	0
DNA_k71_1096	2376	0.613215488215488	3	2.75124883215411	0.219409049397827	11	0.0272301910805741	0.00994071630481775	0
DNA_k71_928	236	0.576271186440678	1	0.903937007874016	0.2	6	0.14838288636804	0.0117036718362156	0
DNA_k71_3143	214	0.621495327102804	1	1.07551867219917	0.2	7	0.169500808923233	0.0144715936767859	0
DNA_k71_1948	269	0.687732342007435	1	0.79106529209622	0.197938144329897	9	0.176372779275773	0.0175316867548586	0
DNA_k71_2828	312	0.634615384615385	1	1.02023121387283	0.2	7	0.186253721847955	0.0137747377796955	0
DNA_k71_2728	533	0.514071294559099	2	1.05903714756931	0.228112777821409	9	0.221477930877578	0.0153911509435637	0
DNA_k71_1956	5749	0.655418333623239	3	6.34943126791834	0.242073788265263	63	0.163686377586751	0.0209319855601214	0
DNA_k71_2795	597	0.355108877721943	2	1.77270808678501	0.221524654832347	2	0.00248846915676287	0.00186240803621958	0
DNA_k71_92	224	0.629464285714286	1	0.892561983471074	0.2	8	0.151036868813906	0.0152350063816757	0
DNA_k71_1814	265	0.430188679245283	1	1.81307189542484	0.2	11	0.216721989196211	0.0184657588421557	0
RNA_k71_189	240	0.6375	1	4.73411764705882	0.2	9	0.102794931213298	0.0140573899957788	0
DNA_k71_1714	7681	0.683634943366749	3	5.14842962193109	0.219941778218415	47	0.085969600788959	0.0147681305043845	0
RNA_k71_179	226	0.473451327433628	1	4.4873949579832	0.2	9	0.032094248414034	0.0127938480715505	0
DNA_k71_2895	289	0.667820069204152	1	1.21055900621118	0.2	10	0.222625303025747	0.0172321230317409	0
DNA_k71_975	281	0.683274021352313	1	0.923684210526316	0.2	10	0.176107270817519	0.0145614418157027	0
DNA_k71_647	327	0.581039755351682	1	1.07287671232877	0.2	6	0.148507742376658	0.0136582441234941	0
RNA_k71_681	237	0.59915611814346	1	4.4225806451613	0.2	3	0.0204835304392417	0.00518979456115892	0
DNA_k71_144	423	0.680851063829787	1	0.85921052631579	0.2	10	0.147590956245987	0.0178846818467522	0
RNA_k71_671	241	0.651452282157676	1	4.6579365079365	0.2	5	0.0210831016188738	0.00421691885160608	0
DNA_k71_845	243	0.333333333333333	1	0.748854961832062	0.2	2	0.0016784683975872	0.0016784683975872	0
DNA_k71_985	332	0.605421686746988	1	1.06556473829201	0.2	6	0.113487054194775	0.0124281888049739	0
DNA_k71_3499	282	0.687943262411348	1	1.02071197411003	0.2	8	0.17595619180391	0.0147105556518845	0
DNA_k71_1440	256	0.62890625	2	0.636619480957195	0.23082237950792	10	0.154930125986896	0.0170075591402271	0
DNA_k71_501	4748	0.645956192080876	3	5.89284397330155	0.227443244500367	30	0.0895126826899708	0.015268441248587	0
DNA_k71_2637	270	0.474074074074074	1	1.23333333333333	0.2	7	0.257553511619079	0.0144881175523981	0
RNA_k71_1137	239	0.569037656903766	1	5.38046875	0.19609375	2	0.0369928546920303	0.0050116669724647	0
DNA_k71_926	4267	0.705882352941177	3	4.72670913804824	0.221567263585637	31	0.104836208209272	0.0163584762699196	0
DNA_k71_1572	316	0.563291139240506	1	1.00526315789474	0.2	8	0.14367898592384	0.0139910013184449	0
RNA_k71_595	256	0.55078125	1	7.78959107806692	0.2	5	0.0233142497568881	0.00855004342630436	0
DNA_k71_4146	291	0.443298969072165	1	1.44514106583072	0.197492163009404	7	0.0103383345982607	0.00772397060812235	0
DNA_k71_3591	218	0.399082568807339	1	0.761904761904762	0.195670995670996	0	0	0	0
DNA_k71_4072	307	0.644951140065147	1	0.887687687687688	0.2	10	0.1557339480628	0.0157782552620348	0
DNA_k71_2692	238	0.672268907563025	1	0.989272030651342	0.198467432950192	6	0.16787066451083	0.010986421001078	0
DNA_k71_2962	313	0.571884984025559	1	1.41904761904762	0.2	7	0.00648024174287541	0.0054455491074524	0
RNA_k71_1192	300	0.343333333333333	2	0.506918369463748	0.33697334301421	87	0.151558460182125	0.09903353746011	0
DNA_k71_3015	402	0.539800995024876	1	0.683602771362586	0.2	9	0.250630557073274	0.0158380567192966	0
RNA_k71_1016	215	0.618604651162791	1	5.55172413793104	0.2	5	0.0205863540463393	0.0049160373846051	0
DNA_k71_3593	216	0.666666666666667	1	0.48296943231441	0.2	6	0.129667667251798	0.0105814939730588	0
RNA_k71_790	236	0.665254237288136	1	7.21882352941176	0.2	1	0.00939633248561103	0.00119127292196493	0
DNA_k71_1810	309	0.598705501618123	1	1.17251461988304	0.2	7	0.291063655194716	0.0144845530505001	0
DNA_k71_1243	334	0.586826347305389	2	1.20952652688558	0.245697329376855	8	0.194368953583632	0.0142443075550523	0
DNA_k71_1710	254	0.669291338582677	1	0.715867158671586	0.2	6	0.137952585893033	0.0121351815605787	0
RNA_k71_147	225	0.413333333333333	2	0.732203389830508	0.333050847457627	84	0.150217639258994	0.109087369497461	0
DNA_k71_3212	6135	0.669926650366748	3	6.06951773591949	0.21790988395969	59	0.112969199946852	0.0179823818290437	0
DNA_k71_181	260	0.596153846153846	1	0.646099290780142	0.18936170212766	18	0.169726810955528	0.0243937813798398	0
DNA_k71_3838	27671	0.660872393480539	3	5.82176275720592	0.229060177658257	85	0.097178714338266	0.0159041589032016	0
RNA_k71_644	253	0.588932806324111	1	7.26813186813186	0.2	2	0.0322737946764643	0.00471132346827564	0
DNA_k71_1241	714	0.666666666666667	2	4.79657959672274	0.218441944900875	29	0.0991904902608674	0.0209149114975964	0
DNA_k71_2312	285	0.568421052631579	1	0.694701986754968	0.2	8	0.167364592596509	0.0158086268344475	0
DNA_k71_171	258	0.306201550387597	1	0.700358422939068	0.2	2	0.00254115143662888	0.00158947673634461	0
DNA_k71_3738	268	0.537313432835821	1	0.837113402061856	0.2	5	0.124141340417686	0.0133766799820635	0
DNA_k71_4275	3871	0.669336088865926	3	6.16771523136761	0.223306629217069	57	0.163685851180583	0.0216510871012847	0
DNA_k71_2475	1031	0.623666343355965	2	2.44205610691618	0.214893617021277	10	0.0247212567105682	0.00910681900020656	0
DNA_k71_3779	262	0.610687022900763	1	0.691428571428572	0.2	16	0.31603780872107	0.0198937560001046	0
DNA_k71_689	388	0.533505154639175	1	0.97364705882353	0.2	8	0.240156692210054	0.0161467723448815	0
DNA_k71_1444	730	0.543835616438356	2	1.00078483069424	0.221009549795362	7	0.172782532269728	0.0132377368171362	0
DNA_k71_3627	214	0.616822429906542	1	0.710619469026548	0.2	7	0.145240218115498	0.0123959547198029	0
DNA_k71_3879	408	0.666666666666667	2	1.37915968594987	0.292086330935252	31	6.3953283569354	0.052186413520806	0
DNA_k71_4158	262	0.625954198473282	1	1.16518771331058	0.2	6	0.176276902410237	0.0121582654196232	0
DNA_k71_679	236	0.673728813559322	1	0.57063492063492	0.198412698412698	5	0.1119056016235	0.0126967378856311	0
RNA_k71_509	379	0.509234828496042	2	4.74082187083756	0.220418848167539	31	0.264036217337733	0.0275589468920446	0
DNA_k71_1105	328	0.625	2	1.21	0.245555555555555	5	0.15416630538443	0.0115050813267378	0
DNA_k71_2777	230	0.534782608695652	1	0.804761904761904	0.2	6	0.166434123669343	0.0112542221853247	0
DNA_k71_1065	263	0.467680608365019	3	1.33458065556758	0.309238189814158	9	0.226047518272937	0.016379453146199	0
RNA_k71_497	410	0.665853658536585	1	5.97057471264368	0.2	6	0.0259217446262445	0.00409948160750574	0
DNA_k71_2877	386	0.507772020725389	1	0.871291866028708	0.2	4	0.170173066421167	0.0100997355112933	0
DNA_k71_2629	353	0.396600566572238	1	0.948337595907928	0.2	4	0.00322717323295421	0.00322717323295421	0
RNA_k71_210	324	0.395061728395062	2	1.13652701637915	0.285687941122232	187	0.55282918147346	0.274134358119609	0
RNA_k71_1129	262	0.610687022900763	1	9	0.2	12	0.0350996647115802	0.0144127967959993	0
DNA_k71_725	305	0.636065573770492	1	0.995820895522388	0.2	9	0.179681205427367	0.0174180125931662	0
RNA_k71_206	552	0.456521739130435	2	1.7976466977856	0.376062108657848	189	0.493138064242239	0.206774306687328	0
DNA_k71_2941	291	0.580756013745705	1	0.471428571428572	0.168181818181818	10	0.190278031693605	0.0172989243594699	0
DNA_k71_160	322	0.583850931677019	2	0.756580017683465	0.247384615384615	7	0.184752390510942	0.0136445065109358	0
RNA_k71_752	244	0.635245901639344	1	2.50823529411764	0.2	4	0.0215368682414525	0.00603148467144444	0
DNA_k71_2354	332	0.69578313253012	2	0.817793353673621	0.245970149253731	6	0.115021059316767	0.0118598965419192	0
RNA_k71_253	224	0.616071428571429	1	1.90735930735931	0.2	4	0.0333304374320885	0.00586177987468608	0
DNA_k71_3254	5037	0.667659321024419	3	5.99572942916429	0.233110212003688	98	0.185278263001888	0.024654367518791	0
DNA_k71_1535	255	0.576470588235294	1	0.71490909090909	0.2	7	0.14814409176249	0.0127377638942012	0
DNA_k71_2943	4595	0.659412404787813	3	5.42935034740638	0.233739589411156	54	0.0994988383771345	0.0170957748125576	0
DNA_k71_1600	433	0.628175519630485	1	0.702819956616052	0.193926247288503	9	0.123419914417504	0.0114709914717155	0
DNA_k71_4351	18285	0.649439431227782	3	7.05756070192896	0.237615564176473	122	0.177788980101843	0.0225434400981711	0
DNA_k71_520	273	0.63003663003663	1	1.29597315436242	0.2	10	0.248836339176642	0.0184442108345418	0
DNA_k71_3182	324	0.583333333333333	1	0.702298850574712	0.186206896551724	9	0.222107396658202	0.016712391519311	0
DNA_k71_3451	6552	0.662851037851038	3	5.84462335884796	0.232459618471895	62	0.108782050924757	0.0185354631449164	0
DNA_k71_4035	598	0.648829431438127	1	0.729922480620154	0.2	10	0.160725027204444	0.0148738279979374	0
DNA_k71_78	224	0.651785714285714	1	0.67551867219917	0.2	7	0.110355079162838	0.0129900453328119	0
DNA_k71_4353	220	0.672727272727273	1	1.04285714285714	0.2	7	0.205446113622299	0.0160491629904215	0
DNA_k71_3453	5483	0.664417289804851	2	5.24829913333219	0.216577714146903	54	0.108960643657817	0.0183301239406993	0
DNA_k71_77	358	0.656424581005587	2	4.48691815242975	0.242659279778393	9	0.0724115924873043	0.0125831556041769	0
DNA_k71_778	430	0.672093023255814	1	0.740130151843818	0.2	13	0.235313820909323	0.0188368661269951	0
DNA_k71_630	281	0.281138790035587	1	0.767213114754098	0.2	2	0.00315090407094042	0.00198916258661829	0
DNA_k71_788	807	0.620817843866171	3	6.72109673986645	0.250085095370751	14	0.0876891519277611	0.0148240516015941	0
DNA_k71_4232	1439	0.615705350938151	2	2.45813666584158	0.220914127423823	8	0.0228365004262819	0.00821613709766742	0
DNA_k71_3784	279	0.598566308243728	1	0.847058823529412	0.197385620915033	11	0.239579330641918	0.0197268184613813	0
DNA_k71_2432	749	0.555407209612817	1	0.874271844660194	0.2	10	0.231479440494528	0.0149612991601363	0
RNA_k71_919	271	0.59409594095941	1	11.2342465753425	0.2	10	0.038627637806126	0.00963339374919835	0
DNA_k71_3884	217	0.649769585253456	1	1.12016806722689	0.2	6	0.107258327176831	0.0124206845359191	0
RNA_k71_851	232	0.586206896551724	1	2.88312757201646	0.197530864197531	15	0.0787902022628263	0.0160573412290974	0
DNA_k71_957	369	0.501355013550135	1	0.8755	0.2	13	0.256208576237884	0.0191549520993575	0
DNA_k71_1823	311	0.533762057877814	1	1.02991202346041	0.2	7	0.202854601190031	0.0132520972784806	0
DNA_k71_814	225	0.564444444444444	1	0.873770491803278	0.2	8	0.266460464398038	0.0164372314567272	0
DNA_k71_1655	558	0.623655913978495	1	2.21152141802068	0.2	5	0.0226482561636853	0.0070527553265585	0
DNA_k71_3760	484	0.644628099173554	1	0.878260869565218	0.2	8	0.16113821859103	0.0131187075738679	0
RNA_k71_265	253	0.608695652173913	1	7.36301886792452	0.17811320754717	2	0.0262917291822956	0.00277071220930233	0
DNA_k71_3860	389	0.560411311053985	1	0.942056074766356	0.2	8	0.192356403810121	0.0146260411138416	0
DNA_k71_115	238	0.621848739495798	1	0.697619047619048	0.197619047619048	9	0.210202052825976	0.0153247778977363	0
DNA_k71_1723	376	0.686170212765957	1	0.765432098765432	0.2	10	0.16592076898979	0.0162711466188479	0
DNA_k71_1821	485	0.509278350515464	1	1.31611721611722	0.2	6	0.208455596639988	0.01284705973898	0
DNA_k71_376	258	0.616279069767442	2	0.590369145070761	0.259003831417625	7	0.132583298773196	0.0134122503171104	0
DNA_k71_2866	322	0.680124223602484	1	0.942363112391932	0.2	12	0.258337743221174	0.0223591523057126	0
DNA_k71_386	343	0.690962099125364	1	0.753972602739726	0.2	8	0.162854934514576	0.0149867246523651	0
DNA_k71_2766	334	0.61377245508982	1	0.91068493150685	0.2	8	0.134283805984702	0.0155391273426929	0
DNA_k71_1262	229	0.384279475982533	2	0.595545977011494	0.266379310344828	3	0.0050009269558769	0.00310316305866918	0
DNA_k71_1721	235	0.617021276595745	1	1.0453125	0.2	4	0.126088784728193	0.0104087872746829	0
DNA_k71_1150	288	0.354166666666667	1	1.08681672025723	0.180707395498392	4	0.00452278017958098	0.00282673761223811	0
DNA_k71_2350	214	0.658878504672897	1	0.707423580786026	0.2	7	0.150287663720123	0.0132889009853565	0
RNA_k71_1033	245	0.56734693877551	1	8.22137404580152	0.2	4	0.0275596185069865	0.00438437060940897	0
RNA_k71_352	231	0.70995670995671	1	4.70569105691056	0.2	3	0.00982602234652534	0.00351109615735094	0
DNA_k71_3162	360	0.547222222222222	1	1.28138957816377	0.2	5	0.171009973928493	0.0115108918892518	0
DNA_k71_3250	339	0.589970501474926	1	0.943478260869566	0.2	7	0.193892098410563	0.0139565492426678	0
DNA_k71_4297	6023	0.67590901544081	3	5.26654231246818	0.217542312468153	35	0.0683059407158414	0.0141449654862919	0
DNA_k71_3002	336	0.571428571428571	1	0.901630434782608	0.2	5	0.206144976566443	0.0117313237882305	0
DNA_k71_1604	30028	0.583189023577994	3	7.69538782881139	0.235213044695275	51	0.0951380834123717	0.0162398522238193	0
DNA_k71_2497	265	0.679245283018868	1	0.748571428571428	0.2	7	0.106414609612797	0.0126678343070894	0
DNA_k71_235	294	0.693877551020408	1	0.865822784810126	0.198101265822785	7	0.158770505011743	0.013755505706489	0
DNA_k71_1752	3057	0.643114164213281	2	6.6436511838745	0.219682419157751	26	0.0858911465455884	0.0167000340600064	0
DNA_k71_2256	237	0.582278481012658	1	2.50434782608696	0.197324414715719	18	0.0880279085495925	0.0280049734307604	0
RNA_k71_1031	214	0.672897196261682	1	5.79288888888888	0.2	2	0.00190277984242604	0.00190277984242604	0
DNA_k71_325	345	0.666666666666667	1	0.526975476839238	0.198365122615804	6	0.127198174727598	0.0115307552009985	0
DNA_k71_3639	219	0.616438356164384	1	0.832203389830508	0.2	7	0.173414017586436	0.0135027011804177	0
DNA_k71_3356	230	0.565217391304348	1	0.9936	0.2	10	0.154558820935254	0.0171609010820964	0
DNA_k71_1852	353	0.586402266288952	1	1.74299754299754	0.186732186732187	7	0.153485939571058	0.0138313768010684	0
DNA_k71_1085	3484	0.673650975889782	3	5.52033623603857	0.217289932220541	57	0.186568402115895	0.022494999774501	0
DNA_k71_3678	272	0.602941176470588	1	0.446643109540636	0.2	6	0.173009233506415	0.0117535676013047	0
DNA_k71_38	306	0.630718954248366	1	0.646153846153846	0.2	8	0.149633052029623	0.0136674612155585	0
DNA_k71_37	250	0.664	2	2.20974259203831	0.282687818018557	28	4.66635252649848	0.0538223393609549	0
RNA_k71_208	215	0.409302325581395	1	8.16480686695278	0.2	6	0.0559274317289574	0.0106726863214106	0
DNA_k71_494	468	0.555555555555556	1	1.03761996161228	0.2	7	0.199195076703055	0.0146512484134391	0
RNA_k71_660	218	0.486238532110092	1	3.9859649122807	0.198245614035088	1	0.00112392351481535	0.00112392351481535	0
DNA_k71_3780	380	0.605263157894737	2	0.808424036208801	0.240208877284595	9	0.191839465201612	0.0138767135186658	0
DNA_k71_3422	392	0.663265306122449	3	1.00876530400498	0.277974683544304	7	0.140573674262071	0.0142075277169681	0
DNA_k71_3880	288	0.621527777777778	1	0.85253164556962	0.182278481012658	12	0.28626867811311	0.0209206677325043	0
DNA_k71_3047	237	0.421940928270042	1	2.63851851851852	0.2	5	0.00748533724340176	0.00579723184928463	0
DNA_k71_4322	450	0.628888888888889	1	1.52474849094567	0.2	9	0.174842274971498	0.015727853807306	0
RNA_k71_20	213	0.483568075117371	3	1.08049496865286	0.358280649070123	165	0.462552493660361	0.239834435000266	0
DNA_k71_2886	316	0.674050632911392	1	0.574556213017752	0.196449704142012	9	0.123683039632764	0.0155385052471808	0
DNA_k71_378	231	0.623376623376623	1	1.19764705882353	0.2	6	0.170330432218198	0.0134909571730072	0
RNA_k71_954	258	0.395348837209302	1	6.10742049469964	0.2	0	0	0	0
RNA_k71_817	308	0.548701298701299	1	6.97107692307692	0.2	2	0.00532102478995954	0.00132766310548698	0
DNA_k71_911	872	0.607798165137615	1	6.47768206734534	0.199686765857478	8	0.0862916535165713	0.0134863334030861	0
DNA_k71_2786	266	0.353383458646617	1	1.96577181208054	0.188590604026846	3	0.00339926783366646	0.00337546114398666	0
DNA_k71_388	244	0.631147540983607	1	0.811194029850746	0.2	4	0.152914535319229	0.0080841060467546	0
RNA_k71_615	264	0.625	1	4.73167259786478	0.2	9	0.0571869612347517	0.00932401492708993	0
DNA_k71_1282	247	0.603238866396761	1	0.554615384615384	0.2	6	0.129371399587384	0.0122931434367393	0
DNA_k71_859	524	0.356870229007634	1	1.33942470389171	0.2	6	0.00281230800295909	0.00233740421191676	0
DNA_k71_776	229	0.650655021834061	1	0.5225	0.2	8	0.117975799499391	0.0150611134661006	0
DNA_k71_2248	241	0.622406639004149	1	0.5015625	0.15703125	4	0.102870037307406	0.0105218159624861	0
DNA_k71_3559	264	0.617424242424242	1	0.696140350877192	0.2	10	0.201843466495591	0.0167943830018321	0
DNA_k71_3348	222	0.666666666666667	1	0.817021276595744	0.2	6	0.107933575058399	0.0108469117771569	0
DNA_k71_786	750	0.674666666666667	2	5.45658919452846	0.220069118046615	15	0.068836314626979	0.0146791556190989	0
DNA_k71_1154	355	0.611267605633803	1	0.681675392670156	0.2	11	0.161571014501044	0.0179744420248709	0
RNA_k71_1206	262	0.393129770992366	1	0.0583333333333334	0.0583333333333334	10	0.0117167925760113	0.00900663548283469	0
RNA_k71_130	219	0.680365296803653	1	7.11111111111112	0.183760683760684	2	0.0360317598084125	0.00384775865117251	0
DNA_k71_3205	251	0.637450199203187	1	0.896	0.198545454545455	7	0.169751499937091	0.0121209275753711	0
DNA_k71_3764	310	0.612903225806452	1	0.98421052631579	0.2	11	0.1690350411219	0.0144901528876809	0
DNA_k71_3864	219	0.671232876712329	1	0.553648068669528	0.198283261802575	9	0.225198253410009	0.0183701774122955	0
DNA_k71_2305	234	0.662393162393162	1	0.77991967871486	0.192771084337349	11	0.2121329512029	0.0223139610376631	0
DNA_k71_2559	299	0.591973244147157	1	0.711875	0.2	6	0.179462136113922	0.0129108042870758	0
DNA_k71_1831	316	0.636075949367089	1	0.710526315789474	0.190643274853801	8	0.17103741083569	0.0143277456952691	0
