sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov	adjusted_total_bases	adjusted_mapped_fragment_num	adjusted_mapped_ref_bases	adjusted_signal_ratio	Annotated_ratio	Unnotated_ratio
rand.91	KU182898	136	2	18873	6	99.5464	246	0	21.6943	88212	2	19735	22.3722396045889	100	87334	2	19735	22.5971557469027	26.337966885749	51.0648773673483
rand.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.36	KU182898	140	2	18858	8	99.4673	245	0	20.7245	92123	2	19619	21.2965274687103	100	90272	3	19958	22.1087380361574	26.5763470400567	51.3149149237859
rand.50	KU182898	151	2	18876	6	99.5622	246	0	19.9508	95936	2	19791	20.6293779186124	100	95501	2	19791	20.7233432110659	12.0051098941372	67.2715468947969
rand.93	KU182898	51	19	11864	44	62.5771	151	1	41.8216	28985	19	12724	43.8985682249439	67.1132443694288	28323	19	12724	44.9246195671362	1.18984570843484	53.8855347244289
rand.63	KU182898	144	2	18873	4	99.5464	246	0	20.4570	92961	2	19617	21.1023977797141	100	92056	2	19617	21.3098548709481	6.01481706787173	72.6753280611802
rand.81	KU182898	23	1	18853	2	99.4409	248	0	62.9630	29943	1	18917	63.176702401229	99.7784693285511	29626	1	18917	63.852696955377	0	36.147303044623
rand.95	KU182898	98	19	13076	44	68.9699	156	1	23.3098	57568	19	14056	24.4163424124514	74.1389313782372	56906	19	14056	24.7003830878993	2.47952764207641	72.8200892700243
rand.16	KU182898	157	2	18873	4	99.5464	246	0	18.9654	100272	2	19617	19.563786500718	100	100272	2	19617	19.563786500718	13.0245731610021	67.4116403382799
rand.15	KU182898	29	1	18858	2	99.4673	246	0	55.6365	33895	1	18915	55.8046909573683	99.7679202489583	33895	1	18915	55.8046909573683	1.59315533264493	42.6021537099867
rand.3	KU182898	64	1	18858	2	99.4673	246	0	34.1810	55171	1	18982	34.4057566475141	100	55171	1	18982	34.4057566475141	2.41068677384858	63.1835565786373
rand.26	KU182898	33	9	7099	18	37.4440	110	0	37.3109	19040	9	7365	38.6817226890756	38.8469856005064	19040	9	7365	38.6817226890756	1.77521008403361	59.5430672268908
rand.89	KU182898	75	1	18853	2	99.4409	246	0	31.1435	60536	1	18929	31.2689969604863	99.8417638061079	60536	1	18929	31.2689969604863	1.77249900885424	66.9585040306594
rand.100	KU182898	78	9	8125	18	42.8556	130	0	16.9396	47994	9	8402	17.5063549610368	44.316683369376	47994	9	8402	17.5063549610368	4.77351335583615	77.7201316831271
rand.58	KU182898	29	2	18853	4	99.4409	250	2	54.3439	34727	2	18971	54.6289630546837	100	34727	2	18971	54.6289630546837	0	45.3710369453163
rand.6	KU182898	40	2	18850	4	99.4251	250	0	50.3915	37423	2	18944	50.6212756860754	99.920881903054	37423	2	18944	50.6212756860754	0.876466344226812	48.5022579696978
rand.1	KU182898	99	2	18898	4	99.6783	246	0	27.5912	68645	2	19013	27.6975744773836	100	68645	2	19013	27.6975744773836	10.0706533614976	62.2317721611188
rand.12	KU182898	34	1	18858	2	99.4673	246	0	52.7039	35781	1	18918	52.8716357843548	99.7837438683475	35781	1	18918	52.8716357843548	0.944635421033509	46.1837287946117
rand.98	KU182898	17	1	18858	2	99.4673	246	0	63.3286	29778	1	18907	63.4931828866949	99.7257239305871	29778	1	18907	63.4931828866949	0	36.5068171133051
rand.99	KU182898	36	2	632	4	3.3335	11	0	2.9868	21160	2	725	3.42627599243856	3.824041352392	21160	2	725	3.42627599243856	1.70132325141777	94.8724007561437
rand.83	KU182898	58	1	18850	2	99.4251	248	0	38.1950	49352	1	18936	38.369265683255	99.8786855846827	49352	1	18936	38.369265683255	1.97155130491166	59.6591830118334
rand.17	KU182898	168	1	18873	2	99.5464	246	0	17.2936	109133	1	18913	17.3302300862251	99.7573711693655	108692	1	18913	17.4005446583005	10.3788687299893	72.2205866117102
rand.66	KU182898	116	3	18801	8	99.1666	245	0	24.9594	77506	3	19999	25.8031636260419	100	76966	3	19999	25.9842008159447	9.37816698282358	64.6376322012317
rand.94	KU182898	110	2	18876	4	99.5622	246	0	25.3180	75069	2	19656	26.1839108020621	100	74406	2	19656	26.4172244173857	10.4857135177271	63.0970620648872
rand.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.51	KU182898	117	1	18873	2	99.5464	246	0	24.1404	78180	1	18913	24.1916091071885	99.7573711693655	78180	1	18913	24.1916091071885	14.1826554105909	61.6257354822205
rand.53	LT605058	40	16	10602	34	55.9207	410	3	43.4409	24470	16	11071	45.2431548835309	58.394430085975	24470	16	11071	45.2431548835309	1.31589701675521	53.4409480997139
rand.90	KU182898	20	1	18853	2	99.4409	244	0	70.0673	26907	1	18929	70.3497231203776	99.8417638061079	26907	1	18929	70.3497231203776	0	29.6502768796224
rand.88	AF086833	46	10	7614	20	40.1603	155	0	28.6413	26584	10	7991	30.0594342461631	42.1488475130545	26584	10	7991	30.0594342461631	5.45817032801685	64.48239542582
rand.46	KU182898	66	18	11701	40	61.7174	153	1	32.1715	36896	18	12579	34.0931266261925	66.3484360989504	36234	18	12579	34.716012584865	0.932825522989457	64.3511618921455
rand.11	KU182898	51	1	18858	4	99.4673	246	0	40.3549	46941	1	18974	40.4209539634861	100	46941	1	18974	40.4209539634861	1.37832598368164	58.2007200528323
rand.56	KU182898	103	2	18858	6	99.4673	245	0	26.4073	72249	2	19731	27.3097205497654	100	72249	2	19731	27.3097205497654	12.8873756038146	59.80290384642
rand.52	LT605058	55	6	1821	12	9.6049	78	8	6.4109	28311	6	2046	7.22687294691109	10.7917084234401	27648	6	2046	7.40017361111111	0	92.5998263888889
rand.13	KU182898	30	1	18858	2	99.4673	246	0	55.4354	34018	1	18908	55.582338761832	99.7309984703835	34018	1	18908	55.582338761832	1.59915338938209	42.8185078487859
rand.77	KU182898	35	3	3022	6	15.9397	56	0	14.6863	20577	3	3075	14.9438693687126	16.2192098739385	20577	3	3075	14.9438693687126	9.93342080964183	75.1227098216455
rand.73	KU182898	143	2	18873	6	99.5464	246	0	20.7862	91787	2	19682	21.4431237539085	100	91787	2	19682	21.4431237539085	11.1954851994291	67.3613910466624
rand.85	KU182898	98	3	18801	10	99.1666	245	0	27.7942	70162	3	20149	28.7178244633847	100	69861	3	20149	28.8415568056569	5.78148036815963	65.3769628261834
rand.34	KU182898	108	1	18873	2	99.5464	246	0	25.4453	74171	1	18913	25.4991843173208	99.7573711693655	73851	1	18913	25.6096735318411	10.0391328485735	64.3511936195854
rand.21	KU182898	135	2	18873	6	99.5464	246	0	21.9698	86842	2	19679	22.6606941341747	100	86842	2	19679	22.6606941341747	13.1054098247392	64.2338960410861
rand.35	KU182898	47	1	221	2	1.1657	1	0	0.9032	24468	1	334	1.3650482262547	1.76169629199852	24468	1	334	1.3650482262547	1.25470001634788	97.3802517573974
rand.33	KU182898	35	1	281	2	1.4821	0	0	1.6574	16954	1	307	1.81078211631473	1.61928371749565	16954	1	307	1.81078211631473	2.07620620502536	96.1130116786599
rand.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.10	KU182898	72	8	6459	16	34.0683	106	0	15.1403	42694	8	6678	15.6415421370684	35.2233767603777	42694	8	6678	15.6415421370684	2.25324401555254	82.105213847379
rand.54	KU182898	24	1	622	2	3.2808	9	0	5.6132	11081	1	637	5.74857864813645	3.35988185030856	11081	1	637	5.74857864813645	0	94.2514213518636
rand.18	KU182898	131	2	18873	4	99.5464	246	0	22.9825	83059	2	19696	23.713264065303	100	82521	2	19696	23.8678639376644	15.1743192641873	60.9578167981484
rand.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.65	KU182898	47	1	206	2	1.0866	3	0	0.8376	24593	1	310	1.26052128654495	1.63510733688486	24593	1	310	1.26052128654495	7.56312771926971	91.1763509941853
rand.19	KU182898	51	1	18858	2	99.4673	246	0	44.5468	42333	1	18916	44.6838164080032	99.7731947887547	42333	1	18916	44.6838164080032	1.58505185080197	53.7311317411948
rand.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.86	KU182898	95	1	18873	2	99.5464	246	0	28.0531	67276	1	18913	28.112551281289	99.7573711693655	66331	1	18913	28.5130632735825	6.66958134205726	64.8173553843603
rand.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.72	KU182898	45	1	206	2	1.0866	3	0	0.9531	21614	1	310	1.43425557509022	1.63510733688486	21614	1	310	1.43425557509022	0	98.5657444249098
rand.69	KU182898	59	3	18853	6	99.4409	246	0	41.2552	45873	3	19128	41.6977306912563	100	45873	3	19128	41.6977306912563	0.736816863950472	57.5654524447932
rand.39	KU182898	142	3	18801	8	99.1666	245	0	20.7527	93217	3	20048	21.506806698349	100	93217	3	20048	21.506806698349	24.9460935237135	53.5470997779375
rand.38	KU182898	29	1	18858	2	99.4673	246	0	54.9684	34307	1	18916	55.1374355087883	99.7731947887547	34307	1	18916	55.1374355087883	0	44.8625644912117
