contig	length	gc	frequency	meanDepth	meanCov	S1_fre	S1_meanDepth	S1_meanCov	Specy
k81_105	407	0.481572481572482	1	2.02379862700228	0.197711670480549	NA	NA	NA	0
k81_122	1019	0.361138370951914	4	3.73903638210313	0.407897045914195	24	0.0245699477535238	0.00424218232574321	0
k81_41	305	0.511475409836066	3	1.77981091848361	0.340706747536417	109	0.113562973996844	0.0370272383150476	0
k81_24	429	0.377622377622378	5	22.2080368081344	0.802595004935672	332	3.68726466818277	0.217660150140779	0
k81_99	460	0.602173913043478	3	1.67865592974784	0.281948110817801	4	0.00847666107742454	0.00173688439002349	0
k81_68	296	0.233108108108108	1	0.826923076923078	0.177564102564103	NA	NA	NA	0
k81_84	312	0.721153846153846	3	0.649149977748108	0.32952380952381	305	74.2862516585813	0.32219276376097	0
k81_50	389	0.470437017994859	1	1.56586538461538	0.2	NA	NA	NA	0
k81_125	270	0.555555555555556	1	1.21522491349481	0.177162629757785	NA	NA	NA	0
k81_28	449	0.405345211581292	5	28.3106129582094	0.800341557062186	356	5.79504363605708	0.239221198530313	0
k81_90	327	0.397553516819572	4	3.97840780651184	0.45381005467559	15	0.0512888220153258	0.00657882351273918	0
k81_11	337	0.385756676557863	2	4.10105830805527	0.271518368722615	NA	NA	NA	0
k81_59	318	0.437106918238994	4	1.24888073045841	0.415622406692624	5	0.00911205587658014	0.00247021435133421	0
k81_88	282	0.414893617021277	3	3.31222669103293	0.499585012258023	11	0.0172340766193489	0.00590507869982466	0
k81_129	368	0.391304347826087	2	2.35946413485135	0.254986522911051	NA	NA	NA	0
k81_100	553	0.549728752260398	4	1.86741767643401	0.373779515287201	4	0.00114564515896566	0.00111581800730951	0
k81_64	247	0.421052631578947	2	26.0689375	0.2519125	NA	NA	NA	0
k81_106	249	0.385542168674699	2	0.732066201596776	0.217243279845047	NA	NA	NA	0
k81_108	546	0.47985347985348	2	1.5636198365055	0.274047186932849	NA	NA	NA	0
k81_30	570	0.347368421052632	4	3.76100836772653	0.420273955923536	31	0.0288872091680921	0.00967432895698375	0
k81_70	247	0.680161943319838	1	0.981818181818182	0.193181818181818	NA	NA	NA	0
k81_13	286	0.56993006993007	3	0.772707466825113	0.341176470588235	1	0.000489516194827445	0.000489516194827445	0
k81_79	386	0.77979274611399	4	1.91810858614917	0.494709724238026	308	44.6298571157623	0.30782909000656	0
k81_107	305	0.377049180327869	3	3.05566688794844	0.477817885099439	243	1.10905234820608	0.146695296483222	0
k81_39	412	0.480582524271845	1	1.5704347826087	0.2	NA	NA	NA	0
k81_43	349	0.452722063037249	2	0.928538876923556	0.286440677966102	NA	NA	NA	0
k81_114	288	0.402777777777778	3	6.59724033830572	0.355857855761528	124	0.357197106942239	0.0762222861932133	0
k81_76	318	0.550314465408805	4	1.50237656833341	0.573834677670937	33	0.116709312487415	0.0243477823989568	0
k81_63	277	0.397111913357401	4	8.56639725450701	0.61251035053339	190	1.41174646406461	0.125879451198882	0
k81_72	247	0.421052631578947	4	7.47665130568357	0.540373783922171	8	0.00446265505851422	0.00446265505851422	0
k81_32	260	0.403846153846154	1	1.01527272727273	0.2	NA	NA	NA	0
k81_5	253	0.450592885375494	2	2.25262579281183	0.317925299506695	NA	NA	NA	0
k81_36	303	0.402640264026403	2	2.54924731182797	0.198279569892473	NA	NA	NA	0
k81_128	217	0.410138248847926	1	0.688288288288288	0.136036036036036	NA	NA	NA	0
k81_126	459	0.747276688453159	4	10.9096527815716	0.412425642036365	503	4160.52502113417	0.547430886976618	0
k81_77	336	0.75297619047619	2	1.00327091380238	0.24636483645431	NA	NA	NA	0
k81_35	252	0.436507936507937	1	0.48249027237354	0.2	NA	NA	NA	0
k81_9	446	0.618834080717489	2	0.815756879086142	0.24543429844098	NA	NA	NA	0
k81_83	262	0.591603053435115	1	2.41944444444444	0.2	NA	NA	NA	0
k81_127	327	0.55045871559633	1	1.17816091954023	0.177011494252874	NA	NA	NA	0
k81_23	251	0.48207171314741	5	16.1034506090061	0.799424220022154	240	1.65374662265712	0.180681278671798	0
k81_75	429	0.554778554778555	3	1.26927592316658	0.323617292234754	80	0.0492252887593886	0.0255853677583863	0
k81_37	385	0.475324675324675	4	9.22942270456531	0.416829766078811	93	0.377730410394382	0.0543218377273896	0
k81_15	398	0.376884422110553	2	4.85459545534477	0.293624587249174	NA	NA	NA	0
k81_69	531	0.659133709981168	2	1.09716760558794	0.275564818131492	NA	NA	NA	0
k81_20	274	0.372262773722628	3	16.4744780741185	0.460388572570173	0	0	0	1
k81_98	687	0.368267831149927	3	12.5101561423279	0.35765470332147	0	0	0	1
k81_112	253	0.683794466403162	1	1.33874538745387	0.19409594095941	NA	NA	NA	0
k81_46	265	0.645283018867924	1	0.76231884057971	0.2	NA	NA	NA	0
k81_42	304	0.457236842105263	3	5.4917368677225	0.367063282185162	86	0.232398169090811	0.0412731725234954	0
k81_17	411	0.491484184914842	2	0.727727195225917	0.248334185848252	NA	NA	NA	0
k81_80	534	0.681647940074906	4	3.11278326536686	0.377345450901682	126	0.754805514588321	0.0721932372650341	0
k81_54	434	0.624423963133641	2	6.74067333850582	0.246681922196796	NA	NA	NA	0
k81_45	246	0.313008130081301	2	79.6494162697301	0.260997478285234	NA	NA	NA	0
k81_101	278	0.37410071942446	4	3.28478435450815	0.569980065313829	7	0.0239483847355406	0.00414094478701952	0
k81_94	353	0.407932011331445	3	3.43376528754744	0.370149394262758	163	0.562506161156356	0.0807321754089052	0
k81_119	627	0.566188197767145	5	3.08268028218872	0.590911128691983	88	0.428093814064677	0.0493830223027104	0
k81_103	259	0.463320463320463	1	1.22971014492754	0.18768115942029	NA	NA	NA	0
k81_89	575	0.212173913043478	2	1.40918040407059	0.300001660109235	NA	NA	NA	0
k81_115	297	0.410774410774411	5	18.4796353140581	0.926285591624816	356	4.3807011922275	0.289010899470663	0
k81_58	794	0.443324937027708	3	2.61938244361825	0.326467715952256	262	1.09298943763298	0.121178549140163	0
k81_16	252	0.464285714285714	5	11.2578262974725	0.803935596283722	145	0.775227589375888	0.0946751839749069	0
k81_0	283	0.540636042402827	3	1.78620553272615	0.358936059644823	1	0.000489801460675247	0.000489801460675247	0
k81_12	282	0.351063829787234	5	21.3742333416623	0.883004546188407	371	4.57621971772943	0.291982778085278	0
k81_47	339	0.581120943952802	3	5.0299667604766	0.39050626566416	0	0	0	0
k81_60	288	0.395833333333333	4	5.81610952572582	0.495139326361513	118	0.516681048017194	0.0635827573108552	0
k81_29	244	0.323770491803279	2	10.948269079465	0.232120377655389	NA	NA	NA	0
k81_82	371	0.450134770889488	1	0.604591836734694	0.175510204081633	NA	NA	NA	0
k81_86	259	0.33976833976834	2	2.37086066854109	0.30519368947204	NA	NA	NA	0
k81_40	290	0.562068965517241	3	0.700453160135605	0.339249146757679	61	0.063120024875656	0.0269865426896287	0
k81_67	295	0.4	5	12.4657087477773	0.794167812791324	203	2.91299440168705	0.155945441990785	0
k81_51	350	0.485714285714286	3	1.14455053527647	0.422598870056497	131	0.192780081901717	0.0666041616573119	0
k81_22	265	0.388679245283019	1	0.757664233576642	0.2	NA	NA	NA	0
k81_65	278	0.377697841726619	3	1.96390159136638	0.328638685258403	0	0	0	1
k81_26	376	0.167553191489362	2	1.9328620020981	0.246596941857138	NA	NA	NA	0
k81_19	320	0.51875	4	2.07224526671898	0.387185354691076	61	0.143477540905226	0.0332851218125987	0
k81_66	358	0.432960893854749	2	4.63772229617105	0.253739612188366	NA	NA	NA	0
k81_25	278	0.392086330935252	4	2.27419389958264	0.444227338053479	9	0.0225389765127515	0.00510886997604032	0
k81_73	469	0.364605543710021	1	1.51165644171779	0.2	NA	NA	NA	0
k81_62	720	0.752777777777778	4	6.34402897505086	0.528557851127752	280	3.17980047329175	0.163976146414797	0
k81_91	248	0.354838709677419	3	21.0097161740634	0.354022669013867	0	0	0	1
k81_87	268	0.402985074626866	3	1.26641557450057	0.345725919328159	75	0.296990381640264	0.0492857044929724	0
k81_10	281	0.466192170818505	2	1.36499624942532	0.308747308055266	NA	NA	NA	0
k81_123	679	0.450662739322533	4	6.63354213272566	0.537706788841409	31	0.029782949590245	0.00739083584046234	0
k81_85	252	0.503968253968254	2	0.32186046511628	0.20015503875969	NA	NA	NA	0
k81_110	407	0.385749385749386	3	6.72667828106852	0.333736680085247	0	0	0	1
k81_121	582	0.537800687285223	5	3.15964565165256	0.513269001778743	115	0.702401972738933	0.0640163660196202	0
k81_27	332	0.376506024096386	2	1.71492439184747	0.279217273954116	NA	NA	NA	0
k81_49	253	0.41897233201581	1	2.7482269503546	0.190780141843972	NA	NA	NA	0
k81_33	287	0.111498257839721	1	0.492203389830508	0.178983050847458	NA	NA	NA	0
