name	xstart	xend	ystart	yend	dp	fill
MDL001-Q24C23030015L-RNA-C19-20230113	10675	10831	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	10831	10836	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	10836	10918	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	10918	10930	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	10930	11289	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	11289	11364	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	11364	11636	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	11636	11675	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	11675	12342	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	12342	12399	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	12399	12871	4.5	5.5	7	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	12871	12873	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	12873	12923	4.5	5.5	2	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	12923	12933	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	12933	13025	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	13025	13031	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	13031	13328	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	13328	13389	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	13389	13586	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	13586	13673	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	13673	13856	4.5	5.5	6	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	13856	13920	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	13920	13979	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	13979	14034	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	14034	14260	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	14260	14272	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	14272	14334	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	14334	14344	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	14344	14399	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	14399	14419	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	14419	14883	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	14883	14884	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	14884	14946	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	14946	14966	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	14966	15158	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	15158	15173	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	15173	15841	4.5	5.5	6	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	15841	15855	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	15855	15933	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	15933	15970	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	15970	16129	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	16129	16144	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	16144	16198	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	16198	16200	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	16200	16429	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	16429	16431	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	16431	16976	4.5	5.5	7	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	16976	17028	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	17028	17543	4.5	5.5	6	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	17543	17554	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	17554	17916	4.5	5.5	9	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	17916	17936	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	17936	18287	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	18287	18294	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	18294	18374	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	18374	18392	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	18392	18507	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	18507	18516	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	18516	18759	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	18759	18765	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	18765	18920	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	18920	18922	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	18922	19113	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	19113	19138	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	19138	19265	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	19265	19367	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	19367	19649	4.5	5.5	6	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	19649	19686	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	19686	20658	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	20658	20667	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	20667	20813	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	20813	20870	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	20870	20961	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	20961	20985	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	20985	21040	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	21040	21098	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	21098	21239	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	21239	21495	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	21495	21697	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	21697	21738	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	21738	21835	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	21835	21851	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	21851	21945	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	21945	21959	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	21959	22579	4.5	5.5	6	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	22579	22622	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	22622	22757	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	22757	22765	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	22765	22853	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	22853	22864	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	22864	22943	4.5	5.5	2	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	22943	22946	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	22946	23013	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	23013	23022	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	23022	23082	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	23082	23104	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	23104	23376	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	23376	23384	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	23384	23657	4.5	5.5	6	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	23657	23660	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	23660	23807	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	23807	23812	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	23812	23939	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	23939	23940	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	23940	24111	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	24111	24121	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	24121	24219	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	24219	24223	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	24223	24273	4.5	5.5	2	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	24273	24333	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	24333	24422	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	24422	24426	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	24426	24480	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	24480	24527	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	24527	24630	4.5	5.5	3	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	24630	24638	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	24638	24740	4.5	5.5	2	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	24740	24763	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	24763	24960	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	24960	25005	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	25005	25055	4.5	5.5	2	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	25055	25076	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	25076	25323	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	25323	25393	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	25393	25552	4.5	5.5	5	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	25552	25555	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	25555	25973	4.5	5.5	4	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	25973	25989	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	25989	26631	4.5	5.5	6	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	26631	26636	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	26636	27033	4.5	5.5	6	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	27033	27046	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	27046	27646	4.5	5.5	8	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	27646	27651	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	27651	27758	4.5	5.5	2	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	27758	27790	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	27790	28520	4.5	5.5	6	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	28520	28533	4.5	5.5	0	grey100
MDL001-Q24C23030015L-RNA-C19-20230113	28533	28811	4.5	5.5	6	grey40
MDL001-Q24C23030015L-RNA-C19-20230113	28811	29867	4.5	5.5	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	0	22	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	22	350	6	7	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	350	358	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	358	984	6	7	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	984	1003	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	1003	1068	6	7	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	1068	1077	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	1077	1127	6	7	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	1127	1133	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	1133	1259	6	7	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	1259	1309	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	1309	1423	6	7	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	1423	1432	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	1432	1482	6	7	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	1482	1501	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	1501	1701	6	7	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	1701	1745	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	1745	1990	6	7	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	1990	2001	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	2001	2051	6	7	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	2051	2064	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	2064	2157	6	7	6	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	2157	2171	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	2171	2295	6	7	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	2295	2317	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	2317	2374	6	7	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	2374	2375	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	2375	2609	6	7	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	2609	2643	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	2643	2821	6	7	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	2821	2839	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	2839	2940	6	7	2	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	2940	2949	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	2949	3340	6	7	4	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	3340	3354	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	3354	3528	6	7	5	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	3528	3529	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	3529	4279	6	7	6	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	4279	4289	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	4289	4342	6	7	3	grey40
MDL001-Q24C22520006L-RNA-D11-20221223	4342	4348	6	7	0	grey100
MDL001-Q24C22520006L-RNA-D11-20221223	4348	4428	6	7	4	grey40
