sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov	adjusted_total_bases	adjusted_mapped_fragment_num	adjusted_mapped_ref_bases	adjusted_signal_ratio	Annotated_ratio	Unnotated_ratio
rand.34	GCA_003099615	32	1	8996	2	100.0000	1065	115	43.6976	21008	1	9253	44.0451256664128	100	21008	1	9253	44.0451256664128	46.2204874333587	9.73438690022849
rand.86	GCA_003112285	8	1	5080	1	99.6078	523	47	45.2577	11271	4	9875	87.6142312128471	100	11271	4	9875	87.6142312128471	6.13965043030787	6.246118356845
rand.5	GCA_003102695	63	5	3558	9	43.6083	468	43	9.4390	37663	5	3861	10.2514404057032	47.3219757323201	37663	5	3861	10.2514404057032	85.051642195258	4.69691739903884
rand.100	GCA_003112285	45	3	1392	6	27.2941	135	8	7.8493	17836	4	1793	10.0527023996412	35.156862745098	17836	4	1793	10.0527023996412	63.6017044180309	26.3455931823279
rand.93	GCA_003855775	20	5	2024	10	22.9271	235	25	25.5800	8104	5	2101	25.9254689042448	23.7992750339828	8104	5	2101	25.9254689042448	65.893385982231	8.18114511352418
rand.75	GCA_003104595	58	8	9178	16	100.0000	893	163	39.2632	33958	9	14345	42.2433594440191	100	33297	9	14345	43.0819593356759	45.4935880109319	11.4244526533922
rand.58	GCA_003100315	104	7	8816	14	100.0000	942	160	19.2379	63952	7	13118	20.5122591943958	100	63952	7	13118	20.5122591943958	76.9624093069802	2.52533149862397
rand.15	GCA_003112285	285	5	4735	10	92.8431	446	38	3.1398	175872	5	9472	5.38573508005822	100	172707	5	9472	5.48443317294609	94.2654322059905	0.250134621063424
rand.67	GCA_003190355	19	9	8698	18	100.0000	923	131	74.2723	20270	9	16888	83.315244203256	100	20270	9	16888	83.315244203256	11.8352244696596	4.84953132708436
rand.96	GCA_003112285	187	3	1528	6	29.9608	169	15	1.5982	95418	4	1931	2.02372717935819	37.8627450980392	94580	4	1931	2.04165785578346	97.4191160921971	0.539226052019458
rand.84	GCA_003097815	39	3	9637	11	99.4530	734	99	41.8944	25655	3	11374	44.3344377314364	100	25655	3	11374	44.3344377314364	47.1409082050283	8.52465406353537
rand.42	GCA_003112285	7	5	3510	10	68.8235	352	40	77.0734	4606	6	4204	91.272253582284	82.4313725490196	4606	6	4204	91.272253582284	0	8.72774641771602
rand.83	GCA_003104595	12	9	4936	18	53.7808	498	45	80.6553	6348	9	5358	84.4045368620038	58.3787317498366	6348	9	5358	84.4045368620038	10.5702583490863	5.02520478890989
rand.2	GCA_003100975	13	4	8667	6	100.0000	908	150	75.2865	14486	4	11266	77.7716415849786	100	14486	4	11266	77.7716415849786	17.0164296562198	5.2119287588016
rand.87	GCA_003100195	39	7	6416	14	73.8065	673	48	28.7303	24643	7	7172	29.1035993994238	82.5031634648568	24643	7	7172	29.1035993994238	68.1856916771497	2.71070892342654
rand.32	GCA_003190355	13	2	8698	2	100.0000	1140	135	65.3589	13738	2	9363	68.1540253311981	100	13738	3	9693	70.5561217062163	24.144708108895	5.29917018488863
rand.92	GCA_003112285	21	2	5080	3	99.6078	520	47	34.1517	16538	3	9500	57.4434635385174	100	16538	3	9500	57.4434635385174	33.0511549159511	9.5053815455315
rand.63	GCA_003112325	34	2	1145	4	21.5104	149	5	8.3982	13622	2	1351	9.91778006166495	25.3804245726094	13622	2	1351	9.91778006166495	85.383937747761	4.69828219057408
rand.71	GCA_003102955	74	16	9176	32	100.0000	1038	120	29.9994	49881	17	15924	31.923979070187	100	49543	17	15924	32.1417758310962	66.2656682074158	1.59255596148799
rand.82	GCA_003099635	36	1	8775	0	100.0000	812	134	39.6187	22189	1	9178	41.3628374419758	100	22189	1	9178	41.3628374419758	40.0513768083284	18.5857857496958
rand.35	GCA_003100975	19	1	8667	0	100.0000	919	150	53.9187	15911	1	8936	56.1624033687386	100	15911	1	8936	56.1624033687386	27.6789642385771	16.1586323926843
rand.70	GCA_003100495	51	2	770	4	10.1570	96	4	2.1646	35572	2	807	2.26863825480715	10.6450336367234	35572	2	807	2.26863825480715	91.1784549645789	6.55290678061397
rand.72	GCA_003100975	56	18	8667	33	100.0000	329	23	56.3089	41093	24	27885	67.8582726985131	100	41093	24	27885	67.8582726985131	28.6009782688049	3.54074903268196
rand.31	GCA_003112285	6	1	1023	2	20.0588	109	2	32.5485	3143	1	1024	32.5803372573974	20.078431372549	3143	1	1024	32.5803372573974	67.4196627426026	0
rand.6	GCA_003188925	37	2	8950	4	100.0000	889	98	41.1476	21836	2	9130	41.8116871221835	100	21836	2	9130	41.8116871221835	45.3333943945778	12.8549184832387
rand.65	GCA_003112285	30	1	535	2	10.4902	48	0	4.3439	12316	1	538	4.36830139655732	10.5490196078431	12316	1	538	4.36830139655732	87.0737252354661	8.55797336797662
rand.49	GCA_003189165	43	11	6184	21	69.2110	734	69	28.3234	24944	11	7444	29.842847979474	83.3128147733632	24944	11	7444	29.842847979474	65.4706542655548	4.68649775497114
