sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov
rand.81	covid	84	2	29839	4	99.7860	136	61	58.0069	51387	2	29857	58.102243758149	99.8461946445927
rand.9	covid	125	2	29828	4	99.7492	133	59	39.6198	75177	2	29832	39.6823496548146	99.7625765857584
rand.27	covid	99	1	29841	2	99.7927	157	56	48.8968	60914	1	29801	48.9230718718193	99.6589341074361
rand.61	covid	112	2	29835	4	99.7726	200	70	49.9129	59686	2	29810	49.9447106524143	99.6889963465728
rand.96	covid	31	30	11228	60	37.5481	50	21	97.6228	11526	30	11273	97.8049626930418	37.698586685073
rand.47	covid	10	2	29829	4	99.7525	116	56	92.8411	32086	2	29827	92.959546219535	99.7458117100808
rand.46	covid	4	2	29832	4	99.7626	155	56	97.3116	30613	2	29832	97.4487962630255	99.7626
rand.95	covid	26	3	29806	6	99.6756	196	70	62.1438	47942	3	29862	62.2877643819615	99.8628721465477
rand.15	covid	68	1	29802	2	99.6622	158	56	58.5067	50842	1	29746	58.5067463907793	99.4749278974566
rand.28	covid	120	1	29846	2	99.8094	143	59	20.0862	148296	1	29788	20.0868533203863	99.6154394960799
rand.10	covid	226	1	29842	2	99.7960	171	56	25.6069	116320	1	29786	25.6069463548831	99.6087278332552
rand.69	covid	261	25	29027	50	97.0705	93	44	26.6026	109651	25	29232	26.6591275957356	97.7560497467875
rand.83	covid	41	1	29842	2	99.7960	171	56	71.4395	41694	1	29786	71.439535664604	99.6087278332552
rand.11	covid	2184	2	29844	4	99.8027	156	56	2.8552	1045057	2	29845	2.85582508896644	99.806044146227
rand.39	covid	105	1	29856	2	99.8428	128	53	49.7571	59897	1	29821	49.7871345810308	99.7257549169346
rand.63	covid	104	27	7701	54	25.7533	39	12	25.1455	30578	27	7701	25.1847733664726	25.7533
rand.31	covid	54	5	29479	10	98.5821	109	53	68.4552	42996	5	29480	68.5645176295469	98.5854441466807
rand.94	covid	77	1	29842	2	99.7960	154	56	57.0253	52233	1	29786	57.025252235177	99.6087278332552
rand.14	covid	11	2	29843	4	99.7994	196	70	89.0639	33458	2	29828	89.1505768426086	99.7492377844051
rand.77	covid	161	2	29822	4	99.7291	164	56	39.2636	75887	2	29833	39.3123986980642	99.7658855978808
rand.37	covid	164	2	29845	4	99.8060	157	56	37.7834	78995	2	29863	37.8036584593962	99.8661946054615
rand.34	covid	11	1	29842	2	99.7960	171	56	91.5675	32529	1	29786	91.5675243628762	99.6087278332552
rand.92	covid	22	2	29836	4	99.7759	145	56	84.9162	35104	2	29853	85.0415907019143	99.8327504591768
rand.23	covid	12	1	29862	2	99.8629	192	70	88.5897	33645	1	29851	88.7234358745727	99.8261143895251
rand.74	covid	36	2	29825	4	99.7392	121	65	73.1348	40733	2	29791	73.1372597157096	99.6254989840738
rand.40	covid	267	7	29415	14	98.3681	78	56	19.4540	151095	7	29423	19.4731791257156	98.3948531803502
rand.66	covid	2096	4	29707	8	99.3445	161	52	2.8029	1060168	4	29745	2.80568740048747	99.4715774901538
rand.91	covid	147	2	29855	4	99.8395	135	59	40.0597	74419	2	29834	40.0892245259947	99.769272919109
rand.58	covid	2	2	29854	4	99.8361	197	70	99.9966	29831	2	29831	100	99.7591846687211
rand.52	covid	255	9	29423	18	98.3948	133	30	2.5374	1161041	9	29516	2.5422013520625	98.7058055534786
rand.89	covid	111	4	29838	8	99.7826	163	58	37.7604	79202	4	29991	37.8664680184844	100
rand.1	covid	3	2	29832	4	99.7626	155	56	98.9964	30092	2	29832	99.1359829855111	99.7626
rand.36	covid	18	1	29835	2	99.7726	192	64	85.5424	34819	1	29792	85.5624802550332	99.6288017161052
rand.8	covid	86	23	8817	46	29.4853	46	35	15.0689	58445	23	8809	15.0722901873556	29.4585468640127
rand.3	covid	176	1	29885	4	99.9398	122	58	35.4830	84184	1	29871	35.4829896417371	99.8929819575038
rand.57	covid	117	1	29828	2	99.7492	170	56	29.9117	99533	1	29772	29.9116875810033	99.5619277993831
rand.38	covid	8	8	29313	16	98.0270	73	44	99.9181	29299	8	29299	100	97.9801819329308
rand.70	covid	31	2	29819	4	99.7191	158	58	80.5227	37038	2	29840	80.5659052864626	99.7893270733425
rand.5	covid	16	6	29720	12	99.3880	143	58	90.1010	32983	6	29726	90.1252160203741	99.40806487214
rand.68	covid	259	1	29865	2	99.8729	119	56	26.9897	110446	1	29811	26.9914709450772	99.6923161526871
rand.2	covid	76	2	29873	4	99.8997	135	59	60.2030	49549	2	29872	60.2877959191911	99.8963558531115
rand.53	covid	40	7	29785	14	99.6054	161	56	75.7083	39388	7	29915	75.9495277749568	100
rand.56	covid	55	20	28793	40	96.2880	131	53	74.6272	38624	20	28852	74.6996685998343	96.4853046226513
rand.42	covid	21	11	29243	22	97.7929	91	9	90.3113	32378	11	29262	90.376181357712	97.8564387990288
rand.78	covid	11	1	29876	2	99.9097	125	53	89.5075	33319	1	29832	89.534499834929	99.7625575846834
rand.55	covid	180	2	29847	4	99.8127	171	56	34.6523	86029	2	29812	34.6534308198398	99.6956549200925
rand.44	covid	44	1	29829	2	99.7525	159	56	40.8599	72866	1	29774	40.8613070567892	99.5685720272218
rand.49	covid	412	1	29823	2	99.7325	204	70	16.3630	181917	1	29830	16.3975879109704	99.7559090299433
rand.99	covid	75	5	29859	10	99.8529	138	59	54.5720	54757	5	29909	54.6213269536315	100
rand.60	covid	2062	2	29822	4	99.7291	164	56	0.6218	4791928	2	29833	0.622567784824814	99.7658855978808
rand.45	covid	31	2	29822	4	99.7291	164	56	73.1819	40715	2	29833	73.2727496008842	99.7658855978808
rand.12	covid	140	1	29852	2	99.8294	125	59	32.7086	91086	1	29793	32.7086489691061	99.6320954776899
rand.87	covid	49	5	29806	10	99.6756	154	56	66.3571	45014	5	29996	66.6370462522771	100
rand.41	covid	104	49	21745	98	72.7185	93	12	59.8811	36666	49	22050	60.1374570446735	73.7384651644056
rand.24	covid	9	4	29638	8	99.1138	167	49	95.6010	30984	4	29737	95.9753421120578	99.4448704568459
rand.43	covid	16	1	29825	2	99.7392	198	90	87.9186	33837	1	29749	87.918550698939	99.4850447879296
rand.67	covid	533	2	29827	4	99.7458	194	58	11.3903	261837	2	29824	11.3902924338424	99.735767566299
rand.64	covid	160	1	29855	2	99.8395	164	70	42.2831	70475	1	29825	42.3199716211423	99.7391755987272
rand.33	covid	25	4	29749	8	99.4850	143	56	81.8838	36277	4	29723	81.933456460016	99.3980522034354
rand.35	covid	16	1	29856	2	99.8428	190	70	87.2723	34146	1	29816	87.3191589058748	99.7090341907824
rand.22	covid	9	1	29842	2	99.7960	171	56	75.4439	39481	1	29786	75.4438844000912	99.6087278332552
rand.50	covid	8	1	29833	2	99.7659	200	70	94.2012	31610	1	29838	94.3941790572604	99.7826207287232
rand.98	covid	1191	3	29796	6	99.6422	165	56	3.7746	788451	3	29780	3.77702609293412	99.5886936501544
rand.59	covid	230	1	29820	2	99.7224	187	56	27.8585	106840	1	29782	27.8753275926619	99.5953224949698
rand.17	covid	27	19	29546	38	98.8061	130	56	78.0313	37954	19	29631	78.0708225746957	99.090352301496
rand.93	covid	102	8	28923	16	96.7227	82	32	47.8710	60356	8	28931	47.9339253761018	96.7494531583861
rand.13	covid	112	1	29798	2	99.6489	169	56	44.4070	66976	1	29775	44.4562231247014	99.5719846130613
rand.32	covid	60	7	29785	14	99.6054	161	56	52.4428	56862	7	29915	52.6098273011853	100
rand.19	covid	24	10	29633	20	99.0971	155	56	89.0745	33344	10	29753	89.2304462571977	99.4983976073972
rand.21	covid	106	1	29863	2	99.8662	112	53	48.6829	61233	1	29832	48.7188280828965	99.7625315072163
rand.29	covid	754	2	29864	4	99.8696	139	59	11.0289	270362	2	29818	11.028916785643	99.7157692472542
rand.7	covid	230	3	29779	6	99.5853	161	56	13.0658	227908	3	29807	13.0785229127543	99.6789360656839
