sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov
rand.38	covid	8	8	29313	16	98.0270	73	44	99.9181	29299	8	29299	100	97.9801819329308
rand.9	covid	2	2	29828	4	99.7492	133	59	99.8425	29832	2	29832	100	99.7625765857584
rand.70	covid	2	2	29819	4	99.7191	158	58	99.9464	29840	2	29840	100	99.7893270733425
rand.3	covid	1	1	29885	4	99.9398	122	58	100.0000	29871	1	29871	100	99.8929819575038
rand.19	covid	10	10	29633	20	99.0971	155	56	99.8252	29753	10	29753	100	99.4983976073972
rand.22	covid	1	1	29842	2	99.7960	171	56	100.0000	29786	1	29786	100	99.6087278332552
rand.15	covid	2	1	29802	2	99.6622	158	56	99.3288	29947	1	29746	99.328814238488	99.4749278974566
rand.49	covid	2	1	29823	2	99.7325	204	70	99.0319	30058	1	29830	99.2414664981037	99.7559090299433
rand.30	covid	6	6	29647	12	99.1439	101	56	99.9157	29660	6	29660	100	99.1873738995514
rand.16	covid	3	3	29779	6	99.5853	143	58	99.8832	29964	3	29964	100	100
rand.74	covid	2	2	29825	4	99.7392	121	65	99.9966	29791	2	29791	100	99.6254989840738
rand.36	covid	1	1	29835	2	99.7726	192	64	99.9765	29792	1	29792	100	99.6288017161052
rand.42	covid	11	11	29243	22	97.7929	91	9	99.9282	29262	11	29262	100	97.8564387990288
rand.18	covid	1	1	29823	2	99.7325	204	70	99.7888	29830	1	29830	100	99.7559090299433
rand.37	covid	2	2	29845	4	99.8060	157	56	99.9464	29863	2	29863	100	99.8661946054615
rand.93	covid	8	8	28923	16	96.7227	82	32	99.8687	28931	8	28931	100	96.7494531583861
rand.95	covid	4	3	29806	6	99.6756	196	70	97.7942	30465	3	29862	98.0206794682422	99.8628721465477
rand.79	covid	1	1	29845	2	99.8060	151	56	99.8224	29842	1	29842	100	99.7959675657564
rand.58	covid	2	2	29854	4	99.8361	197	70	99.9966	29831	2	29831	100	99.7591846687211
rand.78	covid	1	1	29876	2	99.9097	125	53	99.9698	29832	1	29832	100	99.7625575846834
rand.55	covid	3	2	29847	4	99.8127	171	56	97.8501	30466	2	29812	97.8533447121381	99.6956549200925
rand.29	covid	171	2	29864	4	99.8696	139	59	38.6234	77202	2	29818	38.6233517266392	99.7157692472542
rand.8	covid	23	23	8817	46	29.4853	46	35	99.9773	8809	23	8809	100	29.4585468640127
rand.45	covid	2	2	29822	4	99.7291	164	56	99.8760	29833	2	29833	100	99.7658855978808
rand.6	covid	2	2	29842	4	99.7960	156	56	99.9765	29843	2	29843	100	99.7993441458347
rand.61	covid	2	2	29835	4	99.7726	200	70	99.9363	29810	2	29810	100	99.6889963465728
rand.44	covid	1	1	29829	2	99.7525	159	56	99.9966	29774	1	29774	100	99.5685720272218
rand.13	covid	1	1	29798	2	99.6489	169	56	99.8892	29775	1	29775	100	99.5719846130613
rand.23	covid	1	1	29862	2	99.8629	192	70	99.8493	29851	1	29851	100	99.8261143895251
rand.33	covid	6	4	29749	8	99.4850	143	56	96.7653	30698	4	29723	96.8238973223011	99.3980522034354
rand.62	covid	12	12	29415	24	98.3681	83	18	99.8644	29508	12	29508	100	98.6791057215706
rand.88	covid	6	6	29541	12	98.7894	196	70	99.9357	29536	6	29536	100	98.772679272875
rand.34	covid	1	1	29842	2	99.7960	171	56	100.0000	29786	1	29786	100	99.6087278332552
rand.24	covid	4	4	29638	8	99.1138	167	49	99.6099	29737	4	29737	100	99.4448704568459
rand.94	covid	1	1	29842	2	99.7960	154	56	100.0000	29786	1	29786	100	99.6087278332552
rand.75	covid	2	2	29825	4	99.7392	186	64	99.9396	29805	2	29805	100	99.6723170494552
rand.96	covid	30	30	11228	60	37.5481	50	21	99.8137	11273	30	11273	100	37.698586685073
rand.39	covid	1	1	29856	2	99.8428	128	53	99.9396	29821	1	29821	100	99.7257549169346
rand.7	covid	3	3	29779	6	99.5853	161	56	99.9027	29807	3	29807	100	99.6789360656839
rand.35	covid	1	1	29856	2	99.8428	190	70	99.9463	29816	1	29816	100	99.7090341907824
rand.60	covid	4	2	29822	4	99.7291	164	56	96.1533	30988	2	29833	96.2727507422228	99.7658855978808
rand.67	covid	8	2	29827	4	99.7458	194	58	95.7893	31135	2	29824	95.7893046410792	99.735767566299
rand.47	covid	2	2	29829	4	99.7525	116	56	99.8726	29827	2	29827	100	99.7458117100808
rand.92	covid	2	2	29836	4	99.7759	145	56	99.8526	29853	2	29853	100	99.8327504591768
rand.77	covid	2	2	29822	4	99.7291	164	56	99.8760	29833	2	29833	100	99.7658855978808
rand.73	covid	5	5	29749	10	99.4850	191	56	99.8252	29745	5	29745	100	99.4716234159131
rand.52	covid	9	9	29423	18	98.3948	133	30	99.8103	29516	9	29516	100	98.7058055534786
rand.80	covid	1	1	29844	2	99.8027	175	56	100.0000	29788	1	29788	100	99.6154278112854
rand.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.98	covid	9	3	29796	6	99.6422	165	56	95.5317	31153	3	29780	95.5927198022662	99.5886936501544
rand.64	covid	1	1	29855	2	99.8395	164	70	99.9128	29825	1	29825	100	99.7391755987272
rand.14	covid	2	2	29843	4	99.7994	196	70	99.9028	29828	2	29828	100	99.7492377844051
rand.89	covid	4	4	29838	8	99.7826	163	58	99.7199	29991	4	29991	100	100
rand.17	covid	19	19	29546	38	98.8061	130	56	99.9494	29631	19	29631	100	99.090352301496
rand.69	covid	25	25	29027	50	97.0705	93	44	99.7879	29232	25	29232	100	97.7560497467875
rand.85	covid	1	1	29838	2	99.7826	171	56	100.0000	29782	1	29782	100	99.5953278772036
rand.66	covid	44	4	29707	8	99.3445	161	52	64.1876	46294	4	29745	64.2523869183912	99.4715774901538
rand.46	covid	2	2	29832	4	99.7626	155	56	99.8592	29832	2	29832	100	99.7626
rand.87	covid	5	5	29806	10	99.6756	154	56	99.5799	29996	5	29996	100	100
rand.82	covid	1	1	29830	2	99.7559	194	70	100.0000	29774	1	29774	100	99.5686277774053
rand.72	covid	38	38	15765	76	52.7205	62	44	99.9747	15789	38	15789	100	52.8007595623216
rand.97	covid	24	24	28242	48	94.4454	71	0	99.7675	28389	24	28389	100	94.9369896112173
rand.1	covid	2	2	29832	4	99.7626	155	56	99.8592	29832	2	29832	100	99.7626
rand.51	covid	8	8	29767	16	99.5452	137	56	99.9665	29830	8	29830	100	99.7558812107367
rand.90	covid	27	27	28884	54	96.5923	167	56	99.9965	28957	27	28957	100	96.8364226249827
rand.84	covid	2	2	29860	4	99.8562	166	58	99.8796	29908	2	29908	100	100
rand.71	covid	8	3	29826	6	99.7425	155	56	95.5036	31203	3	29841	95.6350350927795	99.7926621907061
rand.54	covid	1	1	29855	2	99.8395	198	70	100.0000	29799	1	29799	100	99.6522277842907
rand.99	covid	6	5	29859	10	99.8529	138	59	98.0188	30486	5	29909	98.1073279538149	100
rand.76	covid	2	2	29832	4	99.7626	155	56	99.8592	29832	2	29832	100	99.7626
rand.50	covid	1	1	29833	2	99.7659	200	70	99.7956	29838	1	29838	100	99.7826207287232
rand.26	covid	40	38	13536	76	45.2664	73	20	93.8885	14530	38	13675	94.1156228492774	45.7312367021277
rand.2	covid	2	2	29873	4	99.8997	135	59	99.8594	29872	2	29872	100	99.8963558531115
rand.63	covid	27	27	7701	54	25.7533	39	12	99.8442	7701	27	7701	100	25.7533
rand.32	covid	7	7	29785	14	99.6054	161	56	99.6824	29915	7	29915	100	100
rand.83	covid	1	1	29842	2	99.7960	171	56	100.0000	29786	1	29786	100	99.6087278332552
