sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R6.Test193	90	4	29807	8	99.6790	147	56	55.7390
R6.Test103	936	2	29827	4	99.7458	167	56	8.8051
R6.Test154	2010	3	29828	6	99.7492	140	56	2.6450
R6.Test159	215	1	29866	2	99.8763	175	56	20.3840
R6.Test3	1196	4	29702	8	99.3278	201	64	6.2055
R6.Test91	140	1	29867	2	99.8796	170	56	26.2437
R6.Test88	33	6	29824	12	99.7358	151	56	81.2026
R6.Test132	198	44	18318	88	61.2581	116	44	23.6577
R6.Test168	2297	1	29845	2	99.8060	194	62	2.6795
R6.Test24	2292	1	29847	2	99.8127	177	64	2.6027
R6.Test181	2935	8	29536	16	98.7727	84	32	2.1831
R6.Test108	120	1	29819	2	99.7191	180	56	44.8980
R6.Test198	5719	2	29851	4	99.8261	109	59	1.2972
R6.Test120	63	2	29821	4	99.7258	148	56	49.8284
R6.Test33	222	3	29854	6	99.8361	133	59	29.7000
R6.Test189	489	1	29821	2	99.7258	165	56	13.5751
R6.Test52	830	1	29864	2	99.8696	117	53	9.5057
R6.Test184	847	1	29821	2	99.7258	194	70	9.7501
R6.Test97	4980	2	29770	4	99.5552	161	58	1.3624
R6.Test143	5871	1	29820	2	99.7224	187	56	1.2672
R6.Test56	438	36	11725	72	39.2101	79	44	8.8795
R6.Test35	214	1	29813	2	99.6990	155	56	25.8723
R6.Test11	33	2	29824	4	99.7358	152	56	77.4709
R6.Test160	2371	1	29839	2	99.7860	196	70	2.6439
R6.Test190	10809	4	29404	8	98.3313	159	56	0.2646
R6.Test128	8053	1	29808	2	99.6823	165	56	0.5613
R6.Test100	2537	1	29852	2	99.8294	196	70	2.4637
R6.Test50	1224	55	23579	110	78.8516	57	18	4.7714
R6.Test59	485	2	29859	4	99.8529	155	56	16.5537
R6.Test17	52	4	29858	8	99.8495	202	70	69.0774
R6.Test152	63	4	29793	8	99.6321	196	72	36.1540
R6.Test8	945	2	29874	4	99.9030	149	56	6.0378
R6.Test67	3570	2	29840	4	99.7893	161	58	1.9632
R6.Test139	320	1	29871	2	99.8930	136	59	20.8247
R6.Test38	1903	9	29648	18	99.1472	115	47	5.4914
R6.Test134	145	2	29849	4	99.8194	147	56	28.2857
R6.Test22	1582	1	29864	2	99.8696	155	56	4.9997
R6.Test131	65	1	29867	2	99.8796	192	70	62.4275
R6.Test140	43	1	29843	2	99.7994	144	59	70.9937
R6.Test54	1129	1	29892	4	99.9632	148	56	4.6015
R6.Test83	173	2	29824	4	99.7358	152	56	35.5142
R6.Test182	2012	1	29826	2	99.7425	200	70	2.6779
R6.Test123	373	1	29860	2	99.8562	154	61	14.4313
R6.Test61	316	22	28944	44	96.7930	153	56	26.9244
R6.Test173	438	1	29833	2	99.7659	166	56	17.4636
R6.Test94	732	6	29755	12	99.5051	156	56	12.6986
R6.Test21	121	1	29821	2	99.7258	194	70	38.7444
R6.Test27	526	1	29818	2	99.7157	194	70	15.7463
R6.Test185	322	50	20872	100	69.7990	113	21	21.2884
R6.Test200	193	3	29819	6	99.7191	196	64	35.4345
R6.Test45	1256	1	29821	2	99.7258	194	70	6.4047
R6.Test62	5472	1	29873	2	99.8997	136	59	1.3079
R6.Test78	2698	2	29817	4	99.7124	163	56	2.1507
R6.Test113	2354	1	29817	2	99.7124	192	70	2.5704
R6.Test99	374	1	29875	2	99.9064	136	59	21.9452
R6.Test12	877	44	24069	88	80.4903	112	56	8.0215
R6.Test90	220	2	29861	4	99.8595	139	62	28.1615
R6.Test178	236	1	29815	2	99.7057	204	70	24.4098
R6.Test118	406	1	29872	2	99.8963	165	56	15.7156
R6.Test155	171	1	29827	2	99.7458	200	70	25.4225
R6.Test75	2291	1	29865	2	99.8729	150	65	2.6836
R6.Test48	5742	44	25998	88	86.9411	144	56	1.1412
R6.Test96	144	1	29815	2	99.7057	204	70	42.5962
R6.Test137	545	1	29824	2	99.7358	200	70	13.9940
R6.Test136	22	2	29824	4	99.7358	152	56	86.5540
R6.Test73	125	2	29801	4	99.6589	196	70	37.1056
R6.Test57	317	1	29862	2	99.8629	192	70	26.7563
R6.Test19	204	2	29852	4	99.8294	139	62	32.6473
R6.Test10	6502	2	29816	4	99.7091	139	62	1.1232
R6.Test156	548	2	29786	4	99.6087	129	53	13.5874
R6.Test157	222	1	29858	2	99.8495	163	61	30.0006
R6.Test92	649	2	29875	4	99.9064	164	56	11.4308
R6.Test4	966	3	29770	6	99.5552	160	58	6.8806
R6.Test135	376	2	29788	4	99.6154	200	70	17.7973
R6.Test170	1425	1	29858	2	99.8495	165	56	4.9016
R6.Test110	150	1	29813	2	99.6990	199	64	25.9973
R6.Test51	8911	8	29713	16	99.3646	186	67	0.5394
R6.Test16	123	1	29819	2	99.7191	200	56	44.7785
R6.Test64	203	1	29816	2	99.7091	198	90	31.8555
R6.Test43	771	2	29840	8	99.7893	130	61	10.4132
R6.Test187	71	2	29865	4	99.8729	139	56	57.2474
R6.Test186	48	1	29824	2	99.7358	155	56	69.9485
R6.Test7	568	1	29880	2	99.9231	157	56	14.7137
R6.Test66	329	1	29875	2	99.9064	156	65	16.7545
R6.Test14	17492	1	29816	2	99.7091	204	70	0.2198
R6.Test69	129	1	29883	2	99.9331	150	56	40.8505
R6.Test60	415	1	29876	2	99.9097	137	53	13.5676
R6.Test2	608	1	29824	2	99.7358	155	56	14.1706
R6.Test150	271	16	29244	32	97.7962	178	59	29.6417
R6.Test55	296	4	29821	8	99.7258	150	56	18.2282
R6.Test192	128	1	29818	2	99.7157	160	58	29.8465
R6.Test36	258	1	29873	2	99.8997	136	59	28.3946
R6.Test177	47	1	29816	2	99.7091	141	62	66.8975
R6.Test102	1879	1	29865	2	99.8729	148	62	2.8441
R6.Test176	1652	4	29739	8	99.4516	121	44	5.4170
R6.Test30	47	2	29770	4	99.5552	161	58	71.7864
R6.Test117	1898	13	29260	26	97.8497	71	26	4.6108
R6.Test162	2302	4	29812	8	99.6957	141	59	1.6425
R6.Test116	93	2	29859	4	99.8529	139	56	35.8383
R6.Test39	1824	17	6949	34	23.2385	36	35	1.1395
R6.Test138	59	2	29810	4	99.6890	145	64	62.6276
R6.Test180	137	1	29770	2	99.5552	192	70	43.4574
R6.Test23	584	1	29812	2	99.6957	110	62	15.2139
R6.Test142	1023	5	29696	10	99.3078	190	56	6.1852
R6.Test129	7503	1	29871	2	99.8930	137	59	0.7332
R6.Test124	459	1	29877	2	99.9131	165	56	18.1186
R6.Test58	766	1	29827	2	99.7458	200	70	9.5978
R6.Test82	12451	2	29865	4	99.8729	123	59	0.2582
R6.Test34	211	2	29846	6	99.8094	141	62	31.6262
R6.Test133	114	23	28761	46	96.1810	74	0	40.4430
R6.Test121	520	1	29873	2	99.8997	155	56	13.8688
R6.Test161	2549	1	29819	2	99.7191	178	56	3.3180
R6.Test188	344	1	29818	2	99.7157	157	61	22.9384
R6.Test194	275	1	29796	2	99.6422	162	56	21.6645
R6.Test86	637	1	29880	2	99.9231	123	55	13.4543
R6.Test41	178	13	29211	26	97.6859	109	53	29.4317
R6.Test199	38	3	29651	6	99.1573	124	56	75.5649
R6.Test109	5924	2	29817	4	99.7124	149	56	1.2440
R6.Test104	179	1	29816	2	99.7091	198	90	25.4231
R6.Test153	931	2	29788	4	99.6154	137	59	9.4214
R6.Test47	1144	4	29759	10	99.5184	161	58	4.7706
R6.Test80	2322	1	29816	2	99.7091	198	90	3.2831
R6.Test164	503	1	29813	2	99.6990	195	70	16.1514
R6.Test5	136	1	29798	2	99.6489	147	56	39.7812
R6.Test169	263	1	29869	2	99.8863	158	56	22.4949
R6.Test89	341	42	14253	86	47.6641	67	18	9.2999
R6.Test25	185	1	29865	2	99.8729	151	56	35.4595
R6.Test101	37	2	29878	4	99.9164	158	59	75.2370
R6.Test191	150	3	29759	6	99.5184	161	58	43.3283
R6.Test115	187	1	29770	2	99.5552	204	70	34.6753
R6.Test158	1470	2	29771	4	99.5586	161	56	6.2028
R6.Test183	444	13	29732	26	99.4282	159	56	20.5137
R6.Test71	13483	5	29750	10	99.4883	119	53	0.2486
R6.Test144	79	1	29819	2	99.7191	161	56	54.2478
R6.Test149	545	1	29816	2	99.7091	198	90	11.6064
R6.Test122	316	3	29591	6	98.9566	186	70	19.6199
R6.Test77	3149	2	29825	4	99.7392	165	56	1.9557
R6.Test32	387	4	29815	8	99.7057	156	56	19.3443
R6.Test84	2562	1	29813	2	99.6990	134	56	2.8858
R6.Test53	1778	1	29813	2	99.6990	195	70	5.1102
R6.Test141	1479	4	29759	10	99.5184	161	58	3.7561
R6.Test175	579	1	29868	2	99.8830	174	56	16.1045
R6.Test130	846	2	29808	4	99.6823	165	64	7.3223
R6.Test28	238	5	1255	10	4.1969	12	9	1.3272
