sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R8.Test150	256	1	29820	2	99.7224	186	56	23.4980
R8.Test92	191	1	29859	2	99.8529	142	62	38.0335
R8.Test66	713	1	29859	2	99.8529	141	62	10.2987
R8.Test62	2000	2	29817	4	99.7124	156	56	2.8363
R8.Test96	5758	1	29811	2	99.6923	139	59	1.2899
R8.Test172	348	1	29817	2	99.7124	129	56	23.5304
R8.Test14	1931	1	29840	2	99.7893	143	59	3.7970
R8.Test138	542	1	29822	2	99.7291	185	72	14.9439
R8.Test160	15960	10	29654	20	99.1673	139	56	0.3556
R8.Test200	85	1	29899	1	99.9866	151	61	55.1473
R8.Test65	3051	2	29868	4	99.8830	194	70	2.1384
R8.Test84	2044	2	29667	4	99.2108	131	56	2.6236
R8.Test60	3001	2	29864	4	99.8696	126	53	2.1888
R8.Test166	360	1	29819	2	99.7191	187	56	15.7858
R8.Test187	282	1	29770	2	99.5552	190	70	27.1074
R8.Test113	731	1	29868	2	99.8830	131	56	9.2609
R8.Test156	54	5	29865	10	99.8729	104	53	69.0518
R8.Test191	472	2	29875	4	99.9064	164	56	17.6440
R8.Test132	1552	2	29807	4	99.6790	163	56	4.7279
R8.Test178	3651	1	29883	2	99.9331	156	56	2.3042
R8.Test106	797	1	29876	2	99.9097	126	53	9.5405
R8.Test51	932	1	29813	2	99.6990	191	70	9.0225
R8.Test31	2367	4	29268	8	97.8765	83	53	3.1646
R8.Test74	4424	2	29702	4	99.3278	137	56	1.5771
R8.Test126	776	1	29819	2	99.7191	201	70	9.5490
R8.Test115	688	1	29827	2	99.7458	200	70	8.6622
R8.Test167	10753	1	29885	2	99.9398	141	56	0.4864
R8.Test186	1533	1	29813	2	99.6990	195	70	5.7778
R8.Test157	94	1	29869	2	99.8863	143	56	45.8796
R8.Test79	1374	2	29813	4	99.6990	170	64	4.1392
R8.Test107	469	1	29813	2	99.6990	183	56	17.7677
R8.Test119	711	1	29856	2	99.8428	165	56	8.4290
R8.Test127	667	1	29827	2	99.7458	122	59	13.4311
R8.Test141	2596	2	29841	4	99.7927	202	70	1.5332
R8.Test46	666	1	29865	2	99.8729	157	56	11.2795
R8.Test144	2942	1	29885	2	99.9398	198	70	2.1364
R8.Test29	1173	2	29874	4	99.9030	161	56	6.2395
R8.Test68	1867	1	29818	2	99.7157	155	56	2.7943
R8.Test98	283	26	8017	52	26.8100	33	18	9.5048
R8.Test45	1320	2	29840	8	99.7893	130	61	6.3839
R8.Test40	1001	1	29818	2	99.7157	196	70	6.8419
R8.Test89	1535	1	29888	2	99.9498	171	56	4.9971
R8.Test180	1282	3	29813	6	99.6990	144	56	5.8723
R8.Test42	913	1	29860	2	99.8562	169	56	9.0508
R8.Test19	2212	4	29721	8	99.3914	155	56	3.2739
R8.Test88	1730	8	29766	16	99.5419	169	56	4.1161
R8.Test154	10396	10	29478	20	98.5787	104	53	0.4907
R8.Test173	11880	32	27322	64	91.3688	140	32	0.2422
R8.Test104	260	1	29819	2	99.7191	193	70	24.7415
R8.Test99	951	2	29891	4	99.9599	159	56	9.1215
R8.Test124	1824	1	29865	2	99.8729	137	59	4.1794
R8.Test18	270	1	29858	2	99.8495	161	56	27.0531
R8.Test190	2174	1	29875	2	99.9064	197	71	3.3046
R8.Test164	3297	1	29865	2	99.8729	192	70	2.0633
R8.Test57	558	2	29819	4	99.7191	181	70	14.8223
R8.Test118	2392	2	29846	4	99.8094	163	56	2.6192
R8.Test44	1755	2	29858	4	99.8495	160	53	2.8263
R8.Test28	139	2	29842	4	99.7960	145	56	36.6624
R8.Test37	3439	2	29821	4	99.7258	170	56	1.9021
R8.Test69	1201	1	29837	2	99.7793	201	70	7.5091
R8.Test78	265	1	29826	2	99.7425	148	61	25.8411
R8.Test133	400	2	29797	4	99.6455	139	56	20.5089
R8.Test161	249	1	29840	2	99.7893	127	53	23.4647
R8.Test196	2296	1	29869	2	99.8863	161	56	1.6213
R8.Test151	66	1	29869	2	99.8863	147	56	49.0765
R8.Test101	5928	2	29830	4	99.7559	138	53	1.1219
R8.Test147	8716	1	29860	2	99.8562	193	70	0.8742
R8.Test112	2720	1	29813	2	99.6990	139	59	2.1400
R8.Test121	3323	1	29813	2	99.6990	165	64	1.3887
R8.Test53	5693	2	29813	4	99.6990	170	56	1.2932
R8.Test33	560	3	29759	6	99.5184	161	58	14.2818
R8.Test181	901	1	29813	2	99.6990	185	56	9.3895
R8.Test76	3162	3	29811	6	99.6923	138	56	2.2935
R8.Test135	211	1	29812	2	99.6957	195	70	31.4369
R8.Test197	2315	1	29862	2	99.8629	161	56	2.4329
R8.Test75	522	1	29832	2	99.7626	193	70	15.5027
R8.Test70	2888	1	29820	2	99.7224	165	56	2.9872
R8.Test146	1103	2	29881	4	99.9264	165	56	7.5721
R8.Test72	1179	1	29828	2	99.7492	200	70	5.8770
R8.Test139	128	1	29848	2	99.8161	152	56	33.9382
R8.Test86	813	1	29865	2	99.8729	153	56	7.1991
R8.Test140	308	2	29720	4	99.3880	136	56	23.9386
R8.Test22	1873	4	29424	8	98.3982	85	44	3.7922
R8.Test16	1738	3	29827	6	99.7458	134	59	3.9624
R8.Test20	3326	1	29796	2	99.6422	114	56	1.8662
R8.Test25	3687	1	29797	2	99.6455	141	56	1.8487
R8.Test175	133	1	29770	2	99.5552	190	70	40.6852
R8.Test94	1651	1	29816	2	99.7091	198	90	4.5149
R8.Test49	84	1	29844	2	99.8027	144	59	54.4914
R8.Test80	311	1	29861	2	99.8595	112	53	25.4563
R8.Test64	1276	2	29883	6	99.9331	150	56	4.4255
R8.Test85	9051	6	29645	12	99.1372	102	53	0.5295
R8.Test184	605	1	29872	2	99.8963	192	70	11.6117
R8.Test12	2937	5	29844	10	99.8027	200	70	2.0263
R8.Test10	354	1	29817	2	99.7124	186	70	16.3796
R8.Test26	141	1	29797	2	99.6455	152	56	30.6157
R8.Test179	2668	2	29880	4	99.9231	148	56	1.5447
R8.Test82	1753	1	29817	2	99.7124	121	53	4.6903
R8.Test15	459	1	29872	2	99.8963	192	70	17.6815
