sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R13.Test111	1873	1	29825	2	99.7392	153	56	4.3749
R13.Test45	2427	1	29826	2	99.7425	198	90	3.7653
R13.Test146	1301	1	29839	2	99.7860	193	64	5.8889
R13.Test7	814	1	29832	2	99.7626	118	59	11.1358
R13.Test147	943	1	29826	2	99.7425	204	70	9.0704
R13.Test124	3149	1	29792	2	99.6288	173	56	2.4019
R13.Test4	264	4	29766	8	99.5419	131	58	25.4080
R13.Test75	3685	2	29799	4	99.6522	102	56	2.0583
R13.Test152	1590	1	29827	2	99.7458	142	59	4.8590
R13.Test30	592	2	29820	4	99.7224	124	67	14.6970
R13.Test123	1624	1	29833	2	99.7659	197	70	4.3906
R13.Test28	2597	2	29851	4	99.8261	129	59	2.3819
R13.Test190	1743	1	29881	2	99.9264	165	56	4.7171
R13.Test23	5175	1	29770	2	99.5552	190	70	1.3485
R13.Test3	3232	1	29865	2	99.8729	153	56	1.6381
R13.Test24	3199	3	29796	6	99.6422	115	59	2.1414
R13.Test35	701	1	29829	2	99.7525	190	58	11.4684
R13.Test170	9183	1	29870	2	99.8896	192	70	0.5343
R13.Test186	2296	1	29837	2	99.7793	185	64	2.6434
R13.Test86	790	3	29655	6	99.1707	112	27	9.1719
R13.Test102	5312	1	29826	2	99.7425	194	64	1.2957
R13.Test81	1286	1	29813	2	99.6990	128	62	5.3494
R13.Test70	6389	2	29861	4	99.8595	139	62	1.2034
R13.Test137	7926	1	29816	2	99.7091	198	90	0.9701
R13.Test96	3391	1	29814	2	99.7024	126	59	1.9213
R13.Test91	6449	3	29857	6	99.8462	159	56	1.1373
R13.Test136	2478	2	29820	4	99.7224	139	62	3.6389
R13.Test187	727	2	29824	4	99.7358	152	56	10.1363
R13.Test40	3026	2	29854	4	99.8361	164	56	2.1474
R13.Test135	5201	2	29824	4	99.7358	152	56	1.5062
R13.Test185	3013	8	29828	16	99.7492	159	56	2.2666
R13.Test103	639	1	29819	2	99.7191	187	56	13.4336
R13.Test32	170	2	29789	4	99.6188	166	87	37.3993
R13.Test19	943	4	29743	8	99.4649	146	61	7.7213
R13.Test104	2621	1	29879	2	99.9197	164	56	3.0916
R13.Test178	4083	1	29824	2	99.7358	155	56	2.0243
R13.Test57	1458	1	29873	2	99.8997	162	62	5.7189
R13.Test67	10334	1	29855	2	99.8395	192	70	0.4171
R13.Test179	1247	1	29824	2	99.7358	200	70	5.2268
R13.Test64	13300	2	29802	4	99.6622	187	84	0.2381
R13.Test54	2164	1	29868	2	99.8830	168	67	4.2671
R13.Test13	1157	1	29770	2	99.5552	204	70	4.5957
R13.Test149	661	2	29809	4	99.6857	154	56	11.0710
R13.Test101	3056	2	29818	4	99.7157	163	56	1.9718
R13.Test148	3436	1	29837	2	99.7793	121	62	2.3168
R13.Test18	9444	1	29877	2	99.9131	155	56	0.5078
R13.Test82	1005	1	29871	2	99.8930	136	53	7.7146
R13.Test195	1329	2	29819	4	99.7191	176	64	5.9406
R13.Test92	531	1	29831	2	99.7592	205	70	14.9322
R13.Test197	1246	3	29816	6	99.7091	148	56	4.4050
R13.Test196	2501	1	29813	2	99.6990	180	56	3.0296
R13.Test36	8856	2	29865	4	99.8729	155	56	0.5323
R13.Test31	11089	2	29863	4	99.8662	152	56	0.2668
R13.Test140	779	2	29795	4	99.6388	152	56	10.3882
R13.Test9	3293	2	29825	4	99.7392	165	56	1.9148
R13.Test85	8713	6	29802	12	99.6622	143	56	0.5461
R13.Test8	935	3	29856	6	99.8428	148	56	9.0778
R13.Test95	12613	1	29858	2	99.8495	161	56	0.2537
R13.Test27	16204	1	29826	2	99.7425	190	70	0.2102
R13.Test157	1559	1	29823	2	99.7325	196	90	4.2650
R13.Test142	2058	1	29840	2	99.7893	130	53	3.0374
R13.Test74	12461	2	29890	4	99.9565	119	53	0.3898
R13.Test156	7008	4	29759	10	99.5184	161	58	0.9414
R13.Test44	2028	1	29871	2	99.8930	136	59	3.3921
R13.Test20	1232	1	29770	2	99.5552	202	70	6.0377
R13.Test38	3995	2	29818	4	99.7157	193	70	1.7140
R13.Test89	4556	1	29887	2	99.9465	181	61	1.5091
R13.Test125	1278	1	29814	2	99.7024	155	56	4.0318
R13.Test99	758	2	29743	4	99.4649	168	64	10.1224
R13.Test33	1373	2	29801	4	99.6589	170	61	5.0787
R13.Test127	4245	3	29803	6	99.6656	145	58	1.4217
R13.Test144	381	1	29848	2	99.8161	159	56	19.0173
R13.Test171	361	1	29812	2	99.6957	182	64	22.4546
R13.Test126	4947	1	29826	2	99.7425	137	53	0.9643
R13.Test16	11857	2	29791	4	99.6255	135	53	0.2628
R13.Test11	2480	2	29803	4	99.6656	152	53	2.3252
R13.Test155	2548	1	29838	2	99.7826	196	70	2.3516
R13.Test143	2457	1	29836	2	99.7759	109	56	2.8736
R13.Test173	1288	1	29824	2	99.7358	200	70	5.5221
R13.Test109	3049	1	29828	2	99.7492	123	56	2.0742
R13.Test141	1161	3	29743	6	99.4649	187	70	6.3143
R13.Test60	4770	1	29871	2	99.8930	136	59	1.3371
R13.Test15	7139	1	29821	2	99.7258	194	70	0.9945
R13.Test115	702	2	29823	4	99.7325	134	53	11.8676
R13.Test50	248	2	29864	4	99.8696	152	56	23.4053
R13.Test165	2093	1	29830	2	99.7559	195	70	4.4383
R13.Test108	16780	1	29893	4	99.9666	148	56	0.2113
R13.Test1	4450	2	29818	4	99.7157	190	70	1.3807
R13.Test174	771	1	29867	2	99.8796	192	70	11.0515
R13.Test167	916	1	29837	2	99.7793	200	84	8.2478
R13.Test117	2998	1	29875	2	99.9064	145	56	2.5241
R13.Test83	2492	2	29864	4	99.8696	155	56	3.6073
R13.Test100	5956	1	29858	2	99.8495	174	56	1.1831
R13.Test98	8823	1	29901	1	99.9933	149	56	0.7542
R13.Test39	2930	1	29865	2	99.8729	160	56	1.9933
R13.Test93	223	1	29886	2	99.9431	194	70	25.4147
R13.Test116	4927	1	29820	2	99.7224	180	56	1.6978
R13.Test88	10800	1	29629	2	99.0837	196	47	0.4375
R13.Test166	254	1	29821	2	99.7258	188	70	23.5792
R13.Test47	2298	2	29804	4	99.6689	152	56	2.9921
R13.Test12	1913	1	29827	2	99.7458	198	70	4.6333
R13.Test172	251	3	29863	6	99.8662	192	70	28.4515
R13.Test77	3081	1	29855	2	99.8395	136	59	2.4334
R13.Test128	9612	1	29796	2	99.6422	193	70	0.4711
R13.Test49	957	2	29771	8	99.5586	163	56	14.2361
R13.Test26	1406	4	29813	8	99.6990	146	56	4.0971
R13.Test21	286	2	29818	4	99.7157	125	53	19.3051
R13.Test129	1175	2	29808	4	99.6823	137	62	7.0488
R13.Test79	2828	3	29827	6	99.7458	182	70	2.6392
R13.Test192	1501	2	29799	4	99.6522	194	70	5.6767
R13.Test52	11600	1	29864	2	99.8696	172	56	0.2624
R13.Test62	4488	1	29874	2	99.9030	129	53	1.5789
R13.Test94	1324	1	29816	2	99.7091	198	90	6.2884
R13.Test150	230	1	29809	2	99.6857	148	56	23.9621
R13.Test37	2411	1	29817	2	99.7124	202	70	2.5586
R13.Test84	3809	3	29825	6	99.7392	162	56	1.6130
R13.Test181	1857	2	29838	4	99.7826	150	59	3.7157
R13.Test6	15504	1	29820	2	99.7224	187	56	0.2307
R13.Test5	690	1	29837	2	99.7793	192	70	12.2381
R13.Test158	3329	4	29704	8	99.3345	118	52	1.8374
R13.Test65	714	1	29833	2	99.7659	142	59	13.8352
R13.Test10	2409	1	29818	2	99.7157	144	61	2.3424
R13.Test194	644	1	29865	2	99.8729	192	70	13.1154
R13.Test55	9495	4	29744	8	99.4683	158	58	0.4782
R13.Test131	1352	1	29821	2	99.7258	194	87	4.8648
R13.Test159	2261	3	29817	10	99.7124	149	56	4.0400
R13.Test193	1710	1	29818	2	99.7157	159	61	4.6263
R13.Test120	454	3	29867	6	99.8796	144	58	16.5773
R13.Test168	1001	1	29771	2	99.5586	128	61	7.6250
R13.Test133	13310	1	29855	2	99.8395	192	70	0.2412
R13.Test118	13361	2	29865	4	99.8729	155	56	0.3703
R13.Test119	17679	3	29825	6	99.7392	162	56	0.2134
R13.Test169	868	1	29845	2	99.8060	165	56	8.4912
R13.Test183	721	1	29820	2	99.7224	200	70	9.9978
R13.Test22	11005	2	29843	4	99.7994	190	70	0.4571
R13.Test51	965	1	29839	2	99.7860	204	70	5.8768
R13.Test66	3338	1	29827	2	99.7458	188	70	2.1759
R13.Test105	661	1	29896	2	99.9766	151	56	9.1688
R13.Test61	2343	2	29869	4	99.8863	153	56	3.1662
R13.Test56	8341	1	29816	2	99.7091	192	70	0.5461
R13.Test184	769	1	29821	2	99.7258	185	56	8.0678
R13.Test191	4582	1	29815	2	99.7057	126	56	1.5767
R13.Test200	10129	1	29865	2	99.8729	199	70	0.4680
R13.Test134	2063	1	29863	2	99.8662	153	56	2.9789
R13.Test34	10713	2	29771	4	99.5586	165	56	0.6300
R13.Test2	1811	1	29883	2	99.9331	148	56	3.8225
R13.Test87	3111	2	29827	4	99.7458	152	56	2.0135
R13.Test25	1068	2	29885	4	99.9398	137	62	5.5183
R13.Test97	817	1	29828	2	99.7492	200	70	9.1411
R13.Test43	2683	1	29839	2	99.7860	156	56	3.2186
R13.Test78	8093	1	29887	2	99.9465	154	59	0.5585
R13.Test182	5123	1	29860	2	99.8562	147	56	1.3190
R13.Test106	716	1	29815	2	99.7057	204	70	11.7867
R13.Test48	1926	2	29818	8	99.7157	166	56	6.4916
R13.Test132	1435	2	29830	4	99.7559	146	53	3.9574
R13.Test73	2290	2	29770	4	99.5552	161	58	3.8886
R13.Test107	1717	3	29771	6	99.5586	158	56	3.3956
R13.Test160	4067	2	29854	4	99.8361	158	56	1.8410
R13.Test110	1333	1	29887	2	99.9465	131	53	6.1116
