sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R4.Test86	2012	5	29751	10	99.4917	190	70	2.6914
R4.Test142	1577	1	29815	2	99.7057	204	70	4.2990
R4.Test15	1650	15	29142	30	97.4551	75	9	4.1907
R4.Test151	270	25	28386	50	94.9269	86	18	18.8458
R4.Test20	11575	21	29064	42	97.1943	83	18	0.2605
R4.Test26	47	9	29832	18	99.7626	145	56	57.7973
R4.Test4	2333	2	29858	4	99.8495	203	70	2.4469
R4.Test141	214	2	29860	4	99.8562	190	70	29.0038
R4.Test91	69	3	29759	6	99.5184	161	58	58.3526
R4.Test180	3200	1	29860	2	99.8562	127	59	2.0930
R4.Test14	439	1	29865	2	99.8729	155	56	17.9524
R4.Test77	126	45	23087	90	77.2063	102	18	44.9300
R4.Test193	8954	24	28919	48	96.7094	109	9	0.5263
R4.Test183	32	1	29820	2	99.7224	187	56	76.9175
R4.Test190	148	36	27898	72	93.2950	50	0	46.5021
R4.Test116	34	4	29707	8	99.3445	141	30	80.0102
R4.Test27	613	4	29733	8	99.4315	174	56	13.4330
R4.Test192	228	1	29871	2	99.8930	137	59	30.1500
R4.Test76	762	20	28933	40	96.7562	101	57	7.6191
R4.Test70	2283	2	29860	4	99.8562	184	70	3.3364
R4.Test119	689	1	29817	2	99.7124	149	56	10.0293
R4.Test182	24	3	29759	6	99.5184	161	58	83.1304
R4.Test169	312	2	29757	4	99.5118	176	56	21.2191
R4.Test109	216	5	29817	10	99.7124	143	59	28.7603
R4.Test157	721	4	1047	8	3.5013	2	0	0.2930
R4.Test145	73	1	29836	2	99.7759	183	84	55.0336
R4.Test65	296	1	29862	2	99.8629	192	70	25.3700
R4.Test35	38	1	29855	2	99.8395	151	67	56.0462
R4.Test8	225	2	29866	4	99.8763	171	58	30.6577
R4.Test97	283	13	29187	26	97.6056	132	56	23.6837
R4.Test147	229	1	29864	2	99.8696	172	56	25.6420
R4.Test155	731	25	28964	50	96.8598	56	35	10.7618
R4.Test130	20	3	29759	6	99.5184	161	58	85.0172
R4.Test120	2600	2	29818	4	99.7157	166	56	2.1598
R4.Test166	870	1	29818	2	99.7157	205	70	9.4805
R4.Test34	526	4	1154	8	3.8591	7	26	0.7634
R4.Test133	133	37	21654	74	72.4141	97	62	33.8046
R4.Test123	173	21	29124	42	97.3949	164	56	35.4544
R4.Test106	325	38	26517	76	88.6767	159	56	19.1814
R4.Test179	3008	1	29847	2	99.8127	150	56	2.0132
R4.Test96	757	43	19239	86	64.3380	110	18	7.3220
R4.Test90	61	29	28596	58	95.6292	76	0	54.1296
R4.Test21	100	46	24542	92	82.0720	91	47	56.8951
R4.Test5	921	1	29819	2	99.7191	182	58	7.9219
R4.Test122	1629	36	12514	72	41.8486	76	44	2.4318
R4.Test132	1219	1	29813	2	99.6990	155	56	4.2218
R4.Test176	129	43	25254	86	84.4531	87	27	51.5332
R4.Test112	40	2	29820	4	99.7224	166	56	43.9486
R4.Test189	3517	1	29827	2	99.7458	200	70	1.9738
R4.Test199	183	1	29827	2	99.7458	169	56	27.9561
R4.Test23	3114	2	29771	4	99.5586	165	56	2.0171
R4.Test22	187	1	29833	2	99.7659	142	59	31.4224
R4.Test154	9	1	29865	2	99.8729	142	62	93.0966
R4.Test196	9411	3	29860	6	99.8562	139	59	0.5179
R4.Test144	728	1	29866	2	99.8763	175	56	10.3721
R4.Test186	47	1	29812	2	99.6957	160	61	41.7379
R4.Test99	179	1	29813	2	99.6990	151	56	39.0804
R4.Test113	266	3	29817	6	99.7124	193	70	24.0667
R4.Test1	139	5	29830	10	99.7559	112	53	26.7221
R4.Test98	181	6	29693	12	99.2977	201	70	31.1261
R4.Test44	115	3	29860	6	99.8562	179	64	32.3346
R4.Test110	171	4	29644	10	99.1339	198	70	38.5298
R4.Test72	116	23	7642	46	25.5560	43	9	20.5889
R4.Test73	2965	2	29825	4	99.7392	165	56	2.0763
R4.Test45	58	2	29863	4	99.8662	146	59	40.7564
R4.Test139	51	27	28472	54	95.2145	80	44	81.0018
R4.Test129	87	1	29835	2	99.7726	143	59	50.1001
R4.Test29	3289	1	29785	2	99.6054	198	70	1.9405
R4.Test54	139	1	29826	2	99.7425	204	70	41.4797
R4.Test28	50	3	708	6	2.3677	5	9	5.0248
R4.Test100	541	6	29813	12	99.6990	138	56	13.1769
R4.Test160	239	49	18422	98	61.6059	23	0	22.6462
R4.Test126	72	17	29032	34	97.0872	70	3	62.6462
R4.Test136	273	3	29818	10	99.7157	162	56	26.8141
R4.Test103	32	2	29820	4	99.7224	166	56	77.1179
R4.Test163	159	1	29868	2	99.8830	160	56	28.6467
R4.Test172	2475	37	26402	74	88.2921	61	0	1.4413
R4.Test55	3261	33	27156	66	90.8136	66	9	1.2521
R4.Test158	37	1	29883	2	99.9331	174	56	52.9890
R4.Test85	1256	1	29798	2	99.6489	157	56	4.3185
R4.Test3	353	1	29797	2	99.6455	135	59	22.7658
R4.Test92	60	14	29319	28	98.0470	118	56	50.2393
R4.Test93	52	1	29861	2	99.8595	172	56	65.3146
R4.Test78	17	12	29361	24	98.1875	113	56	96.0139
R4.Test170	258	20	28844	40	96.4585	94	44	19.3406
R4.Test84	200	2	29820	4	99.7224	175	56	32.4252
R4.Test148	167	1	29843	2	99.7994	141	62	33.1670
R4.Test79	673	2	29880	4	99.9231	165	56	13.9832
R4.Test162	235	1	29844	2	99.8027	123	58	26.7832
R4.Test173	131	1	29818	2	99.7157	127	61	46.6859
R4.Test102	39	21	28565	42	95.5255	46	0	85.7933
R4.Test59	14	1	29872	2	99.8963	135	53	87.6875
R4.Test24	86	1	29874	2	99.9030	160	56	57.8867
R4.Test58	128	2	29824	4	99.7358	152	56	46.7864
R4.Test16	2558	14	29550	28	98.8195	126	56	2.9740
R4.Test101	141	1	29824	2	99.7358	155	56	43.0516
R4.Test161	276	1	29873	2	99.8997	136	59	26.7321
R4.Test10	877	1	29811	2	99.6923	182	56	9.2791
R4.Test124	8	1	29820	2	99.7224	187	56	94.4859
R4.Test134	173	1	29867	2	99.8796	181	64	39.1268
R4.Test25	1805	1	29824	2	99.7358	200	70	3.9515
R4.Test61	192	1	29856	2	99.8428	169	56	33.1520
R4.Test75	72	1	29870	2	99.8896	131	56	60.3229
R4.Test31	8613	4	29795	8	99.6388	192	70	0.5476
R4.Test42	144	12	29419	24	98.3814	117	44	39.0218
R4.Test43	31	11	29113	22	97.3581	79	27	83.0988
R4.Test117	59	1	29862	2	99.8629	161	56	63.1189
R4.Test171	222	2	29852	8	99.8294	132	64	30.1231
R4.Test188	20	3	29759	6	99.5184	161	58	78.2184
R4.Test88	168	4	29404	10	98.3313	196	70	38.1718
R4.Test74	790	27	28394	54	94.9537	43	0	9.5768
R4.Test17	1100	1	29843	2	99.7994	141	62	7.8777
R4.Test198	11533	1	29817	2	99.7124	149	56	0.2654
R4.Test115	1544	2	29852	6	99.8294	131	61	4.2936
R4.Test89	608	26	28550	52	95.4754	87	0	12.8914
R4.Test165	124	1	29816	2	99.7091	198	90	40.4010
R4.Test149	4	1	29844	2	99.8027	149	64	97.9100
R4.Test105	847	36	27311	72	91.3320	60	0	7.2975
R4.Test156	42	1	29885	2	99.9398	148	61	55.9298
R4.Test52	2201	2	29843	4	99.7994	196	70	2.7148
R4.Test53	8885	4	29762	8	99.5285	193	72	0.5411
R4.Test107	800	4	29813	8	99.6990	122	59	10.8947
R4.Test159	224	5	29854	10	99.8361	111	59	33.1522
R4.Test194	5808	21	29378	42	98.2443	106	47	1.2696
R4.Test167	181	15	29266	30	97.8698	104	27	36.8984
R4.Test30	46	1	29824	2	99.7358	200	70	52.5166
R4.Test66	184	1	29818	2	99.7157	117	59	26.5743
R4.Test60	2084	2	29854	4	99.8361	166	56	2.7555
R4.Test36	22	21	28921	42	96.7160	78	0	98.9916
R4.Test184	52	1	29813	2	99.6990	195	70	54.5570
R4.Test146	11535	1	29822	2	99.7291	149	56	0.2654
R4.Test49	156	1	29827	2	99.7458	155	56	41.8661
R4.Test175	105	34	11369	68	38.0196	74	47	34.2114
R4.Test48	23	11	29123	22	97.3916	79	0	89.8461
R4.Test11	11538	1	29855	2	99.8395	196	70	0.2657
R4.Test94	189	1	29864	2	99.8696	130	62	33.4839
R4.Test111	1712	29	28687	58	95.9335	82	35	3.9661
R4.Test177	193	1	29843	2	99.7994	144	59	34.4646
R4.Test128	1087	2	29816	4	99.7091	155	56	4.8752
R4.Test138	740	3	29759	6	99.5184	161	58	7.8121
R4.Test83	2380	1	29820	2	99.7224	185	56	3.2225
R4.Test82	119	1	29813	2	99.6990	195	70	46.2949
R4.Test95	511	2	29816	4	99.7091	161	56	18.1803
R4.Test37	207	1	29818	2	99.7157	205	70	29.0098
R4.Test67	817	1	29815	2	99.7057	204	70	7.6144
