sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R14.Test145	5014	2	29818	8	99.7157	155	56	2.3296
R14.Test33	618	1	29865	2	99.8729	180	64	14.5978
R14.Test143	3398	2	29880	4	99.9231	148	56	1.8864
R14.Test99	1111	1	29868	2	99.8830	153	56	7.1982
R14.Test56	9311	1	29798	2	99.6489	151	56	0.5301
R14.Test44	3238	1	29874	2	99.9030	148	56	1.9440
R14.Test85	536	1	29867	2	99.8796	158	56	13.4127
R14.Test176	4111	1	29865	2	99.8729	149	56	1.5261
R14.Test75	2166	1	29824	2	99.7358	155	56	3.7176
R14.Test41	6605	1	29826	2	99.7425	198	90	1.1028
R14.Test178	1456	1	29853	2	99.8328	181	70	5.2869
R14.Test113	3062	1	29896	2	99.9766	196	70	2.1840
R14.Test175	2926	1	29871	2	99.8930	158	56	2.4166
R14.Test52	970	2	29817	4	99.7124	141	56	6.3953
R14.Test190	5701	1	29854	2	99.8361	155	56	1.2482
R14.Test69	9378	2	29865	4	99.8729	155	56	0.5114
R14.Test159	1587	1	29871	2	99.8930	151	53	4.4037
R14.Test39	11307	2	29843	4	99.7994	152	56	0.2652
R14.Test50	2842	2	29796	8	99.6422	161	56	5.1042
R14.Test140	12802	1	29864	2	99.8696	131	59	0.2542
R14.Test129	2647	3	29869	6	99.8863	150	53	2.9655
R14.Test31	2176	1	29883	2	99.9331	110	53	3.3104
R14.Test86	1035	1	29869	2	99.8863	137	55	5.7825
R14.Test64	9357	1	29824	2	99.7358	155	56	0.7832
R14.Test55	2108	1	29816	2	99.7091	139	62	4.2002
R14.Test184	4435	3	29874	8	99.9030	145	56	1.5360
R14.Test109	2632	2	29809	4	99.6857	166	64	2.8221
R14.Test61	3937	1	29859	2	99.8529	141	62	1.9591
R14.Test76	1860	1	29875	2	99.9064	192	70	4.9254
R14.Test135	3978	2	29801	4	99.6589	182	64	1.5859
R14.Test181	5459	1	29862	2	99.8629	144	53	1.2682
R14.Test34	1795	1	29827	2	99.7458	136	56	4.8719
R14.Test110	2707	1	29833	2	99.7659	192	70	2.4516
R14.Test169	1003	1	29828	2	99.7492	179	56	6.6637
R14.Test49	1270	1	29844	2	99.8027	151	59	5.3591
R14.Test82	988	1	29874	2	99.9030	143	55	7.9884
R14.Test70	3648	1	29862	2	99.8629	195	70	1.7706
R14.Test172	641	3	29800	6	99.6556	186	70	13.3531
R14.Test18	3809	3	29759	6	99.5184	161	58	1.7484
R14.Test193	500	1	29827	2	99.7458	137	56	15.0677
R14.Test94	353	4	29773	8	99.5653	128	53	22.3134
R14.Test138	301	1	29859	2	99.8529	151	56	23.1712
R14.Test136	823	1	29884	2	99.9365	116	56	6.9229
R14.Test91	10672	1	29826	2	99.7425	139	59	0.4844
R14.Test187	441	1	29847	2	99.8127	156	56	16.8355
R14.Test72	1970	2	29848	4	99.8161	134	59	3.2123
R14.Test80	11069	1	29824	2	99.7358	155	56	0.2652
R14.Test28	4384	1	29819	2	99.7191	165	61	1.4891
R14.Test37	11191	1	29846	2	99.8094	136	59	0.2653
R14.Test124	1575	4	29798	8	99.6489	171	59	4.6029
R14.Test26	1161	1	29813	2	99.6990	135	59	5.9183
R14.Test121	942	1	29817	2	99.7124	190	70	7.6024
R14.Test167	3714	1	29834	2	99.7693	191	70	1.3172
R14.Test16	1499	2	29818	4	99.7157	187	70	3.5732
R14.Test101	3340	1	29770	2	99.5552	202	70	1.8310
R14.Test9	2475	3	29771	6	99.5586	175	58	3.5709
R14.Test195	3882	2	29824	4	99.7358	152	56	1.9737
R14.Test189	194	1	29882	2	99.9298	193	70	24.1645
R14.Test67	1220	4	29746	8	99.4750	123	58	6.7690
R14.Test104	532	2	29800	4	99.6556	157	67	14.1101
R14.Test170	688	2	29817	4	99.7124	154	56	11.1309
R14.Test3	3834	1	29771	2	99.5586	143	56	1.8956
R14.Test133	11998	1	29886	2	99.9431	124	53	0.2621
R14.Test198	738	2	29876	4	99.9097	164	56	11.4170
R14.Test164	1881	2	29824	4	99.7358	192	70	2.8290
R14.Test112	2960	3	29818	10	99.7157	162	56	2.1192
R14.Test22	1874	1	29833	2	99.7659	132	56	4.7761
R14.Test10	962	1	29815	2	99.7057	204	70	9.1537
R14.Test161	936	2	29807	4	99.6790	161	56	10.1416
R14.Test43	2581	1	29838	2	99.7826	144	56	1.5499
R14.Test78	537	1	29856	2	99.8428	125	53	12.8620
R14.Test127	5325	2	29816	4	99.7091	139	62	1.3335
R14.Test20	517	1	29832	2	99.7626	153	56	14.9326
R14.Test12	1139	1	29858	2	99.8495	147	58	5.7924
R14.Test88	1795	3	29771	6	99.5586	160	56	3.5555
R14.Test97	13445	3	29849	6	99.8194	151	56	0.2392
R14.Test107	1324	1	29818	2	99.7157	123	58	6.7964
R14.Test196	786	1	29818	2	99.7157	168	56	9.5958
R14.Test142	2274	2	29792	8	99.6288	164	30	6.7275
R14.Test6	3258	1	29820	2	99.7224	164	56	2.0189
R14.Test1	878	2	29729	4	99.4181	181	53	7.6591
R14.Test59	922	1	29867	2	99.8796	192	70	9.0204
R14.Test96	3992	2	29795	4	99.6388	159	56	1.6210
R14.Test30	1144	1	29864	2	99.8696	157	56	6.4024
R14.Test62	1563	1	29824	2	99.7358	200	70	4.5922
R14.Test149	941	3	29838	6	99.7826	153	58	6.7672
R14.Test200	3497	1	29861	2	99.8595	117	55	2.4736
R14.Test120	17725	2	29850	4	99.8228	157	56	0.1847
R14.Test119	2233	1	29855	2	99.8395	173	56	3.8962
R14.Test32	6118	1	29825	2	99.7392	190	70	1.1517
R14.Test60	2843	2	29824	4	99.7358	152	56	2.7607
R14.Test174	1202	1	29820	2	99.7224	183	56	7.4684
R14.Test100	2160	1	29815	2	99.7057	204	70	3.7877
R14.Test2	1440	1	29865	2	99.8729	156	56	6.0885
R14.Test171	3442	1	29818	2	99.7157	194	70	2.2185
R14.Test153	463	1	29831	2	99.7592	141	67	13.6626
R14.Test17	2454	1	29847	2	99.8127	124	62	3.1373
R14.Test182	1142	2	29824	4	99.7358	188	70	7.4041
R14.Test92	4077	1	29890	2	99.9565	151	56	1.7025
R14.Test66	12680	1	29818	2	99.7157	186	56	0.2517
R14.Test45	1005	1	29837	2	99.7793	148	56	6.6015
R14.Test71	4658	3	29759	6	99.5184	159	58	1.4930
R14.Test84	1459	2	29801	4	99.6589	198	64	4.9296
R14.Test160	1411	1	29827	2	99.7458	111	53	6.1318
R14.Test36	707	1	29871	2	99.8930	122	59	8.5919
R14.Test81	15268	1	29880	2	99.9231	157	56	0.2271
R14.Test74	3000	1	29884	2	99.9365	194	70	2.5695
R14.Test27	9747	1	29849	1	99.8194	201	90	0.5135
R14.Test90	1814	1	29826	2	99.7425	202	70	3.9081
R14.Test177	1986	1	29877	2	99.9131	151	56	3.7301
R14.Test141	9513	1	29824	2	99.7358	200	70	0.5205
R14.Test38	11665	2	29806	4	99.6756	152	56	0.3728
R14.Test53	2979	2	29809	4	99.6857	147	59	1.9901
R14.Test7	1585	1	29827	2	99.7458	136	62	5.9151
R14.Test144	1958	1	29819	2	99.7191	148	56	2.9187
R14.Test179	2529	1	29812	2	99.6957	133	58	1.5174
R14.Test8	875	10	29196	20	97.6357	165	56	9.2878
R14.Test114	2565	1	29814	2	99.7024	166	59	2.1715
R14.Test162	1436	2	29824	4	99.7358	152	56	5.1317
R14.Test180	791	1	29827	2	99.7458	200	70	7.3635
R14.Test111	3000	1	29843	2	99.7994	194	70	1.9224
R14.Test155	5559	1	29877	2	99.9131	165	56	0.9288
R14.Test68	8931	3	29791	6	99.6255	162	56	0.7637
R14.Test147	9607	2	29818	4	99.7157	148	53	0.4826
R14.Test11	102	1	29824	2	99.7358	196	70	35.3859
R14.Test24	2182	1	29861	2	99.8595	124	53	3.5637
R14.Test77	6899	3	29882	6	99.9298	115	53	1.1227
R14.Test158	5613	3	29843	6	99.7994	140	61	1.2719
R14.Test102	2784	2	29843	4	99.7994	196	70	2.2658
R14.Test156	12849	1	29816	2	99.7091	190	70	0.4220
R14.Test98	565	3	29771	8	99.5586	161	56	12.0100
R14.Test87	3519	3	29795	10	99.6388	148	56	1.3963
R14.Test122	1576	1	29880	2	99.9231	157	56	5.6232
R14.Test21	1040	1	29891	1	99.9599	143	62	7.7781
R14.Test14	623	2	29818	4	99.7157	157	62	12.6219
R14.Test117	597	1	29888	2	99.9498	194	70	10.9656
