sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R12.Test191	3907	1	29818	2	99.7157	166	56	1.6172
R12.Test66	1328	2	29805	4	99.6723	156	58	6.4495
R12.Test50	437	1	29819	2	99.7191	181	56	13.5931
R12.Test25	742	2	29828	4	99.7492	200	70	11.5022
R12.Test51	1367	1	29821	2	99.7258	194	70	5.5893
R12.Test121	5007	2	29877	4	99.9131	165	56	1.2894
R12.Test96	984	1	29770	2	99.5552	183	58	7.1745
R12.Test189	549	2	29870	4	99.8896	165	56	14.0344
R12.Test167	6041	3	29817	6	99.7124	151	56	1.0671
R12.Test58	866	1	29871	2	99.8930	161	56	7.7434
R12.Test144	412	1	29874	2	99.9030	136	53	18.5613
R12.Test149	2999	2	29856	4	99.8428	180	64	1.4400
R12.Test151	7729	1	29865	2	99.8729	194	62	0.8237
R12.Test17	9495	1	29853	2	99.8328	152	61	0.5146
R12.Test54	1171	2	29859	4	99.8529	140	59	6.6485
R12.Test162	823	1	29819	2	99.7191	177	58	8.2650
R12.Test184	4452	1	29820	2	99.7224	194	70	1.4889
R12.Test168	419	1	29856	2	99.8428	160	56	18.5889
R12.Test29	310	1	29887	2	99.9465	147	56	19.4924
R12.Test6	8823	1	29860	2	99.8562	172	56	0.5437
R12.Test72	10292	1	29858	2	99.8495	197	64	0.4182
R12.Test13	265	1	29826	2	99.7425	198	90	26.6775
R12.Test75	581	1	29818	2	99.7157	141	56	12.4657
R12.Test46	3158	1	29817	2	99.7124	134	59	1.3513
R12.Test36	772	2	29769	4	99.5519	174	58	10.4743
R12.Test160	601	2	29804	4	99.6689	199	70	10.2725
R12.Test166	550	1	29887	2	99.9465	124	56	15.8202
R12.Test178	7426	1	29796	2	99.6422	123	56	1.0064
R12.Test172	2331	1	29874	2	99.9030	156	56	3.1307
R12.Test16	293	2	29824	4	99.7358	152	56	18.8638
R12.Test8	4154	1	29854	2	99.8361	119	56	1.1739
R12.Test33	1363	1	29826	2	99.7425	198	90	6.2775
R12.Test130	3941	1	29826	2	99.7425	200	70	1.5990
R12.Test43	3652	1	29878	2	99.9164	143	56	1.2409
R12.Test177	2301	1	29823	2	99.7325	136	59	2.4269
R12.Test136	1036	2	29797	4	99.6455	154	59	6.7622
R12.Test97	1068	1	29874	2	99.9030	155	56	7.3256
R12.Test71	1560	2	29881	4	99.9264	165	56	5.1717
R12.Test70	10629	1	29868	2	99.8830	164	56	0.4881
R12.Test93	2913	1	29824	2	99.7358	196	90	1.9855
R12.Test194	247	2	29858	4	99.8495	168	64	23.6917
R12.Test176	6533	2	29824	4	99.7358	152	56	1.1619
R12.Test28	2294	2	29875	4	99.9064	164	56	2.3686
R12.Test47	8077	3	29792	6	99.6288	128	58	0.7241
R12.Test170	3402	2	29874	4	99.9030	159	56	1.8287
R12.Test37	1594	2	29814	4	99.7024	150	56	3.6940
R12.Test137	708	1	29826	2	99.7425	190	70	8.9431
R12.Test24	1210	2	29770	4	99.5552	161	58	6.8871
R12.Test59	2339	1	29852	2	99.8294	162	62	2.5896
R12.Test138	12205	1	29882	2	99.9298	151	62	0.2494
R12.Test101	10208	2	29807	4	99.6790	151	56	0.4790
R12.Test111	7519	2	29859	4	99.8529	175	67	1.0423
R12.Test199	575	1	29885	2	99.9398	150	56	14.2030
R12.Test132	1062	1	29842	2	99.7960	190	84	7.8214
R12.Test140	927	1	29869	2	99.8863	156	56	9.4525
R12.Test34	1185	2	29875	4	99.9064	162	56	7.6677
R12.Test113	2311	2	29817	4	99.7124	151	56	2.3752
R12.Test44	1364	3	29771	6	99.5586	161	56	5.4701
R12.Test103	759	1	29876	2	99.9097	164	56	11.2375
R12.Test146	1234	1	29818	2	99.7157	135	53	4.3074
R12.Test19	2987	1	29875	2	99.9064	160	56	1.9156
R12.Test38	3416	1	29813	2	99.6990	151	62	1.8005
R12.Test180	2957	2	29818	8	99.7157	162	56	3.5547
R12.Test48	11905	1	29816	2	99.7091	200	90	0.2627
R12.Test27	897	1	29871	2	99.8930	136	59	9.7672
R12.Test186	15978	2	29770	4	99.5552	161	58	0.2316
R12.Test23	1074	2	29828	4	99.7492	188	58	6.8479
R12.Test169	848	2	29828	4	99.7492	169	47	9.1530
R12.Test98	11093	2	29857	4	99.8462	130	59	0.4784
R12.Test85	4233	1	29770	2	99.5552	204	70	1.7059
R12.Test148	2291	1	29827	2	99.7458	114	53	2.5119
R12.Test61	11839	2	29796	8	99.6422	136	62	0.3247
R12.Test187	1455	2	29801	4	99.6589	151	56	4.2583
R12.Test125	4289	1	29818	2	99.7157	123	56	1.5611
R12.Test60	4566	1	29865	2	99.8729	162	56	1.4610
R12.Test142	1479	2	29848	4	99.8161	156	56	3.9325
R12.Test56	1343	2	29808	4	99.6823	200	70	5.4836
R12.Test94	1039	2	29821	4	99.7258	182	56	8.0594
R12.Test164	412	1	29836	2	99.7759	177	64	18.4499
R12.Test182	1274	1	29827	2	99.7458	194	70	5.7683
R12.Test155	1390	1	29866	2	99.8763	161	56	5.2837
R12.Test188	12376	1	29822	2	99.7291	144	67	0.2559
R12.Test82	814	1	29891	2	99.9599	157	56	11.1994
R12.Test147	9220	1	29827	2	99.7458	198	70	0.5308
R12.Test65	210	2	29820	4	99.7224	129	53	31.0863
R12.Test81	3179	1	29824	2	99.7358	196	70	2.3155
R12.Test139	779	1	29869	2	99.8863	135	53	8.5666
R12.Test192	1189	3	29841	6	99.7927	156	56	8.6238
R12.Test26	1116	1	29891	2	99.9599	146	59	6.5492
R12.Test198	1265	1	29770	2	99.5552	204	70	5.6364
R12.Test80	1729	1	29813	2	99.6990	155	56	3.7744
R12.Test53	7914	1	29869	2	99.8863	175	64	0.5641
R12.Test105	11458	2	29805	4	99.6723	135	62	0.2637
R12.Test197	536	2	29872	4	99.8963	163	56	16.3434
R12.Test115	14309	1	29802	2	99.6622	111	53	0.2268
R12.Test7	5304	1	29770	2	99.5552	190	70	1.3141
R12.Test62	622	2	29812	4	99.6957	174	70	9.2096
R12.Test134	4672	1	29843	2	99.7994	186	62	1.4560
R12.Test99	3036	1	29861	2	99.8595	192	58	2.0912
R12.Test196	2769	2	29839	4	99.7860	160	58	2.4981
R12.Test174	1869	1	29830	2	99.7559	111	53	3.9058
R12.Test18	1688	1	29854	2	99.8361	155	56	4.3161
R12.Test153	2659	2	29827	4	99.7458	139	56	1.5117
R12.Test190	570	7	29420	14	98.3848	113	56	10.5097
R12.Test39	1423	1	29842	2	99.7960	139	59	6.2438
R12.Test49	121	1	29859	2	99.8529	184	58	39.9777
R12.Test57	2496	1	29819	2	99.7191	132	59	3.1141
R12.Test179	3746	2	29801	4	99.6589	194	70	1.2223
R12.Test123	594	1	29820	2	99.7224	187	56	14.8237
R12.Test14	4196	1	29865	2	99.8729	151	56	1.6140
R12.Test156	9796	2	29866	4	99.8763	171	56	0.5082
R12.Test193	518	3	29819	6	99.7191	160	58	12.0775
R12.Test76	1039	1	29865	2	99.8729	149	56	8.4212
R12.Test45	1048	1	29820	2	99.7224	187	56	7.9997
R12.Test35	1517	1	29875	2	99.9064	172	56	6.0984
R12.Test150	848	2	29771	8	99.5586	159	56	15.3085
R12.Test126	11210	1	29826	2	99.7425	152	59	0.4086
R12.Test120	3498	2	29827	4	99.7458	196	64	2.2149
R12.Test32	2452	1	29833	2	99.7659	156	56	2.7368
R12.Test2	2932	1	29872	2	99.8963	192	70	2.6891
R12.Test42	2728	1	29796	2	99.6422	189	70	1.5242
R12.Test11	8966	2	29824	4	99.7358	152	56	0.8262
R12.Test10	2894	1	29858	2	99.8495	198	70	2.1335
R12.Test152	955	1	29858	2	99.8495	168	56	7.7030
R12.Test69	3312	1	29820	2	99.7224	195	56	1.9437
R12.Test185	12423	1	29820	2	99.7224	170	56	0.2587
R12.Test127	14299	1	29819	2	99.7191	132	56	0.2355
R12.Test84	1335	1	29877	2	99.9131	126	56	6.1549
R12.Test158	666	1	29886	2	99.9431	157	56	12.7037
R12.Test92	6702	1	29818	2	99.7157	155	56	0.9862
R12.Test161	273	1	29879	2	99.9197	194	70	24.7747
R12.Test128	560	2	29877	4	99.9131	165	56	12.8283
R12.Test157	445	2	29799	4	99.6522	157	64	11.6540
R12.Test88	11649	1	29592	2	98.9600	196	44	0.4334
R12.Test145	5574	1	29871	2	99.8930	136	59	1.2780
R12.Test122	1615	2	29817	4	99.7124	135	59	3.6702
R12.Test95	1170	10	29681	20	99.2576	119	35	5.1986
R12.Test112	3034	1	29818	2	99.7157	192	70	2.2136
R12.Test131	837	1	29832	2	99.7626	142	59	8.6335
R12.Test108	3866	2	29743	4	99.4649	175	58	1.6614
R12.Test89	10534	1	29862	2	99.8629	131	56	0.2686
R12.Test102	985	2	29875	4	99.9064	164	56	8.8716
R12.Test118	1124	1	29770	2	99.5552	204	70	7.5706
R12.Test64	1423	2	29824	4	99.7358	139	62	6.2094
R12.Test90	2739	1	29770	2	99.5552	184	90	1.4869
R12.Test91	600	2	29858	4	99.8495	155	56	12.3196
R12.Test77	1333	1	29818	2	99.7157	157	56	6.0082
R12.Test117	955	4	29759	12	99.5184	160	58	11.1114
R12.Test68	6411	1	29869	2	99.8863	145	56	1.1198
R12.Test107	2476	1	29863	2	99.8662	149	56	3.0826
R12.Test195	8627	1	29813	2	99.6990	105	56	0.8872
R12.Test40	11127	2	29880	4	99.9231	146	56	0.2666
R12.Test100	1600	1	29867	2	99.8796	192	70	3.9247
R12.Test30	11904	1	29844	2	99.8027	168	70	0.2611
R12.Test143	7732	2	29812	4	99.6957	146	56	0.6982
R12.Test41	461	3	29860	6	99.8562	139	56	13.9736
R12.Test12	7426	8	29614	16	99.0335	109	47	0.9885
R12.Test110	5935	1	29774	2	99.5686	155	56	1.1925
R12.Test31	11076	2	29863	4	99.8662	137	56	0.2646
R12.Test106	2118	1	29855	2	99.8395	124	56	3.8500
R12.Test73	2651	1	29852	2	99.8294	131	61	2.9406
R12.Test116	1544	1	29860	2	99.8562	132	59	5.2548
R12.Test183	1373	1	29882	2	99.9298	159	56	5.6140
R12.Test171	1077	1	29885	2	99.9398	123	53	6.6018
R12.Test15	1754	1	29875	2	99.9064	136	59	5.0490
R12.Test5	291	2	29830	4	99.7559	139	67	26.0245
