sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R10.Test131	15466	2	29837	4	99.7793	147	56	0.3594
R10.Test30	2327	1	29865	2	99.8729	142	62	3.1621
R10.Test173	1854	1	29819	2	99.7191	181	64	4.6715
R10.Test193	834	1	29824	2	99.7358	155	56	9.6285
R10.Test9	1546	1	29883	2	99.9331	142	53	5.6452
R10.Test72	387	2	29819	4	99.7191	155	56	21.3987
R10.Test41	2436	1	29827	2	99.7458	200	70	3.5423
R10.Test124	2198	2	29835	4	99.7726	176	57	2.9638
R10.Test36	1598	1	29852	2	99.8294	194	70	5.0530
R10.Test138	977	2	29822	4	99.7291	152	56	7.5786
R10.Test169	773	1	29873	2	99.8997	136	59	11.3589
R10.Test64	464	2	29844	4	99.8027	151	59	17.3163
R10.Test123	1616	1	29888	2	99.9498	192	70	4.1117
R10.Test84	499	1	29874	2	99.9030	154	56	15.1149
R10.Test15	1034	1	29829	2	99.7525	191	70	7.8787
R10.Test136	988	1	29875	2	99.9064	124	58	7.8993
R10.Test90	299	1	29821	2	99.7258	192	70	26.7714
R10.Test152	1074	1	29827	2	99.7458	123	53	8.0854
R10.Test34	533	1	29900	2	99.9900	160	53	12.7589
R10.Test111	1124	1	29816	2	99.7091	162	56	5.7608
R10.Test125	5018	19	28957	38	96.8364	77	44	1.3539
R10.Test120	1056	1	29883	2	99.9331	134	53	6.6990
R10.Test107	1360	2	29770	4	99.5552	161	58	4.8101
R10.Test186	3442	2	29791	4	99.6255	124	58	1.7021
R10.Test21	1223	2	29799	4	99.6522	189	58	5.7215
R10.Test66	489	1	29819	2	99.7191	194	70	17.1146
R10.Test149	3044	1	29816	2	99.7091	194	70	2.4417
R10.Test188	1671	4	29771	12	99.5586	161	56	3.5588
R10.Test55	164	1	29859	2	99.8529	159	56	37.7616
R10.Test86	524	1	29864	2	99.8696	174	56	13.7739
R10.Test167	586	1	29883	2	99.9331	152	56	15.0785
R10.Test195	95	1	29840	2	99.7893	175	67	51.6535
R10.Test175	346	1	29875	2	99.9064	114	53	21.9573
R10.Test118	5413	1	29864	2	99.8696	149	56	0.8879
R10.Test94	225	1	29819	2	99.7191	186	70	27.5054
R10.Test190	655	1	29827	2	99.7458	151	56	11.0728
R10.Test170	1041	2	29850	5	99.8228	143	59	7.8505
R10.Test60	526	1	29864	2	99.8696	172	56	15.5941
R10.Test80	1228	2	29783	4	99.5987	162	61	5.1160
R10.Test28	2363	1	29824	2	99.7358	200	70	1.5815
R10.Test116	1976	1	29875	2	99.9064	136	59	3.6619
R10.Test181	2070	1	29819	2	99.7191	180	64	2.5790
R10.Test6	1950	1	29817	2	99.7124	192	70	4.2115
R10.Test8	9344	1	29872	2	99.8963	192	70	0.5279
R10.Test43	1275	1	29827	2	99.7458	155	56	6.4621
R10.Test26	2516	1	29862	2	99.8629	192	70	2.4358
R10.Test155	265	2	29887	4	99.9465	144	56	24.4241
R10.Test150	5171	1	29858	2	99.8495	161	56	0.9872
R10.Test108	192	1	29827	2	99.7458	198	64	35.3911
R10.Test81	3452	1	29858	2	99.8495	200	70	1.7795
R10.Test122	484	3	29771	6	99.5586	161	56	13.9841
R10.Test93	1357	1	29830	2	99.7559	142	59	6.9281
R10.Test106	85	1	29862	2	99.8629	155	56	43.3611
R10.Test187	1086	2	29798	4	99.6489	147	70	8.2225
R10.Test61	9880	4	29759	10	99.5184	161	58	0.5017
R10.Test52	13465	3	29759	6	99.5184	161	58	0.2481
R10.Test44	6056	3	29869	6	99.8863	134	56	1.2442
R10.Test161	2185	2	29846	4	99.8094	150	56	2.8784
R10.Test192	931	1	29826	2	99.7425	202	70	6.8125
R10.Test172	535	1	29815	2	99.7057	204	70	11.6690
R10.Test33	465	1	29865	2	99.8729	119	62	17.7763
R10.Test2	544	2	29743	4	99.4649	198	70	15.2354
R10.Test101	1028	1	29868	2	99.8830	158	61	5.7798
R10.Test88	3611	2	29868	4	99.8830	156	56	1.8437
R10.Test20	4115	3	29825	6	99.7392	162	56	1.5673
R10.Test168	1046	2	29788	4	99.6154	200	70	8.9056
R10.Test117	427	1	29874	2	99.9030	151	59	19.2080
R10.Test68	400	1	29827	2	99.7458	130	59	18.0407
R10.Test139	1186	7	29457	14	98.5085	82	56	5.3749
R10.Test166	465	1	29884	2	99.9365	165	58	13.5623
R10.Test57	1588	2	29827	4	99.7458	174	58	5.1410
R10.Test59	2646	1	29827	2	99.7458	202	70	2.3208
R10.Test38	14714	1	29826	2	99.7425	204	70	0.2232
R10.Test40	1679	1	29824	2	99.7358	200	70	5.0156
R10.Test146	2928	1	29820	2	99.7224	187	56	1.4406
R10.Test19	3224	2	29874	4	99.9030	157	56	1.7693
R10.Test4	1324	3	29809	6	99.6857	146	53	5.5835
R10.Test17	5802	1	29817	2	99.7124	153	56	1.2809
R10.Test91	5793	2	29820	4	99.7224	198	70	0.8863
R10.Test83	402	1	29828	2	99.7492	198	70	18.3607
R10.Test189	19363	3	29881	6	99.9264	165	56	0.1794
R10.Test63	1709	1	29866	2	99.8763	175	56	4.0893
R10.Test148	1609	1	29815	2	99.7057	204	70	4.0743
R10.Test75	1444	1	29874	2	99.9030	156	56	5.2416
R10.Test98	263	3	29744	6	99.4683	160	56	27.3086
R10.Test154	5985	1	29826	2	99.7425	194	70	1.2374
R10.Test119	734	1	29872	2	99.8963	192	70	10.9569
R10.Test137	879	2	29824	4	99.7358	152	56	7.0538
R10.Test24	387	1	29820	2	99.7224	195	70	18.5881
R10.Test141	487	1	29869	2	99.8863	161	56	15.8373
R10.Test31	1655	1	29856	2	99.8428	161	56	5.1772
R10.Test46	11792	1	29827	2	99.7458	200	70	0.2633
R10.Test153	337	1	29885	2	99.9398	124	56	18.6253
R10.Test12	189	2	29822	4	99.7291	146	56	20.6912
R10.Test53	201	1	29842	2	99.7960	147	56	21.1060
R10.Test18	1556	1	29804	2	99.6689	143	56	5.0115
R10.Test70	8084	1	29839	2	99.7860	121	53	0.5606
R10.Test179	7037	2	29771	4	99.5586	165	56	0.9521
R10.Test104	801	1	29824	2	99.7358	204	70	8.0187
R10.Test199	1434	1	29820	2	99.7224	175	56	5.4427
R10.Test7	5090	1	29821	2	99.7258	155	56	1.2701
R10.Test37	5613	4	29786	8	99.6087	147	56	1.2541
R10.Test103	522	2	29813	4	99.6990	129	53	14.3310
R10.Test39	757	1	29872	2	99.8963	164	56	11.8874
R10.Test132	249	1	29815	2	99.7057	204	70	30.1232
R10.Test92	600	1	29770	2	99.5552	192	70	11.7719
R10.Test129	13866	1	29838	2	99.7826	196	70	0.2419
R10.Test45	865	1	29840	2	99.7893	145	61	7.4200
R10.Test163	697	1	29824	2	99.7358	196	70	10.2247
R10.Test145	755	3	29821	6	99.7258	133	53	9.9627
R10.Test97	136	1	29770	2	99.5552	190	70	44.8811
R10.Test99	342	1	29818	2	99.7157	169	56	20.7258
R10.Test140	14462	2	29789	4	99.6188	187	87	0.2451
R10.Test164	2543	1	29818	2	99.7157	177	70	3.3545
R10.Test76	3669	1	29872	2	99.8963	192	70	1.5814
R10.Test11	1658	1	29818	2	99.7157	192	70	3.6117
R10.Test32	1723	2	29861	4	99.8595	134	56	4.2526
R10.Test151	343	2	29859	4	99.8529	139	62	22.2069
R10.Test62	674	1	29874	2	99.9030	148	56	10.9324
R10.Test143	5745	1	29816	2	99.7091	141	62	1.2938
R10.Test82	10518	1	29861	2	99.8595	112	58	0.2701
R10.Test112	1550	1	29819	2	99.7191	192	70	5.4421
R10.Test74	657	2	29878	4	99.9164	157	56	11.4706
R10.Test51	9163	1	29770	2	99.5552	174	62	0.5075
R10.Test144	1922	2	29865	4	99.8729	155	56	3.6604
R10.Test165	3200	2	29878	6	99.9164	145	56	2.0636
R10.Test197	1679	1	29838	2	99.7826	150	56	3.6738
R10.Test177	500	1	29822	2	99.7291	166	67	14.6034
R10.Test25	8294	1	29871	2	99.8930	137	59	0.5365
R10.Test160	1039	1	29869	2	99.8863	155	56	6.4032
R10.Test69	1078	1	29874	2	99.9030	155	56	8.2324
R10.Test67	218	1	29827	2	99.7458	183	61	25.5941
R10.Test156	306	1	29855	2	99.8395	135	64	25.4589
R10.Test87	1163	1	29828	2	99.7492	200	70	6.0007
R10.Test89	6064	2	29813	4	99.6990	178	70	1.2215
R10.Test13	970	1	29811	2	99.6923	182	56	7.9787
R10.Test58	927	1	29824	2	99.7358	198	70	8.3740
R10.Test105	15251	3	29825	6	99.7392	165	56	0.3586
R10.Test100	992	1	29828	2	99.7492	200	70	8.4737
R10.Test158	371	3	29817	6	99.7124	160	56	20.7495
R10.Test127	1999	1	29818	2	99.7157	172	56	4.1223
R10.Test182	11173	2	29824	4	99.7358	152	56	0.2669
