sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R5.Test178	1768	9	29600	18	98.9867	149	56	4.0742
R5.Test160	3008	2	29843	4	99.7994	196	70	2.2259
R5.Test72	140	1	29815	2	99.7057	204	70	42.1456
R5.Test117	29	2	29869	4	99.8863	140	62	41.8531
R5.Test94	1978	1	29835	2	99.7726	125	59	2.7164
R5.Test11	39	24	28126	48	94.0575	156	47	83.7089
R5.Test9	93	27	9690	54	32.4048	65	44	29.0465
R5.Test132	622	1	29864	2	99.8696	167	56	12.7100
R5.Test177	799	1	29861	2	99.8595	129	53	8.7106
R5.Test65	32	1	29824	2	99.7358	200	70	55.3607
R5.Test149	771	12	29670	24	99.2208	168	56	10.6069
R5.Test76	4840	1	29858	2	99.8495	160	56	1.4128
R5.Test17	156	3	29817	6	99.7124	200	70	37.3457
R5.Test120	1297	1	29815	2	99.7057	204	70	6.1609
R5.Test107	480	2	29881	4	99.9264	165	56	17.5758
R5.Test122	590	2	29770	8	99.5552	177	56	16.7320
R5.Test10	905	1	29881	2	99.9264	165	56	10.7026
R5.Test73	110	2	29813	4	99.6990	158	56	50.5212
R5.Test154	720	1	29812	2	99.6957	117	56	10.4160
R5.Test2	909	1	29866	2	99.8763	151	56	7.4229
R5.Test85	196	1	29828	2	99.7492	134	59	32.0111
R5.Test188	17	2	29869	4	99.8863	153	56	88.8116
R5.Test55	88	1	29865	2	99.8729	161	56	52.6884
R5.Test24	3872	1	29820	2	99.7224	175	56	1.7982
R5.Test130	68	2	29882	4	99.9298	194	70	62.8855
R5.Test162	5166	1	29844	2	99.8027	191	70	1.3620
R5.Test198	791	7	29610	14	99.0202	109	44	8.3574
R5.Test138	418	1	29771	2	99.5586	152	62	21.6850
R5.Test44	2946	3	29799	6	99.6522	184	70	2.0675
R5.Test4	187	1	29856	2	99.8428	161	56	35.1813
R5.Test180	70	1	29860	2	99.8562	190	70	49.4672
R5.Test171	73	5	29636	12	99.1071	85	30	57.4459
R5.Test190	2778	3	29813	6	99.6990	142	59	2.0403
R5.Test79	1129	1	29865	2	99.8729	169	56	4.7961
R5.Test146	44	1	29861	2	99.8595	110	53	73.1216
R5.Test78	47	1	29820	2	99.7224	185	56	53.1291
R5.Test111	400	1	29821	2	99.7258	194	70	19.8458
R5.Test143	568	1	29820	2	99.7224	194	70	15.4556
R5.Test128	2696	9	29344	18	98.1306	52	47	2.1743
R5.Test155	56	11	29303	22	97.9935	84	55	70.7660
R5.Test192	529	1	29821	2	99.7258	125	53	13.9056
R5.Test168	6	1	29812	2	99.6957	151	59	96.3237
R5.Test35	2338	1	29592	2	98.9600	196	44	2.6116
R5.Test101	772	2	29860	4	99.8562	175	67	10.2057
R5.Test182	2266	2	29843	4	99.7994	196	70	2.6721
R5.Test43	588	1	29816	2	99.7091	198	90	9.9152
R5.Test148	1143	1	29853	2	99.8328	154	56	4.7186
R5.Test115	743	1	29867	2	99.8796	192	70	7.8189
R5.Test28	368	1	29884	2	99.9365	118	56	23.5170
R5.Test31	2424	8	29760	16	99.5218	191	64	2.4154
R5.Test175	420	1	29821	2	99.7258	194	70	18.5573
R5.Test136	8639	16	29425	32	98.4015	126	56	0.5450
R5.Test37	5080	2	29865	4	99.8729	155	56	0.9531
R5.Test133	1270	2	29877	4	99.9131	165	56	6.4401
R5.Test199	356	4	29782	8	99.5954	169	59	19.9238
R5.Test105	11593	11	29443	22	98.4617	159	56	0.2627
R5.Test163	242	1	29862	2	99.8629	161	56	25.7376
R5.Test189	149	1	29869	2	99.8863	148	56	43.6757
R5.Test42	52	1	29822	2	99.7291	192	70	66.4509
R5.Test166	554	24	28390	48	94.9403	71	0	13.3359
R5.Test151	226	1	29824	2	99.7358	200	70	27.6647
R5.Test30	4455	17	29154	34	97.4952	123	47	1.0031
R5.Test99	11646	11	29218	22	97.7093	107	53	0.2600
R5.Test126	11745	1	29827	2	99.7458	200	70	0.2642
R5.Test46	943	1	29856	2	99.8428	155	56	5.0528
R5.Test123	1619	1	29824	2	99.7358	155	56	5.2441
R5.Test98	1480	2	29813	4	99.6990	173	56	6.1696
R5.Test26	13742	1	29817	2	99.7124	196	90	0.2424
R5.Test81	11896	36	28048	72	93.7966	143	56	0.2475
R5.Test51	1021	1	29844	2	99.8027	141	62	8.3180
R5.Test60	71	2	29865	4	99.8729	129	62	64.1186
R5.Test174	2815	1	29827	2	99.7458	200	70	2.2327
R5.Test93	86	1	29885	2	99.9398	178	56	42.6750
R5.Test142	8604	3	29812	6	99.6957	141	61	0.5507
R5.Test57	11606	11	29426	22	98.4048	111	53	0.2621
R5.Test87	1680	1	29833	2	99.7659	153	56	3.9672
R5.Test139	11628	35	12365	70	41.3504	85	47	0.1101
R5.Test22	1619	20	29083	40	97.2578	120	53	5.4274
R5.Test114	684	1	29864	2	99.8696	167	56	9.8964
R5.Test196	177	7	29473	14	98.5620	137	30	28.5330
R5.Test61	1232	3	29759	6	99.5184	161	58	6.5384
R5.Test92	109	45	23959	90	80.1224	98	34	58.3624
R5.Test50	425	2	29877	4	99.9131	165	56	18.8980
R5.Test193	729	27	28697	54	95.9670	90	35	10.6945
R5.Test80	1298	1	29866	2	99.8763	187	64	6.0384
R5.Test186	118	1	29837	2	99.7793	143	59	43.2902
R5.Test7	1081	3	29846	6	99.8094	178	64	7.9545
R5.Test200	148	22	28670	44	95.8767	94	58	37.8886
R5.Test74	3090	3	29825	6	99.7392	165	56	1.9691
R5.Test169	818	2	29819	4	99.7191	189	64	7.4734
R5.Test183	348	3	29819	6	99.7191	180	58	20.2059
R5.Test48	297	4	29490	8	98.6189	186	70	22.5216
R5.Test129	11751	11	29207	22	97.6725	128	56	0.2586
R5.Test67	11535	1	29868	2	99.8830	192	70	0.2658
R5.Test157	580	1	29855	2	99.8395	198	70	13.3714
R5.Test140	305	1	29815	2	99.7057	204	70	22.5205
R5.Test23	146	1	29860	2	99.8562	173	56	37.0149
R5.Test49	1125	1	29819	2	99.7191	182	64	6.7064
R5.Test104	62	1	29855	2	99.8395	130	56	62.3374
R5.Test15	1324	1	29827	2	99.7458	151	56	5.3292
R5.Test96	4693	1	29811	2	99.6923	147	56	1.1019
R5.Test125	961	2	29865	4	99.8729	155	56	8.4981
R5.Test32	46	2	29830	4	99.7559	169	56	50.0437
R5.Test40	133	3	29818	6	99.7157	204	70	31.5815
R5.Test194	313	1	29816	2	99.7091	198	90	25.1520
R5.Test89	2751	2	29816	4	99.7091	155	56	2.6248
R5.Test103	259	1	29819	2	99.7191	148	64	30.5167
R5.Test59	166	1	29770	2	99.5552	194	84	24.8232
R5.Test106	212	2	29811	4	99.6923	147	56	34.0289
R5.Test36	124	1	29866	2	99.8763	175	56	46.0749
R5.Test88	214	1	29860	2	99.8562	203	70	30.2874
R5.Test158	645	1	29881	2	99.9264	146	56	14.3969
R5.Test58	2215	3	29565	6	98.8697	190	42	2.7161
R5.Test165	504	4	29647	8	99.1439	127	56	16.6792
R5.Test33	442	14	29463	28	98.5286	126	56	17.9448
R5.Test173	115	4	29817	8	99.7124	194	64	30.2218
R5.Test176	1201	1	29854	2	99.8361	176	64	5.7361
R5.Test135	35	24	28946	48	96.7997	77	30	45.8962
R5.Test41	123	2	29770	8	99.5552	177	56	58.7937
R5.Test69	743	3	29861	6	99.8595	146	59	8.7386
R5.Test116	122	42	26239	84	87.7470	33	0	53.0031
R5.Test141	762	30	16792	60	56.1549	109	35	6.9505
R5.Test113	245	2	29782	4	99.5954	163	56	31.1486
R5.Test68	2512	3	29771	6	99.5586	161	56	1.5793
R5.Test47	235	1	29862	2	99.8629	173	56	31.4844
R5.Test82	3786	2	29825	4	99.7392	165	56	1.6608
R5.Test164	212	36	16134	72	53.9545	70	44	20.6960
R5.Test52	214	1	29629	2	99.0837	198	47	34.4729
R5.Test90	838	1	29858	2	99.8495	193	70	10.2558
R5.Test27	1577	4	29487	8	98.6088	186	70	5.4257
R5.Test63	229	1	29888	2	99.9498	154	56	31.1828
R5.Test195	85	1	29861	2	99.8595	112	53	58.0193
R5.Test38	401	1	29865	2	99.8729	192	70	13.8737
R5.Test109	10803	1	29866	2	99.8763	175	56	0.2673
R5.Test152	163	2	29847	4	99.8127	151	56	39.3429
R5.Test39	748	27	28257	54	94.4955	68	0	7.6269
R5.Test185	39	7	29634	14	99.1004	155	49	73.1043
R5.Test56	125	32	28873	64	96.5555	75	35	52.0743
R5.Test21	58	1	29857	2	99.8462	186	70	62.2215
R5.Test86	279	43	25310	86	84.6403	136	56	18.5566
R5.Test124	1050	2	29863	4	99.8662	146	59	8.4683
R5.Test91	80	2	29818	4	99.7157	155	56	45.1210
R5.Test14	285	1	29813	2	99.6990	139	59	21.0130
R5.Test62	39	1	29827	2	99.7458	200	70	52.9648
R5.Test1	260	1	29798	2	99.6489	157	56	29.6052
R5.Test179	3158	3	29798	6	99.6489	174	58	1.9980
R5.Test83	11660	2	29839	4	99.7860	155	58	0.2648
R5.Test53	1558	1	29815	2	99.7057	204	70	4.3266
R5.Test147	64	1	29869	2	99.8863	174	56	60.8450
R5.Test150	119	1	29821	2	99.7258	194	70	44.9236
R5.Test119	644	2	29807	4	99.6790	165	56	15.3098
R5.Test75	71	5	29677	10	99.2442	190	56	36.5056
R5.Test97	43	17	4577	34	15.3062	0	0	38.0181
R5.Test134	196	2	29852	8	99.8294	131	61	33.2874
R5.Test20	475	2	29824	4	99.7358	182	64	12.1832
R5.Test66	157	20	28896	40	96.6324	169	56	36.1001
