sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R20.Test18	4614	1	29865	2	99.8729	147	58	1.5184
R20.Test129	1534	1	29817	2	99.7124	136	59	5.1304
R20.Test118	10501	2	29837	4	99.7793	165	61	0.2699
R20.Test53	6472	2	29839	4	99.7860	160	56	1.0486
R20.Test86	2105	1	29838	2	99.7826	184	64	4.1710
R20.Test15	1655	3	29771	6	99.5586	161	56	4.4525
R20.Test72	2040	1	29836	2	99.7759	199	64	3.3837
R20.Test105	479	3	29696	6	99.3078	153	59	15.8856
R20.Test60	2686	1	29878	2	99.9164	142	53	2.1061
R20.Test107	1574	1	29826	2	99.7425	200	70	5.0121
R20.Test177	3317	3	29770	6	99.5552	158	58	1.7708
R20.Test67	1065	1	29839	2	99.7860	192	70	7.0446
R20.Test121	939	2	29810	4	99.6890	183	61	8.4473
R20.Test158	2353	2	29767	4	99.5452	181	56	2.2976
R20.Test175	5111	1	29868	2	99.8830	162	56	1.0740
R20.Test83	1423	2	29818	4	99.7157	108	59	5.9128
R20.Test29	3149	2	29865	4	99.8729	146	56	1.8313
R20.Test24	15952	2	29843	4	99.7994	189	70	0.3546
R20.Test131	9456	2	29847	4	99.8127	147	56	0.8518
R20.Test82	19952	1	29796	2	99.6422	146	56	0.1960
R20.Test28	3481	5	29703	10	99.3312	141	53	1.8627
R20.Test76	1752	1	29824	2	99.7358	155	56	3.8563
R20.Test21	11832	1	29863	2	99.8662	148	56	0.4244
R20.Test73	4751	2	29849	4	99.8194	175	58	1.2781
R20.Test161	12556	2	29818	8	99.7157	162	56	0.4522
R20.Test139	1453	3	29833	6	99.7659	128	53	5.3113
R20.Test52	2933	1	29879	2	99.9197	158	56	2.8877
R20.Test46	1400	2	29827	4	99.7458	166	62	6.0915
R20.Test19	1603	4	29817	12	99.7124	160	56	5.3388
R20.Test14	2304	2	29827	4	99.7458	142	61	3.8591
R20.Test198	1083	1	29868	2	99.8830	154	56	7.7971
R20.Test148	2681	3	29826	6	99.7425	179	70	3.4392
R20.Test92	13377	1	29812	2	99.6957	118	56	0.2398
R20.Test25	4926	3	29747	6	99.4783	124	56	1.1653
R20.Test43	1833	3	29799	6	99.6522	146	53	4.0046
R20.Test169	2053	2	29869	4	99.8863	194	70	3.9505
R20.Test32	6153	3	29814	6	99.7024	116	53	1.1827
R20.Test120	8318	2	29880	4	99.9231	163	56	0.8364
R20.Test80	2645	1	29875	2	99.9064	164	56	2.3768
R20.Test165	4602	3	29868	6	99.8830	134	59	1.3827
R20.Test167	4013	3	29799	6	99.6522	149	56	1.5918
R20.Test182	15103	2	29844	4	99.8027	175	64	0.2289
R20.Test66	1006	2	29875	4	99.9064	160	56	8.5991
R20.Test63	10066	1	29815	2	99.7057	189	70	0.4880
R20.Test137	3516	3	29790	6	99.6221	186	70	1.8350
R20.Test87	13723	1	29818	2	99.7157	157	56	0.2357
R20.Test156	13017	1	29812	2	99.6957	196	70	0.2515
R20.Test112	18967	1	29826	2	99.7425	161	56	0.2860
R20.Test135	786	1	29770	2	99.5552	190	70	10.4210
R20.Test97	2880	2	29868	4	99.8830	136	62	3.1159
R20.Test50	8667	1	29888	2	99.9498	169	58	0.5244
R20.Test144	11036	2	29771	4	99.5586	163	56	0.2649
R20.Test194	6382	3	29866	6	99.8763	137	53	1.1964
R20.Test170	3031	2	29602	4	98.9934	182	44	1.9702
R20.Test37	1277	1	29823	2	99.7325	136	59	6.9663
R20.Test186	2644	2	29845	4	99.8060	135	59	2.6335
R20.Test143	1475	3	29816	6	99.7091	133	53	5.5910
R20.Test2	6975	1	29881	2	99.9264	165	56	0.9401
R20.Test116	6153	1	29825	2	99.7392	179	61	0.9780
R20.Test152	3723	1	29882	2	99.9298	128	53	1.8559
R20.Test57	7722	1	29871	2	99.8930	157	56	0.9016
R20.Test193	646	2	29802	4	99.6622	195	90	13.4190
R20.Test90	3122	1	29837	2	99.7793	191	70	2.8298
R20.Test30	3823	1	29829	2	99.7525	161	58	1.6415
R20.Test100	12657	1	29871	2	99.8930	136	59	0.4019
R20.Test64	2898	2	29814	4	99.7024	150	56	2.2390
R20.Test195	12692	2	29744	4	99.4683	124	55	0.3491
R20.Test147	3088	1	29824	2	99.7358	200	70	2.4909
R20.Test197	6259	1	29771	2	99.5586	155	56	1.2515
R20.Test69	3915	3	29818	14	99.7157	162	56	3.0593
R20.Test145	3820	2	29840	4	99.7893	140	59	1.6237
R20.Test27	24705	1	29886	2	99.9431	166	56	0.1621
R20.Test5	1403	3	29728	6	99.4148	185	59	5.7695
R20.Test20	6911	1	29809	2	99.6857	173	58	0.9162
R20.Test122	6548	2	29818	8	99.7157	162	56	1.9650
R20.Test9	1391	1	29867	2	99.8796	192	70	6.1912
R20.Test3	3660	1	29824	2	99.7358	155	56	1.9922
R20.Test8	3951	1	29817	2	99.7124	202	70	1.7206
R20.Test133	7224	1	29829	2	99.7525	191	64	0.9347
R20.Test164	12664	1	29829	2	99.7525	199	84	0.2514
R20.Test134	3064	2	29885	4	99.9398	126	53	1.8682
R20.Test126	4281	2	28432	4	95.0808	115	59	1.4253
R20.Test163	1890	3	29784	6	99.6020	183	59	3.7247
R20.Test55	2577	1	29837	2	99.7793	190	81	2.3272
R20.Test172	4554	2	29744	4	99.4683	123	59	1.0056
R20.Test81	14539	1	29823	2	99.7325	129	56	0.2230
R20.Test79	4323	2	29821	4	99.7258	158	56	2.0983
R20.Test74	4322	1	29814	2	99.7024	130	56	1.7595
R20.Test95	2539	3	29803	6	99.6656	154	67	2.3789
R20.Test22	4412	1	29875	2	99.9064	155	56	1.1388
R20.Test141	1113	3	29818	6	99.7157	162	58	5.1681
R20.Test191	7038	2	29825	4	99.7392	177	61	0.7466
R20.Test102	4148	1	29828	2	99.7492	198	70	1.1645
R20.Test150	3083	1	29877	2	99.9131	165	56	2.0894
R20.Test35	3886	1	29835	2	99.7726	158	56	2.1031
R20.Test88	5957	1	29847	2	99.8127	146	53	1.0987
R20.Test49	899	2	29872	4	99.8963	136	53	8.7402
R20.Test180	3236	1	29771	2	99.5586	168	70	1.3763
R20.Test38	4582	1	29872	2	99.8963	192	70	1.3719
R20.Test44	7765	1	29770	2	99.5552	200	70	0.6493
R20.Test16	6829	6	29798	12	99.6489	157	53	0.9382
R20.Test51	3923	1	29833	2	99.7659	141	59	1.8522
R20.Test176	5682	2	29772	4	99.5619	151	67	1.0078
R20.Test85	3520	2	29818	4	99.7157	145	55	1.5728
R20.Test138	5356	3	29842	6	99.7960	160	56	1.3023
R20.Test98	4791	1	29811	2	99.6923	173	61	1.4221
R20.Test149	3789	1	29816	2	99.7091	194	70	1.6238
R20.Test106	13319	1	29796	2	99.6422	117	56	0.4634
R20.Test199	3263	2	29811	4	99.6923	202	70	2.1812
R20.Test91	3375	2	29824	4	99.7358	152	56	1.3394
R20.Test168	3273	4	29755	8	99.5051	149	53	1.7833
R20.Test58	1647	1	29770	2	99.5552	188	61	4.0308
R20.Test13	1620	2	29826	4	99.7425	159	58	4.3799
R20.Test110	14660	1	29770	2	99.5552	198	70	0.2327
R20.Test31	1505	3	29748	6	99.4817	156	56	4.4993
R20.Test12	3305	2	29838	4	99.7826	160	56	1.9402
R20.Test189	10456	1	29835	2	99.7726	204	70	0.4757
R20.Test59	4689	1	29886	2	99.9431	152	56	1.7237
R20.Test173	1342	3	29707	6	99.3445	162	53	6.0732
R20.Test54	3833	1	29827	2	99.7458	141	59	1.8100
R20.Test104	3084	2	29771	4	99.5586	161	56	2.2776
R20.Test75	5208	1	29770	2	99.5552	188	70	1.3084
R20.Test41	3080	1	29880	2	99.9231	144	56	1.8820
R20.Test6	13205	1	29839	2	99.7860	194	70	0.4044
R20.Test48	2758	1	29871	2	99.8930	137	59	2.8674
R20.Test34	6216	1	29877	2	99.9131	164	56	1.1672
R20.Test140	3099	2	29743	4	99.4649	137	81	2.4187
R20.Test190	4736	2	29818	4	99.7157	179	70	1.3056
R20.Test39	2349	1	29838	2	99.7826	141	59	3.6433
R20.Test94	3159	2	29891	4	99.9599	133	53	1.9135
R20.Test99	8339	1	29826	2	99.7425	158	62	0.5339
R20.Test174	2538	2	29850	4	99.8228	158	56	2.0952
R20.Test151	4411	1	29861	2	99.8595	132	59	1.7765
R20.Test128	15917	4	29834	8	99.7693	135	68	0.2236
R20.Test103	913	3	29800	6	99.6556	149	56	9.4706
R20.Test119	6608	2	29725	4	99.4047	168	72	0.8971
R20.Test181	16303	4	29725	8	99.4047	139	53	0.2062
R20.Test71	4312	2	29798	4	99.6489	173	75	1.4382
R20.Test45	3812	1	29874	2	99.9030	194	62	1.5963
R20.Test23	1544	1	29878	2	99.9164	194	70	4.7003
R20.Test89	5343	2	29809	4	99.6857	187	70	1.2824
R20.Test84	1254	1	29819	2	99.7191	158	61	5.1335
R20.Test26	13961	1	29817	2	99.7124	155	56	0.2404
R20.Test78	3352	1	29826	2	99.7425	198	70	2.4701
R20.Test111	9692	2	29776	4	99.5753	135	59	0.5011
R20.Test159	1770	1	29838	2	99.7826	200	90	4.2507
R20.Test10	4058	1	29860	2	99.8562	193	70	1.5693
R20.Test136	5330	4	29753	8	99.4984	137	53	1.2619
R20.Test124	2296	1	29818	2	99.7157	151	56	3.5848
R20.Test155	5376	2	29797	4	99.6455	194	64	1.0366
R20.Test178	13254	1	29828	2	99.7492	103	53	0.2509
R20.Test65	1554	2	29861	4	99.8595	132	59	5.2994
R20.Test157	3358	5	29716	10	99.3746	160	59	1.9292
R20.Test7	2783	2	29830	4	99.7559	191	70	2.6021
R20.Test17	3342	2	29875	4	99.9064	163	56	2.6822
R20.Test166	3375	1	29875	2	99.9064	164	56	2.1304
R20.Test123	2867	2	29810	4	99.6890	132	62	2.1050
R20.Test108	3889	1	29817	2	99.7124	192	70	1.6098
R20.Test132	7393	1	29855	2	99.8395	134	59	0.9372
R20.Test115	1821	2	29847	4	99.8127	162	56	3.9833
R20.Test4	10442	1	29830	2	99.7559	193	70	0.7448
R20.Test61	4116	3	29818	6	99.7157	158	56	1.3780
R20.Test117	2863	1	29826	2	99.7425	117	53	2.4780
R20.Test185	13507	2	29825	4	99.7392	188	70	0.3981
R20.Test187	4977	1	29818	2	99.7157	138	56	1.3760
R20.Test162	2115	2	29848	4	99.8161	155	56	3.5295
R20.Test68	5995	2	29835	4	99.7726	186	70	1.3306
