sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R15.Test11	2488	1	29839	2	99.7860	139	53	2.3485
R15.Test76	1003	1	29824	2	99.7358	192	70	7.3131
R15.Test127	3884	1	29826	2	99.7425	188	70	1.8639
R15.Test163	913	1	29827	2	99.7458	188	84	8.4411
R15.Test175	3213	1	29861	2	99.8595	131	55	2.5713
R15.Test119	1983	1	29823	2	99.7325	151	56	3.5847
R15.Test47	2520	2	29771	8	99.5586	163	56	5.1494
R15.Test181	17916	1	29806	2	99.6756	196	70	0.2043
R15.Test145	977	1	29865	2	99.8729	152	56	5.7254
R15.Test166	2390	1	29875	2	99.9064	155	56	3.3174
R15.Test89	2966	2	29869	4	99.8863	153	56	1.9717
R15.Test92	4788	1	29827	2	99.7458	118	53	1.4695
R15.Test84	1375	3	29816	6	99.7091	151	56	5.9737
R15.Test195	265	2	29858	4	99.8495	198	56	23.6333
R15.Test138	217	1	29813	2	99.6990	192	70	33.1617
R15.Test182	10794	5	29795	10	99.6388	161	58	0.4538
R15.Test113	940	2	29877	4	99.9131	165	56	7.0199
R15.Test71	4441	1	29836	2	99.7759	174	56	1.6027
R15.Test88	3444	1	29821	2	99.7258	192	70	2.0743
R15.Test43	1906	1	29879	2	99.9197	164	56	4.6569
R15.Test31	1505	1	29826	2	99.7425	151	56	4.5805
R15.Test16	4332	2	29827	4	99.7458	152	56	1.5732
R15.Test150	2899	1	29817	2	99.7124	188	70	2.0813
R15.Test191	2052	1	29889	2	99.9532	195	70	4.0702
R15.Test164	11871	1	29856	2	99.8428	152	58	0.2589
R15.Test142	2685	3	29787	6	99.6121	194	64	2.2422
R15.Test51	3511	1	29878	2	99.9164	105	53	1.2976
R15.Test192	532	2	29774	4	99.5686	133	53	12.0405
R15.Test141	5271	1	29871	2	99.8930	142	59	1.3782
R15.Test22	1965	1	29815	2	99.7057	204	70	4.2469
R15.Test185	5546	2	29813	4	99.6990	151	56	1.1603
R15.Test66	1410	2	29887	4	99.9465	143	53	4.8071
R15.Test178	2760	2	29828	4	99.7492	164	56	2.7315
R15.Test72	2076	3	29771	6	99.5586	161	56	3.6248
R15.Test200	7750	4	29814	8	99.7024	137	53	0.5627
R15.Test167	2226	1	29872	2	99.8963	194	70	3.4099
R15.Test32	2105	1	29834	2	99.7693	203	70	3.7434
R15.Test123	2634	1	29816	2	99.7091	192	70	2.3874
R15.Test52	488	2	29843	4	99.7994	153	56	14.4359
R15.Test108	5192	2	29799	4	99.6522	133	59	1.6366
R15.Test155	2527	1	29882	2	99.9298	153	56	2.2393
R15.Test21	548	1	29868	2	99.8830	144	59	14.7530
R15.Test180	4407	2	29819	4	99.7191	161	58	1.6003
R15.Test85	2568	1	29843	2	99.7994	203	64	2.9488
R15.Test140	869	2	29821	4	99.7258	137	53	7.1870
R15.Test129	876	2	29807	4	99.6790	151	56	9.1791
R15.Test152	14943	1	29821	2	99.7258	194	70	0.2233
R15.Test4	12998	1	29830	2	99.7559	141	59	0.2491
R15.Test91	4728	2	29835	4	99.7726	138	59	1.2002
R15.Test40	2057	2	29851	4	99.8261	134	53	4.3277
R15.Test190	3520	2	29874	4	99.9030	157	56	1.7726
R15.Test151	4969	1	29875	2	99.9064	165	56	1.6665
R15.Test184	13868	1	29843	2	99.7994	150	65	0.2386
R15.Test118	2026	4	29742	8	99.4616	175	58	2.7410
R15.Test196	8908	3	29771	12	99.5586	161	56	0.6958
R15.Test2	1065	2	29876	4	99.9097	166	56	6.9331
R15.Test18	3210	4	29771	8	99.5586	161	56	1.7645
R15.Test86	4876	1	29865	2	99.8729	182	61	1.4652
R15.Test157	11700	2	29827	4	99.7458	168	56	0.5555
R15.Test57	13762	1	29826	2	99.7425	188	70	0.2442
R15.Test68	7275	2	29855	4	99.8395	121	53	0.8881
R15.Test77	3530	1	29868	2	99.8830	160	59	1.8227
R15.Test37	1037	4	29730	8	99.4215	170	53	8.2881
R15.Test139	4062	1	29843	2	99.7994	196	70	1.5861
R15.Test173	1876	2	29882	4	99.9298	138	62	3.3620
R15.Test165	2630	1	29872	2	99.8963	192	70	2.1312
R15.Test146	5487	3	29790	6	99.6221	118	62	1.4491
R15.Test20	913	1	29878	2	99.9164	193	70	8.6411
R15.Test19	1491	1	29825	2	99.7392	190	70	4.8969
R15.Test64	469	2	29816	4	99.7091	194	84	17.7452
R15.Test90	383	2	29835	4	99.7726	160	61	14.7939
R15.Test186	196	2	29822	4	99.7291	148	64	32.8111
R15.Test161	1396	2	29807	4	99.6790	144	56	4.0952
R15.Test194	717	1	29816	2	99.7091	198	90	10.6829
R15.Test9	1337	1	29871	2	99.8930	136	59	5.1996
R15.Test144	1886	1	29877	2	99.9131	157	56	4.1439
R15.Test162	2135	1	29822	2	99.7291	155	56	3.9994
R15.Test53	7391	1	29868	2	99.8830	198	70	0.8904
R15.Test69	3428	1	29830	2	99.7559	142	59	2.0609
R15.Test133	308	2	29819	4	99.7191	184	56	22.3196
R15.Test179	1078	1	29814	2	99.7024	192	70	5.4306
R15.Test33	1970	1	29878	2	99.9164	150	59	4.0283
R15.Test41	6637	1	29889	2	99.9532	143	56	0.9614
R15.Test73	5485	1	29826	2	99.7425	200	70	1.2684
R15.Test14	1119	1	29875	2	99.9064	168	56	8.3106
R15.Test197	471	1	29860	2	99.8562	150	56	14.7729
R15.Test23	2474	3	29831	6	99.7592	153	56	2.4527
R15.Test109	8028	3	29801	6	99.6589	124	65	0.8288
R15.Test97	7697	1	29874	2	99.9030	142	61	0.9683
R15.Test156	925	4	29811	8	99.6923	142	53	9.0406
R15.Test147	2854	1	29770	2	99.5552	181	70	2.4406
R15.Test42	2836	1	29880	2	99.9231	154	56	2.8662
R15.Test50	809	1	29860	2	99.8562	192	70	10.6220
R15.Test128	3200	1	29837	2	99.7793	116	56	2.0004
R15.Test70	5283	2	29797	4	99.6455	182	64	0.9440
R15.Test187	957	1	29814	2	99.7024	146	59	7.4666
R15.Test30	2265	1	29874	2	99.9030	179	56	2.4458
R15.Test65	12509	1	29826	2	99.7425	204	70	0.2591
R15.Test103	4037	1	29812	2	99.6957	116	56	2.1035
R15.Test27	4659	1	29881	2	99.9264	165	56	1.5604
R15.Test93	2349	1	29861	2	99.8595	148	62	3.3205
R15.Test5	2915	3	29743	6	99.4649	172	75	2.0246
R15.Test15	3782	1	29877	2	99.9131	165	56	1.7421
R15.Test160	3309	1	29876	2	99.9097	145	59	2.3451
R15.Test154	5916	1	29820	2	99.7224	185	56	0.9311
R15.Test7	700	1	29838	2	99.7826	202	64	9.8435
R15.Test3	4025	1	29818	2	99.7157	155	56	1.5559
R15.Test137	1636	3	29771	10	99.5586	162	56	8.8785
R15.Test29	11838	1	29835	2	99.7726	156	56	0.4083
R15.Test122	3408	6	29755	12	99.5051	150	56	1.7861
R15.Test159	1258	1	29879	2	99.9197	158	56	6.9757
R15.Test121	657	1	29868	2	99.8830	154	64	10.4086
R15.Test106	2757	2	29790	4	99.6221	160	67	1.4763
R15.Test24	2141	2	29874	4	99.9030	156	56	4.0626
R15.Test98	1862	1	29826	2	99.7425	139	59	4.0893
R15.Test1	1975	3	29772	6	99.5619	135	61	3.1540
R15.Test177	986	1	29844	2	99.8027	177	58	7.4340
R15.Test55	10993	1	29837	2	99.7793	203	70	0.2664
R15.Test125	9859	1	29821	2	99.7258	190	70	0.5070
R15.Test28	670	1	29845	2	99.8060	203	70	10.0700
R15.Test110	3980	1	29883	2	99.9331	152	56	1.1412
R15.Test35	6679	1	29824	2	99.7358	198	70	1.0022
R15.Test75	1356	2	29812	4	99.6957	116	56	4.8833
R15.Test153	2820	2	29865	4	99.8729	139	53	2.3020
R15.Test94	9458	4	29744	8	99.4683	166	58	0.7463
R15.Test60	3870	1	29818	2	99.7157	137	56	1.6567
R15.Test99	1030	1	29843	2	99.7994	156	56	6.8267
R15.Test10	1126	3	29771	10	99.5586	158	56	12.9810
R15.Test82	5629	5	29718	10	99.3813	126	53	1.2103
R15.Test104	4216	1	29838	2	99.7826	148	56	1.7990
R15.Test6	849	1	29871	2	99.8930	136	59	7.0498
R15.Test136	1381	1	29827	2	99.7458	153	56	5.4621
R15.Test120	3202	1	29824	2	99.7358	155	56	1.3251
R15.Test115	3557	3	29803	6	99.6656	150	65	1.9752
R15.Test17	3662	2	29851	4	99.8261	153	56	1.6727
R15.Test149	479	1	29827	2	99.7458	181	58	11.2960
R15.Test174	1787	3	29847	6	99.8127	149	56	5.3211
R15.Test81	800	1	29876	2	99.9097	155	56	10.0846
R15.Test78	565	1	29856	2	99.8428	168	58	11.6878
R15.Test38	11386	5	29715	10	99.3713	122	59	0.6412
R15.Test107	5193	2	29801	4	99.6589	185	67	1.1691
R15.Test183	8117	1	29818	2	99.7157	172	56	0.5570
R15.Test58	1875	1	29865	2	99.8729	192	70	3.2769
R15.Test199	12782	1	29824	2	99.7358	155	56	0.2547
R15.Test25	4905	2	29837	4	99.7793	186	70	1.3669
R15.Test67	4403	2	29869	4	99.8863	170	56	1.1778
R15.Test168	958	1	29886	2	99.9431	147	56	6.3485
R15.Test46	5556	2	29771	8	99.5586	157	56	2.4745
R15.Test34	6783	1	29843	2	99.7994	196	70	0.8044
R15.Test74	3037	1	29824	2	99.7358	200	70	2.4483
R15.Test13	2371	3	29771	6	99.5586	161	56	3.1374
R15.Test176	11472	2	29771	8	99.5586	164	56	0.4747
R15.Test143	730	1	29871	2	99.8930	136	59	9.4041
R15.Test95	1785	4	29875	8	99.9064	161	56	3.4046
R15.Test112	12926	1	29850	2	99.8228	136	59	0.3897
R15.Test54	15244	3	29837	6	99.7793	163	56	0.2324
R15.Test134	18806	1	29815	2	99.7057	204	70	0.1808
R15.Test111	2501	3	29821	6	99.7258	161	58	2.6319
R15.Test189	1301	1	29815	2	99.7057	204	70	7.1489
R15.Test59	1546	1	29885	2	99.9398	157	56	4.6215
R15.Test63	3277	1	29838	2	99.7826	203	70	1.7050
R15.Test193	5039	2	29816	4	99.7091	139	56	1.1505
R15.Test39	8770	4	29771	12	99.5586	162	56	1.3114
R15.Test79	941	1	29816	2	99.7091	198	90	7.3963
