sample	project	gatkReads	gatkCov	asmFrag	asmCov	Signal
SRR22211925	HIV	2	0.00761003702180173	0	0	0
SRR22212061	HIV	6184	0.945236781971476	96	99.6480	7.06134322976218
SRR22211920	HIV	0	0	0	0	0
SRR22212013	HIV	409	0.73508353221957	13	63.0180	0.170720298873476
SRR22211972	HIV	29348	0.972768322334144	166	99.5759	25.2480999261486
SRR22211939	HIV	1960	0.88734693877551	38	83.6786	0.554331648992917
SRR22211861	HIV	0	0	0	0	0
SRR22211886	HIV	321	0.689407732676449	14	60.8467	0.225590503982067
SRR22211934	HIV	9243	0.962245885769603	72	98.7647	1.68788312713991
SRR22212052	HIV	30217	0.977148080438757	293	99.9777	20.9633065706135
SRR22211992	HIV	0	0	0	0	0
SRR22211946	HIV	132008	0.992886061307114	920	99.9092	10.4636209198252
SRR22212005	HIV	0	0	0	0	0
SRR22211852	HIV	3825	0.815763739487581	71	72.1131	0.895900291864708
SRR22212000	HIV	3	0.0304100227790433	1	3.6739	0.0232819208499097
SRR22211880	HIV	0	0	0	0	0
SRR22211885	HIV	735	0.472465993856955	11	43.0381	0.156610461953973
SRR22212017	HIV	17	0.111148878314072	0	0	0
SRR22211964	HIV	18	0.11887417218543	1	3.6495	0.0128286474098267
SRR22211926	HIV	4	0.0112715744980627	0	0	0
SRR22211918	HIV	887	0.651592215833702	13	38.3936	0.173609429802858
SRR22211817	HIV	0	0	0	0	0
SRR22211945	HIV	909	0.775800711743772	21	83.5929	0.550184127048508
SRR22211969	HIV	0	0	0	0	0
SRR22212006	HIV	0	0	0	0	0
SRR22211940	HIV	1319	0.768633253190309	7	96.5344	0.264156163647194
SRR22211831	HIV	2347	0.934874691140134	19	95.1576	0.268581849832421
SRR22212031	HIV	13948	0.865739525933701	30	100.0000	1.99050356480894
SRR22212070	HIV	0	0	0	0	0
SRR22211837	HIV	28	0.148107150763781	2	10.1373	0.0176671927199688
SRR22211938	HIV	7841	0.853193350831146	43	88.5773	4.99340504597939
SRR22212075	HIV	10940	0.925024908668217	45	98.9288	1.6398183987576
SRR22211822	HIV	0	0	0	0	0
SRR22211870	HIV	4266	0.804523739884957	20	81.4623	1.13346748681497
SRR22212037	HIV	3934	0.89491330587221	31	87.1537	1.41709395125379
SRR22211875	HIV	326	0.270520492266004	5	17.0299	0.0702678988345523
SRR22212022	HIV	2103	0.91629399183356	25	85.3184	0.715697542861681
SRR22211863	HIV	21475	0.963947587669469	207	92.3016	5.59633085293186
SRR22212011	HIV	14497	0.978741258741259	91	99.8978	1.42597885838958
SRR22211902	HIV	2	0.0133770491803279	0	0	0
SRR22212063	HIV	0	0	0	0	0
SRR22211890	HIV	853	0.692981541349463	17	61.0057	0.787174562647576
SRR22211955	HIV	0	0	0	0	0
SRR22211895	HIV	122695	0.986905179469192	1027	99.9656	30.9562961587898
SRR22211950	HIV	167535	0.992839090143218	950	100.0000	9.01315188314501
SRR22211919	HIV	449	0.688237819274522	11	62.3203	0.196245577241441
SRR22212033	HIV	0	0	0	0	0
SRR22211982	HIV	48934	0.947932816537468	213	96.8019	16.184711553613
SRR22211876	HIV	27438	0.966782771217399	41	98.6269	1.63812035101808
SRR22211833	HIV	500	0.746518395344003	28	76.8668	1.21653909951492
SRR22212076	HIV	38722	0.928699284009546	471	95.7328	17.1530406442278
SRR22211956	HIV	8046	0.886875828546178	38	95.8627	13.869968481039
SRR22211842	HIV	4931	0.849351604892854	80	94.4311	1.76770679349573
SRR22211896	HIV	25	0.158913043478261	2	9.9164	0.0442165266183929
SRR22212067	HIV	43	0.299467613132209	2	3.7641	0.0629194816212371
SRR22211914	HIV	319	0.59700845436809	6	58.2941	0.241886793227404
SRR22212042	HIV	18914	0.991763898421414	175	99.6353	5.42112536455309
SRR22211968	HIV	8810	0.962192189702346	79	90.8050	4.00915886545244
SRR22211867	HIV	3289	0.764141710706596	40	71.1891	2.24950301002114
SRR22211851	HIV	2296	0.924067666282199	36	95.6285	0.758334450807689
SRR22211910	HIV	348	0.728804288371075	15	67.2529	0.167916731051916
SRR22211991	HIV	574	0.687615326169543	13	53.1748	0.141918667674745
SRR22211915	HIV	106	0.219356827288606	4	16.9177	0.0947837916139593
SRR22211823	HIV	2741	0.931787953638609	43	94.6406	0.691131349704123
SRR22212051	HIV	3	0.0354088722608231	0	0	0
SRR22211987	HIV	2443	0.809472865201323	17	91.7967	0.745918318646656
SRR22212023	HIV	0	0	0	0	0
SRR22211888	HIV	3908	0.880327717941637	41	96.2497	2.36181749232806
SRR22211862	HIV	36056	0.909453706988294	113	94.7843	7.55389042776612
SRR22212047	HIV	0	0	0	0	0
SRR22211903	HIV	320	0.565027322404372	12	45.7440	0.141253653499709
SRR22211971	HIV	0	0	0	0	0
SRR22212062	HIV	63	0.0607580824972129	1	4.7342	0.072211710855717
SRR22211948	HIV	0	0	0	0	0
SRR22211847	HIV	1948	0.739983974358974	5	99.3333	0.487698940743826
SRR22211894	HIV	0	0	0	0	0
SRR22212027	HIV	185	0.377999551468939	6	37.2745	0.0512965154325007
SRR22211983	HIV	50388	0.92530254555571	233	98.4822	14.3425264411605
SRR22212032	HIV	2429	0.806935332708529	38	85.2985	0.535421895092876
SRR22211954	HIV	331	0.415704131497112	13	38.3398	0.155159301332849
SRR22211827	HIV	1205	0.67776211644801	20	81.2593	0.0922338463473198
SRR22211879	HIV	9925	0.974074691563855	28	98.7486	1.48259326871159
SRR22211928	HIV	0	0	0	0	0
SRR22211832	HIV	5	0.0557575757575758	0	0	0
SRR22211916	HIV	2155	0.845576903318607	40	85.9657	0.467898691595807
SRR22212008	HIV	0	0	1	0.7253	0.00465258782104148
SRR22211874	HIV	11551	0.959578207381371	91	100.0000	1.59296411557541
SRR22211843	HIV	53	0.0654338549075391	1	6.4813	0.0682795153913757
SRR22211907	HIV	13734	0.9703001332184	108	98.5031	1.00577435335334
SRR22211899	HIV	0	0	0	0	0
SRR22212074	HIV	0	0	0	0	0
SRR22211959	HIV	142	0.385966803190343	9	38.8939	0.358895665705669
SRR22212043	HIV	0	0	0	0	0
ERR6913101	SARS-Cov-2 study 2	126	0.476964232636481	4	5.6416	0.0730
ERR6913102	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913103	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913104	SARS-Cov-2 study 2	29	0.165599786623991	0	0	0
ERR6913105	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913106	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913107	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913108	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913109	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913110	SARS-Cov-2 study 2	1	0.0101310686104052	0	0	0
ERR6913111	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913112	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913113	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913114	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913115	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913116	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913117	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913118	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913119	SARS-Cov-2 study 2	1	0.0101645044804066	0	0	0
ERR6913120	SARS-Cov-2 study 2	6	0.0251353700113644	0	0	0
ERR6913121	SARS-Cov-2 study 2	76	0.284332624302047	5	4.2939	1.6013
ERR6913122	SARS-Cov-2 study 2	92	0.31910798433663	2	3.0833	0.0553
ERR6913123	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913124	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913125	SARS-Cov-2 study 2	1	0.0100976327404039	0	0	0
ERR6913126	SARS-Cov-2 study 2	77	0.288912509134392	2	2.8392	1.0938
ERR6913127	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913128	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913129	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913130	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913131	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913132	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913133	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913134	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913135	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913136	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913137	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913138	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913139	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913140	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913141	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913142	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913143	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913144	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913145	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913146	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913147	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913148	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913149	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913150	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913151	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913152	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913153	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913197	SARS-Cov-2 study 2	8909	0.998992573155589	1	99.8629	0.8304
ERR6913198	SARS-Cov-2 study 2	37	0.206995336442372	2	1.4346	14.6767
ERR6913199	SARS-Cov-2 study 2	4257	0.998701986754967	1	99.8495	61.9949
ERR6913200	SARS-Cov-2 study 2	4722	0.998888256890222	1	99.8495	6.1921
ERR6913201	SARS-Cov-2 study 2	4471	0.998871450317569	1	99.8729	65.2316
ERR6913202	SARS-Cov-2 study 2	53	0.327117404600452	1	1.0300	0.0054
ERR6913203	SARS-Cov-2 study 2	1304	0.986325406909905	16	95.0841	79.2853
ERR6913204	SARS-Cov-2 study 2	2459	0.994016412126738	6	98.4918	75.0318
ERR6913205	SARS-Cov-2 study 2	85	0.370378966214648	2	2.7723	0.9698
ERR6913206	SARS-Cov-2 study 2	4348	0.998838896952104	1	99.8595	41.1116
ERR6913207	SARS-Cov-2 study 2	6	0.0426747760994519	0	0	0
ERR6913208	SARS-Cov-2 study 2	964	0.979985792383482	21	91.9573	86.7422
ERR6913209	SARS-Cov-2 study 2	24	0.107307307307307	2	1.5517	5.0916
ERR6913210	SARS-Cov-2 study 2	6109	0.998853811078165	2	99.8529	80.2509
ERR6913211	SARS-Cov-2 study 2	1140	0.975965639088583	22	93.7130	84.1815
ERR6913212	SARS-Cov-2 study 2	22	0.120695408435665	1	0.7993	5.0927
ERR6913213	SARS-Cov-2 study 2	130	0.488189236512604	7	8.8386	73.5807
ERR6913214	SARS-Cov-2 study 2	4557	0.996197514995716	8	99.5385	58.7336
ERR6913215	SARS-Cov-2 study 2	2348	0.998541815582559	5	99.4750	34.9736
ERR6913216	SARS-Cov-2 study 2	7746	0.998947519494809	1	99.8462	90.0575
ERR6913217	SARS-Cov-2 study 2	5902	0.999031131281711	2	99.8595	67.2183
ERR6913218	SARS-Cov-2 study 2	1517	0.977265169150769	18	94.0039	6.8277
ERR6913219	SARS-Cov-2 study 2	11582	0.998995715050884	1	99.8562	5.8211
ERR6913220	SARS-Cov-2 study 2	732	0.955463555388283	27	85.3593	85.5250
ERR6913221	SARS-Cov-2 study 2	4328	0.998764361016905	1	99.8729	97.8194
ERR6913222	SARS-Cov-2 study 2	15	0.0556798824276028	0	0	0
ERR6913223	SARS-Cov-2 study 2	104	0.387000596302922	5	6.5612	0.2905
ERR6913224	SARS-Cov-2 study 2	3	0.00802407221664995	0	0	0
ERR6913225	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913226	SARS-Cov-2 study 2	426	0.806101980069885	24	41.6915	0.1246
ERR6913227	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913228	SARS-Cov-2 study 2	1	0.00438039189460309	0	0	0
ERR6913229	SARS-Cov-2 study 2	1	0.00431351568247174	0	0	0
ERR6913230	SARS-Cov-2 study 2	76	0.242491768383943	2	2.2372	0.0266
ERR6913231	SARS-Cov-2 study 2	2	0.00331037250050157	0	0	0
ERR6913232	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913233	SARS-Cov-2 study 2	435	0.693360398114196	16	26.0609	0.0722
ERR6913234	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913235	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913236	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913237	SARS-Cov-2 study 2	2	0.00899424903035977	0	0	0
ERR6913238	SARS-Cov-2 study 2	296	0.707931946576103	17	25.9606	0.0599
ERR6913239	SARS-Cov-2 study 2	175	0.607544933833695	7	11.0792	0.0193
ERR6913240	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913241	SARS-Cov-2 study 2	2	0.00123708582700859	0	0	0
ERR6913242	SARS-Cov-2 study 2	53	0.154823011799213	1	1.1905	0.0049
ERR6913243	SARS-Cov-2 study 2	4	0.0250367696216072	0	0	0
ERR6913244	SARS-Cov-2 study 2	558	0.912548982127497	30	76.7047	0.6558
ERR6913245	SARS-Cov-2 study 2	10	0.00210645981008426	0	0	0
ERR6913246	SARS-Cov-2 study 2	1	0.00331037250050157	0	0	0
ERR6913247	SARS-Cov-2 study 2	11	0.0703025849976621	0	0	0
ERR6913248	SARS-Cov-2 study 2	169	0.524733236727704	13	18.5299	0.0522
ERR6913249	SARS-Cov-2 study 2	12395	0.99899808522955	1	99.8562	0.3607
ERR6913293	SARS-Cov-2 study 2	79	0.273995813814412	2	1.6620	0.0158
ERR6913294	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913295	SARS-Cov-2 study 2	6	0.00678680084249941	0	0	0
ERR6913296	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913297	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913298	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913299	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913300	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913301	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913302	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913303	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913304	SARS-Cov-2 study 2	0	0	0	0	0
ERR6913322	SARS-Cov-2 study 2	512	0.879380915835252	28	62.3081	0.2039
ERR6913323	SARS-Cov-2 study 2	302	0.0718552881887661	0	0	0
ERR6913324	SARS-Cov-2 study 2	6	0.00678680084249941	0	0	0
ERR6913325	SARS-Cov-2 study 2	11	0.0417669072440524	0	0	0
ERR6913326	SARS-Cov-2 study 2	823	0.92322989993371	35	71.9794	0.1441
ERR6913327	SARS-Cov-2 study 2	1471	0.982100814971325	16	95.3583	28.1333
ERR6913328	SARS-Cov-2 study 2	120	0.311833670995383	2	2.1570	0.1198
ERR6913329	SARS-Cov-2 study 2	311	0.687681703851305	16	21.8674	0.1261
ERR6913330	SARS-Cov-2 study 2	864	0.944042298734815	32	76.9388	1.4481
ERR6913331	SARS-Cov-2 study 2	100	0.385329311544963	2	2.1837	0.0304
ERR6913332	SARS-Cov-2 study 2	88	0.351477758980993	2	2.2205	0.0074
ERR6913333	SARS-Cov-2 study 2	40	0.150133333333333	0	0	0
SRR12720792	SARS-Cov-2 study 1	3443	0.990873494862661	4	98.9265	75.1788
SRR12720793	SARS-Cov-2 study 1	219	0.257308970099668	1	1.2005	0.0055
SRR12720794	SARS-Cov-2 study 1	89179	0.998950799178498	2	99.5853	55.5690
SRR12720795	SARS-Cov-2 study 1	0	0	0	0	0
SRR12720797	SARS-Cov-2 study 1	86220	0.999342210528187	1	99.8930	84.5352
SRR12720799	SARS-Cov-2 study 1	46	0.227938240383336	1	1.1103	0.8590
SRR12720800	SARS-Cov-2 study 1	194	0.628562974652333	13	17.4498	0.1360
SRR12720802	SARS-Cov-2 study 1	2365827	0.999512842480136	1	99.6422	79.9420
SRR12720804	SARS-Cov-2 study 1	11390	0.825183847245517	22	29.1275	42.1164
SRR12720805	SARS-Cov-2 study 1	26487	0.983021306007152	22	89.5863	83.6511
SRR12720806	SARS-Cov-2 study 1	69049	0.997592772909229	8	99.5184	79.5368
SRR12720809	SARS-Cov-2 study 1	5142	0.98526087629664	12	95.5757	82.8830
SRR12720810	SARS-Cov-2 study 1	3231	0.783259997411673	23	27.0341	35.1457
SRR12720811	SARS-Cov-2 study 1	1254246	0.999692470656575	1	99.8863	1.6087
SRR12720812	SARS-Cov-2 study 1	316	0.585931333859511	0	0	0
SRR12720814	SARS-Cov-2 study 1	29079	0.990172488766488	18	97.6089	84.4572
SRR12720815	SARS-Cov-2 study 1	6618	0.420238606695529	3	2.5716	24.0764
SRR12720817	SARS-Cov-2 study 1	5658	0.974056891710414	28	86.9746	66.3844
SRR12720818	SARS-Cov-2 study 1	820465	0.999623541222236	3	99.7057	95.2561
SRR12720819	SARS-Cov-2 study 1	12316659	0.999765686455003	1	99.6422	92.4853
