sample	project	gatkReads	gatkCov	asmFrag	asmCov	Signal
SRR22211881	hiv	0	0	0	0	0
SRR22211922	hiv	0	0	0	0	0
SRR22211972	hiv	29348	0.972768322334144	166	99.5759	25.2480999261486
SRR22211916	hiv	2155	0.845576903318607	40	85.9657	0.467898691595807
SRR22212024	hiv	603	0.764996842769943	18	80.1497	0.319705045383947
SRR22212074	hiv	0	0	0	0	0
SRR22211999	hiv	11	0.0839494938004778	1	6.7067	0.0125217870964448
SRR22211959	hiv	142	0.385966803190343	9	38.8939	0.358895665705669
SRR22211880	hiv	0	0	0	0	0
SRR22212000	hiv	3	0.0304100227790433	1	3.6739	0.0232819208499097
SRR22211842	hiv	4931	0.849351604892854	80	94.4311	1.76770679349573
SRR22211983	hiv	50388	0.92530254555571	233	98.4822	14.3425264411605
SRR22211891	hiv	70	0.253668297020898	7	26.7775	0.247010646481753
SRR22211851	hiv	2296	0.924067666282199	36	95.6285	0.758334450807689
SRR22211938	hiv	7841	0.853193350831146	43	88.5773	4.99340504597939
SRR22211956	hiv	8046	0.886875828546178	38	95.8627	13.869968481039
SRR22211996	hiv	0	0	0	0	0
SRR22211919	hiv	449	0.688237819274522	11	62.3203	0.196245577241441
SRR22211864	hiv	0	0	0	0	0
SRR22211890	hiv	853	0.692981541349463	17	61.0057	0.787174562647576
SRR22211850	hiv	350	0.429361379160794	7	33.3880	0.317649394480842
SRR22211847	hiv	1948	0.739983974358974	5	99.3333	0.487698940743826
SRR22212048	hiv	0	0	0	0	0
SRR22211913	hiv	160	0.470680218921032	16	40.2748	0.0277791039512423
SRR22211845	hiv	0	0	0	0	0
SRR22211968	hiv	8810	0.962192189702346	79	90.8050	4.00915886545244
SRR22211834	hiv	56	0.258601676224085	3	17.8668	0.0289349987002748
SRR22211989	hiv	3041	0.867566547102133	16	83.2353	0.852899598453283
SRR22211904	hiv	318	0.635200175016408	17	51.9700	0.0697801806172553
SRR22212039	hiv	634	0.695592864637985	16	55.2402	0.681172647950057
SRR22212002	hiv	0	0	0	0	0
SRR22211817	hiv	0	0	0	0	0
SRR22212018	hiv	0	0	0	0	0
SRR22211882	hiv	0	0	0	0	0
SRR22211943	hiv	7	0.05263773540765	1	7.4394	0.0266371622632597
SRR22211815	hiv	1243	0.769398340248963	23	63.2484	0.727839996274651
SRR22212063	hiv	0	0	0	0	0
SRR22211920	hiv	0	0	0	0	0
SRR22211970	hiv	9686	0.945082497573601	191	99.1957	8.85689747873688
SRR22212069	hiv	0	0	0	0	0
SRR22211876	hiv	27438	0.966782771217399	41	98.6269	1.63812035101808
SRR22211885	hiv	735	0.472465993856955	11	43.0381	0.156610461953973
SRR22211826	hiv	0	0	0	0	0
SRR22212007	hiv	178	0.469226488592098	13	38.0022	0.102046489101378
SRR22211887	hiv	17601	0.959788448623237	81	92.1764	2.91110989834812
SRR22212005	hiv	0	0	0	0	0
SRR22211949	hiv	0	0	0	0	0
SRR22211971	hiv	0	0	0	0	0
SRR22211921	hiv	0	0	0	0	0
SRR22212033	hiv	0	0	0	0	0
SRR22211946	hiv	132008	0.992886061307114	920	99.9092	10.4636209198252
SRR22211879	hiv	9925	0.974074691563855	28	98.7486	1.48259326871159
SRR22211829	hiv	2139	0.902851619139681	11	84.3137	0.475764059669295
SRR22211841	hiv	336	0.68044376767457	15	62.3708	0.0825499511439065
SRR22211852	hiv	3825	0.815763739487581	71	72.1131	0.895900291864708
SRR22211892	hiv	9104	0.896499383360213	46	85.8914	1.26272162598589
SRR22212066	hiv	98	0.393959582500555	11	29.7922	0.198286085530726
SRR22211873	hiv	14102	0.96296	35	97.2904	2.0614329101909
SRR22211823	hiv	2741	0.931787953638609	43	94.6406	0.691131349704123
SRR22212036	hiv	10930	0.947325438954675	106	87.1502	1.54015561331626
SRR22211895	hiv	122695	0.986905179469192	1027	99.9656	30.9562961587898
SRR22212058	hiv	8	0.0394033837934105	0	0	0
SRR22211855	hiv	2938	0.876844930036419	41	88.8321	3.36030206913014
SRR22211840	hiv	0	0	0	0	0
SRR22211897	hiv	491	0.757587253414264	5	69.9216	0.11489293471131
SRR22211857	hiv	0	0	0	0	0
SRR22211833	hiv	500	0.746518395344003	28	76.8668	1.21653909951492
SRR22212008	hiv	0	0	1	0.7253	0.00465258782104148
SRR22212076	hiv	38722	0.928699284009546	471	95.7328	17.1530406442278
SRR22211888	hiv	3908	0.880327717941637	41	96.2497	2.36181749232806
SRR22212012	hiv	9584	0.986743158384371	39	99.7110	2.39586272717937
SRR22212026	hiv	0	0	0	0	0
SRR22211869	hiv	20101	0.977026347907244	80	99.5616	5.58977185351913
SRR22211914	hiv	319	0.59700845436809	6	58.2941	0.241886793227404
SRR22211863	hiv	21475	0.963947587669469	207	92.3016	5.59633085293186
SRR22212015	hiv	32	0.217253051595035	5	15.4658	0.0979439643508723
SRR22211818	hiv	2	0.034940036900369	0	0	0
SRR22212017	hiv	17	0.111148878314072	0	0	0
SRR22211984	hiv	0	0	0	0	0
SRR22211839	hiv	0	0	0	0	0
SRR22212040	hiv	5282	0.852280348759222	47	78.6201	1.27647488245774
SRR22212057	hiv	34	0.264918324258251	2	6.6929	0.0154522974784531
SRR22211836	hiv	111	0.398757384396007	5	21.4847	0.0520973356091754
SRR22211858	hiv	496	0.229906138742043	5	10.9473	0.0824586712930813
SRR22212055	hiv	0	0.0181340968742544	0	0	0
SRR22211898	hiv	57681	0.988250484183344	180	99.9430	9.49058117834424
SRR22212073	hiv	27910	0.981729247590275	153	100.0000	10.7918390508958
SRR22212023	hiv	0	0	0	0	0
SRR22211960	hiv	0	0	0	0	0
SRR22211931	hiv	133	0.260586678429643	8	19.1031	0.207885632571964
SRR22212052	hiv	30217	0.977148080438757	293	99.9777	20.9633065706135
SRR22211866	hiv	0	0	0	0	0
SRR22212041	hiv	567	0.800411522633745	21	61.4192	0.40063109723358
SRR22211994	hiv	373	0.602031802120141	11	43.9237	0.289529427589097
SRR22211954	hiv	331	0.415704131497112	13	38.3398	0.155159301332849
SRR22212029	hiv	0	0	0	0	0
SRR22211961	hiv	10780	0.941558441558442	46	100.0000	4.38123539509906
SRR22211930	hiv	13143	0.965382740126767	110	99.2171	3.81348916657709
SRR22211980	hiv	97886	0.989476132333275	856	99.3116	25.1314715397139
SRR22211911	hiv	0	0	0	0	0
SRR22211899	hiv	0	0	0	0	0
SRR22211859	hiv	12342	0.964774951076321	93	99.1263	0.403492023308506
SRR22211816	hiv	53	0.241761899478531	4	13.7012	0.0202591617151473
SRR22211872	hiv	6460	0.960959916528997	34	98.6148	3.87717275307349
SRR22211822	hiv	0	0	0	0	0
SRR22211893	hiv	0	0	0	0	0
SRR22211853	hiv	14	0.0831473214285714	2	4.1622	0.0662494195224044
SRR22211910	hiv	348	0.728804288371075	15	67.2529	0.167916731051916
SRR22211981	hiv	36075	0.982491582491583	270	99.9776	25.3600769883522
SRR22212006	hiv	0	0	0	0	0
SRR22211827	hiv	1205	0.67776211644801	20	81.2593	0.0922338463473198
SRR22211877	hiv	392917	0.992811311787072	1094	100.0000	33.5074722681084
SRR22212028	hiv	8	0.0674923304169981	0	0	0
SRR22211825	hiv	0	0	0	0	0
SRR22211886	hiv	321	0.689407732676449	14	60.8467	0.225590503982067
SRR22211875	hiv	326	0.270520492266004	5	17.0299	0.0702678988345523
SRR22212009	hiv	0	0	0	0	0
SRR22211934	hiv	9243	0.962245885769603	72	98.7647	1.68788312713991
SRR22211889	hiv	20276	0.969222743870631	137	100.0000	2.148262650207
SRR22211868	hiv	128	0.101470862036865	2	7.8339	0.129328746138972
SRR22212065	hiv	5	0.0479483110405804	0	0	0
SRR22212032	hiv	2429	0.806935332708529	38	85.2985	0.535421895092876
SRR22212067	hiv	43	0.299467613132209	2	3.7641	0.0629194816212371
SRR22211947	hiv	2759	0.946445587955022	32	89.4629	0.963593938931049
SRR22211950	hiv	167535	0.992839090143218	950	100.0000	9.01315188314501
SRR22211990	hiv	2924	0.914657799944583	36	92.1582	0.899647544426532
SRR22211945	hiv	909	0.775800711743772	21	83.5929	0.550184127048508
SRR22211819	hiv	0	0	0	0	0
SRR22211964	hiv	18	0.11887417218543	1	3.6495	0.0128286474098267
SRR22212037	hiv	3934	0.89491330587221	31	87.1537	1.41709395125379
SRR22211856	hiv	1122	0.729096344874144	21	88.4098	1.28211929312689
SRR22211896	hiv	25	0.158913043478261	2	9.9164	0.0442165266183929
SRR22212035	hiv	5870	0.941218580973592	95	91.9778	3.86875982745718
SRR22212062	hiv	63	0.0607580824972129	1	4.7342	0.072211710855717
SRR22211838	hiv	942	0.745131086142322	5	82.5490	0.329486679503063
SRR22212044	hiv	0	0	0	0	0
SRR22211942	hiv	0	0	0	0	0
SRR22211883	hiv	0	0	0	0	0
SRR22212003	hiv	165	0.473044049967127	12	26.9937	0.122452689237508
SRR22211991	hiv	574	0.687615326169543	13	53.1748	0.141918667674745
SRR22211951	hiv	44767	0.979798657718121	463	100.0000	21.0031807964714
SRR22212025	hiv	470	0.690534628107993	13	59.8525	0.18348543463879
SRR22211828	hiv	324	0.584379819343468	9	61.5882	0.121226054645283
SRR22212075	hiv	10940	0.925024908668217	45	98.9288	1.6398183987576
SRR22211878	hiv	0	0	0	0	0
SRR22212027	hiv	185	0.377999551468939	6	37.2745	0.0512965154325007
SRR22212077	hiv	0	0	0	0	0
SRR22211901	hiv	823	0.745048988951428	14	65.7617	0.617808723665688
SRR22212053	hiv	0	0	0	0	0
SRR22212072	hiv	69512	0.97376	318	99.9111	22.9538300104932
SRR22212016	hiv	48	0.252813948355771	3	14.0797	0.0114947822711697
SRR22212022	hiv	2103	0.91629399183356	25	85.3184	0.715697542861681
SRR22212059	hiv	52263	0.992617058480668	214	99.6425	15.0275118673116
SRR22211974	hiv	151	0.300920968087385	6	12.1917	0.158130261434089
SRR22211924	hiv	0	0	0	0	0
SRR22211900	hiv	0	0	0	0	0
SRR22211844	hiv	0	0	0	0	0
SRR22212056	hiv	11185	0.909341347357876	83	96.8022	1.38880098014321
SRR22211862	hiv	36056	0.909453706988294	113	94.7843	7.55389042776612
SRR22212038	hiv	0	0	0	0	0
SRR22211835	hiv	0	0	0	0	0
SRR22211837	hiv	28	0.148107150763781	2	10.1373	0.0176671927199688
SRR22212019	hiv	0	0	0	0	0
SRR22212013	hiv	409	0.73508353221957	13	63.0180	0.170720298873476
SRR22211948	hiv	0	0	0	0	0
SRR22211867	hiv	3289	0.764141710706596	40	71.1891	2.24950301002114
SRR22211832	hiv	5	0.0557575757575758	0	0	0
SRR22212068	hiv	2	0.0157711841753542	0	0	0
SRR22211865	hiv	694	0.813717277486911	18	64.2650	0.159643305155032
SRR22211884	hiv	0	0	0	0	0
SRR22211939	hiv	1960	0.88734693877551	38	83.6786	0.554331648992917
SRR22212004	hiv	436	0.543497078554425	10	66.2009	0.236857689889025
SRR22211918	hiv	887	0.651592215833702	13	38.3936	0.173609429802858
SRR22212043	hiv	0	0	0	0	0
SRR22211902	hiv	2	0.0133770491803279	0	0	0
SRR22212070	hiv	0	0	0	0	0
SRR22212020	hiv	33479	0.894510307332176	168	97.4707	10.0046161677779
SRR22211963	hiv	0	0	0	0	0
SRR22211969	hiv	0	0	0	0	0
SRR22211905	hiv	0	0	0	0	0
SRR22211907	hiv	13734	0.9703001332184	108	98.5031	1.00577435335334
SRR22211988	hiv	0	0	0	0	0
SRR22212049	hiv	17163	0.883155730042999	27	95.4535	6.92751343557478
SRR22211933	hiv	0	0	0	0	0
SRR22212021	hiv	290	0.409582014624031	8	38.1326	0.319069134190152
SRR22212071	hiv	0	0	0	0	0
SRR22211830	hiv	2300	0.951326589043711	71	96.6958	0.582045257245088
SRR22211861	hiv	0	0	0	0	0
SRR22212046	hiv	129	0.508042895442359	5	38.4510	0.0890116427416148
SRR22211894	hiv	0	0	0	0	0
SRR22211854	hiv	0	0	0	0	0
SRR22211966	hiv	6353	0.964268996723358	47	98.5363	2.92377921675572
SRR22211860	hiv	152	0.306407252724865	8	22.0384	0.383043559868202
SRR22211831	hiv	2347	0.934874691140134	19	95.1576	0.268581849832421
SRR22211998	hiv	947	0.809148587801883	15	62.0335	0.124941891515312
SRR22211958	hiv	27049	0.910808470440054	31	99.9665	5.99832169554941
SRR22211936	hiv	0	0	0	0	0
SRR22211821	hiv	2096	0.844433249370277	27	76.5605	0.772299406955741
SRR22211871	hiv	66380	0.983576642335766	399	99.9887	1.58497244433294
SRR22211849	hiv	21941	0.990250487475626	179	99.6984	3.10368482674021
SRR22211926	hiv	4	0.0112715744980627	0	0	0
SRR22211976	hiv	15320	0.980904668554418	208	98.9774	12.7251973485161
SRR22211985	hiv	0	0	0	0	0
SRR22211912	hiv	0	0	0	0	0
SRR22211908	hiv	1108	0.789143839078136	14	74.9216	0.637816482786172
SRR22211987	hiv	2443	0.809472865201323	17	91.7967	0.745918318646656
SRR22212014	hiv	17	0.165747126436782	1	5.5882	0.010693154770532
SRR22211870	hiv	4266	0.804523739884957	20	81.4623	1.13346748681497
SRR22211820	hiv	0	0	0	0	0
SRR22211917	hiv	11	0.117989477219299	1	4.5839	0.0118207331045685
SRR22211915	hiv	106	0.219356827288606	4	16.9177	0.0947837916139593
SRR22211982	hiv	48934	0.947932816537468	213	96.8019	16.184711553613
SRR22211843	hiv	53	0.0654338549075391	1	6.4813	0.0682795153913757
SRR22211995	hiv	0	0	0	0	0
SRR22211955	hiv	0	0	0	0	0
SRR22211957	hiv	10423	0.909853926236785	64	96.6587	4.04265260338712
SRR22211997	hiv	2110	0.920345203848825	24	64.6077	0.718778816568502
SRR22211940	hiv	1319	0.768633253190309	7	96.5344	0.264156163647194
SRR22212060	hiv	48650	0.992812336644015	68	98.4807	17.6884166322018
SRR22212031	hiv	13948	0.865739525933701	30	100.0000	1.99050356480894
SRR22211923	hiv	0	0	0	0	0
SRR22211973	hiv	0	0	0	0	0
SRR22211941	hiv	6258	0.842239649826737	45	88.8235	2.81019374439601
SRR22211992	hiv	0	0	0	0	0
SRR22211952	hiv	6	0.0409159159159159	1	3.4651	0.030647028153825
SRR22211929	hiv	6749	0.949034811404571	2	99.7255	0.896850592088687
SRR22211979	hiv	0	0	0	0	0
SRR22212054	hiv	48309	0.979050535987749	351	100.0000	22.0683019625749
SRR22211846	hiv	0	0	0	0	0
SRR22212061	hiv	6184	0.945236781971476	96	99.6480	7.06134322976218
SRR22212030	hiv	0	0	0	0	0
ERR6913101	p2	126	0.476964232636481	4	5.6416	0.0730
ERR6913102	p2	0	0	0	0	0
ERR6913103	p2	0	0	0	0	0
ERR6913104	p2	29	0.165599786623991	0	0	0
ERR6913105	p2	0	0	0	0	0
ERR6913106	p2	0	0	0	0	0
ERR6913107	p2	0	0	0	0	0
ERR6913108	p2	0	0	0	0	0
ERR6913109	p2	0	0	0	0	0
ERR6913110	p2	1	0.0101310686104052	0	0	0
ERR6913111	p2	0	0	0	0	0
ERR6913112	p2	0	0	0	0	0
ERR6913113	p2	0	0	0	0	0
ERR6913114	p2	0	0	0	0	0
ERR6913115	p2	0	0	0	0	0
ERR6913116	p2	0	0	0	0	0
ERR6913117	p2	0	0	0	0	0
ERR6913118	p2	0	0	0	0	0
ERR6913119	p2	1	0.0101645044804066	0	0	0
ERR6913120	p2	6	0.0251353700113644	0	0	0
ERR6913121	p2	76	0.284332624302047	5	4.2939	1.6013
ERR6913122	p2	92	0.31910798433663	2	3.0833	0.0553
ERR6913123	p2	0	0	0	0	0
ERR6913124	p2	0	0	0	0	0
ERR6913125	p2	1	0.0100976327404039	0	0	0
ERR6913126	p2	77	0.288912509134392	2	2.8392	1.0938
ERR6913127	p2	0	0	0	0	0
ERR6913128	p2	0	0	0	0	0
ERR6913129	p2	0	0	0	0	0
ERR6913130	p2	0	0	0	0	0
ERR6913131	p2	0	0	0	0	0
ERR6913132	p2	0	0	0	0	0
ERR6913133	p2	0	0	0	0	0
ERR6913134	p2	0	0	0	0	0
ERR6913135	p2	0	0	0	0	0
ERR6913136	p2	0	0	0	0	0
ERR6913137	p2	0	0	0	0	0
ERR6913138	p2	0	0	0	0	0
ERR6913139	p2	0	0	0	0	0
ERR6913140	p2	0	0	0	0	0
ERR6913141	p2	0	0	0	0	0
ERR6913142	p2	0	0	0	0	0
ERR6913143	p2	0	0	0	0	0
ERR6913144	p2	0	0	0	0	0
ERR6913145	p2	0	0	0	0	0
ERR6913146	p2	0	0	0	0	0
ERR6913147	p2	0	0	0	0	0
ERR6913148	p2	0	0	0	0	0
ERR6913149	p2	0	0	0	0	0
ERR6913150	p2	0	0	0	0	0
ERR6913151	p2	0	0	0	0	0
ERR6913152	p2	0	0	0	0	0
ERR6913153	p2	0	0	0	0	0
ERR6913197	p2	8909	0.998992573155589	1	99.8629	0.8304
ERR6913198	p2	37	0.206995336442372	2	1.4346	14.6767
ERR6913199	p2	4257	0.998701986754967	1	99.8495	61.9949
ERR6913200	p2	4722	0.998888256890222	1	99.8495	6.1921
ERR6913201	p2	4471	0.998871450317569	1	99.8729	65.2316
ERR6913202	p2	53	0.327117404600452	1	1.0300	0.0054
ERR6913203	p2	1304	0.986325406909905	16	95.0841	79.2853
ERR6913204	p2	2459	0.994016412126738	6	98.4918	75.0318
ERR6913205	p2	85	0.370378966214648	2	2.7723	0.9698
ERR6913206	p2	4348	0.998838896952104	1	99.8595	41.1116
ERR6913207	p2	6	0.0426747760994519	0	0	0
ERR6913208	p2	964	0.979985792383482	21	91.9573	86.7422
ERR6913209	p2	24	0.107307307307307	2	1.5517	5.0916
ERR6913210	p2	6109	0.998853811078165	2	99.8529	80.2509
ERR6913211	p2	1140	0.975965639088583	22	93.7130	84.1815
ERR6913212	p2	22	0.120695408435665	1	0.7993	5.0927
ERR6913213	p2	130	0.488189236512604	7	8.8386	73.5807
ERR6913214	p2	4557	0.996197514995716	8	99.5385	58.7336
ERR6913215	p2	2348	0.998541815582559	5	99.4750	34.9736
ERR6913216	p2	7746	0.998947519494809	1	99.8462	90.0575
ERR6913217	p2	5902	0.999031131281711	2	99.8595	67.2183
ERR6913218	p2	1517	0.977265169150769	18	94.0039	6.8277
ERR6913219	p2	11582	0.998995715050884	1	99.8562	5.8211
ERR6913220	p2	732	0.955463555388283	27	85.3593	85.5250
ERR6913221	p2	4328	0.998764361016905	1	99.8729	97.8194
ERR6913222	p2	15	0.0556798824276028	0	0	0
ERR6913223	p2	104	0.387000596302922	5	6.5612	0.2905
ERR6913224	p2	3	0.00802407221664995	0	0	0
ERR6913225	p2	0	0	0	0	0
ERR6913226	p2	426	0.806101980069885	24	41.6915	0.1246
ERR6913227	p2	0	0	0	0	0
ERR6913228	p2	1	0.00438039189460309	0	0	0
ERR6913229	p2	1	0.00431351568247174	0	0	0
ERR6913230	p2	76	0.242491768383943	2	2.2372	0.0266
ERR6913231	p2	2	0.00331037250050157	0	0	0
ERR6913232	p2	0	0	0	0	0
ERR6913233	p2	435	0.693360398114196	16	26.0609	0.0722
ERR6913234	p2	0	0	0	0	0
ERR6913235	p2	0	0	0	0	0
ERR6913236	p2	0	0	0	0	0
ERR6913237	p2	2	0.00899424903035977	0	0	0
ERR6913238	p2	296	0.707931946576103	17	25.9606	0.0599
ERR6913239	p2	175	0.607544933833695	7	11.0792	0.0193
ERR6913240	p2	0	0	0	0	0
ERR6913241	p2	2	0.00123708582700859	0	0	0
ERR6913242	p2	53	0.154823011799213	1	1.1905	0.0049
ERR6913243	p2	4	0.0250367696216072	0	0	0
ERR6913244	p2	558	0.912548982127497	30	76.7047	0.6558
ERR6913245	p2	10	0.00210645981008426	0	0	0
ERR6913246	p2	1	0.00331037250050157	0	0	0
ERR6913247	p2	11	0.0703025849976621	0	0	0
ERR6913248	p2	169	0.524733236727704	13	18.5299	0.0522
ERR6913249	p2	12395	0.99899808522955	1	99.8562	0.3607
ERR6913293	p2	79	0.273995813814412	2	1.6620	0.0158
ERR6913294	p2	0	0	0	0	0
ERR6913295	p2	6	0.00678680084249941	0	0	0
ERR6913296	p2	0	0	0	0	0
ERR6913297	p2	0	0	0	0	0
ERR6913298	p2	0	0	0	0	0
ERR6913299	p2	0	0	0	0	0
ERR6913300	p2	0	0	0	0	0
ERR6913301	p2	0	0	0	0	0
ERR6913302	p2	0	0	0	0	0
ERR6913303	p2	0	0	0	0	0
ERR6913304	p2	0	0	0	0	0
ERR6913322	p2	512	0.879380915835252	28	62.3081	0.2039
ERR6913323	p2	302	0.0718552881887661	0	0	0
ERR6913324	p2	6	0.00678680084249941	0	0	0
ERR6913325	p2	11	0.0417669072440524	0	0	0
ERR6913326	p2	823	0.92322989993371	35	71.9794	0.1441
ERR6913327	p2	1471	0.982100814971325	16	95.3583	28.1333
ERR6913328	p2	120	0.311833670995383	2	2.1570	0.1198
ERR6913329	p2	311	0.687681703851305	16	21.8674	0.1261
ERR6913330	p2	864	0.944042298734815	32	76.9388	1.4481
ERR6913331	p2	100	0.385329311544963	2	2.1837	0.0304
ERR6913332	p2	88	0.351477758980993	2	2.2205	0.0074
ERR6913333	p2	40	0.150133333333333	0	0	0
SRR12720792	p1	3443	0.990873494862661	4	98.9265	75.1788
SRR12720793	p1	219	0.257308970099668	1	1.2005	0.0055
SRR12720794	p1	89179	0.998950799178498	2	99.5853	55.5690
SRR12720795	p1	0	0	0	0	0
SRR12720797	p1	86220	0.999342210528187	1	99.8930	84.5352
SRR12720799	p1	46	0.227938240383336	1	1.1103	0.8590
SRR12720800	p1	194	0.628562974652333	13	17.4498	0.1360
SRR12720802	p1	2365827	0.999512842480136	1	99.6422	79.9420
SRR12720804	p1	11390	0.825183847245517	22	29.1275	42.1164
SRR12720805	p1	26487	0.983021306007152	22	89.5863	83.6511
SRR12720806	p1	69049	0.997592772909229	8	99.5184	79.5368
SRR12720809	p1	5142	0.98526087629664	12	95.5757	82.8830
SRR12720810	p1	3231	0.783259997411673	23	27.0341	35.1457
SRR12720811	p1	1254246	0.999692470656575	1	99.8863	1.6087
SRR12720812	p1	316	0.585931333859511	0	0	0
SRR12720814	p1	29079	0.990172488766488	18	97.6089	84.4572
SRR12720815	p1	6618	0.420238606695529	3	2.5716	24.0764
SRR12720817	p1	5658	0.974056891710414	28	86.9746	66.3844
SRR12720818	p1	820465	0.999623541222236	3	99.7057	95.2561
SRR12720819	p1	12316659	0.999765686455003	1	99.6422	92.4853
SRR12720820	p1	18484	0.998596377574432	1	99.7559	89.2031
SRR12720821	p1	185	0.384732571617818	0	0	0
SRR12720822	p1	53079	0.998752638649012	2	99.8428	79.2739
SRR12720823	p1	966132	0.99929322378302	2	99.7659	90.7057
SRR12720825	p1	460806	0.999409626773426	2	99.8495	76.8994
SRR12720826	p1	1423	0.539733578318787	6	6.5378	26.0342
SRR12720827	p1	55729	0.999175458651125	1	99.8428	10.1005
SRR12720829	p1	7369	0.536074680340532	6	5.6951	37.4945
SRR12720832	p1	1517	0.955145444990572	28	83.8377	10.0592
SRR12720834	p1	1701	0.988783512675543	15	96.3950	78.5871
SRR12720836	p1	67863	0.998980735908674	10	99.2609	91.9349
SRR12720837	p1	410990	0.999762494486479	2	99.7994	18.5050
SRR12720841	p1	314	0.71985618565125	17	26.7164	18.5782
SRR12720842	p1	719	0.460592842272232	1	1.3042	1.8492
SRR12720844	p1	8876	0.975992190598212	37	90.2618	76.4574
SRR12720845	p1	236363	0.99928586431422	5	99.3847	3.6064
SRR12720846	p1	7111	0.703046098713145	13	16.5803	52.0599
SRR12720848	p1	50777	0.999173864063087	1	99.7759	63.3582
SRR12720849	p1	39212	0.998748060855129	1	99.7860	88.0944
SRR12720850	p1	636	0.24562045008809	0	0	0
SRR12720851	p1	76915	0.998831695416123	1	99.7291	75.2500
SRR12720852	p1	59594	0.998238186647033	8	99.7559	53.3382
SRR12720855	p1	44078	0.998588017625435	2	99.7525	77.6234
SRR12720856	p1	169925	0.998593932461095	2	99.8428	1.4134
SRR12720858	p1	3916687	0.999696765498652	1	99.6422	7.6076
