sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R9.Test111	606	2	29817	4	99.7124	125	53	11.4448
R9.Test16	575	1	29820	2	99.7224	166	56	12.9896
R9.Test66	254	1	29864	2	99.8696	192	64	26.4823
R9.Test194	3295	6	29804	12	99.6689	120	47	2.2254
R9.Test174	896	2	29864	4	99.8696	154	56	6.6975
R9.Test40	1108	1	29868	2	99.8830	164	56	6.2582
R9.Test190	5602	1	29862	2	99.8629	137	56	1.2364
R9.Test170	1699	1	29881	2	99.9264	196	64	4.1667
R9.Test23	322	2	29839	6	99.7860	130	61	18.9852
R9.Test65	353	1	29871	2	99.8930	136	59	19.8847
R9.Test199	3453	1	29862	2	99.8629	192	70	1.3826
R9.Test179	319	9	29633	18	99.0971	131	56	26.5006
R9.Test82	1191	2	29821	4	99.7258	145	56	4.5852
R9.Test87	393	2	29833	4	99.7659	154	56	20.0343
R9.Test129	7912	2	29832	4	99.7626	140	62	0.5617
R9.Test89	4922	3	29771	10	99.5586	160	56	1.6814
R9.Test95	1415	1	29824	2	99.7358	200	70	5.1392
R9.Test120	1148	1	29881	2	99.9264	165	56	7.9128
R9.Test96	4358	1	29815	2	99.7057	124	56	1.5209
R9.Test31	1944	1	29865	2	99.8729	140	59	4.6375
R9.Test124	539	1	29885	2	99.9398	148	56	12.7948
R9.Test71	1562	1	29862	2	99.8629	169	56	5.5900
R9.Test135	1124	2	29818	6	99.7157	164	56	7.2447
R9.Test80	308	4	29874	10	99.9030	142	56	14.7479
R9.Test42	770	1	29843	2	99.7994	190	72	7.5660
R9.Test136	5898	1	29877	2	99.9131	165	56	1.2605
R9.Test142	239	2	29816	4	99.7091	194	70	26.6788
R9.Test137	405	8	29411	16	98.3547	87	26	20.2373
R9.Test162	1071	2	29820	4	99.7224	162	56	7.7597
R9.Test198	3443	1	29889	2	99.9532	160	62	1.8874
R9.Test178	9639	1	29839	2	99.7860	133	62	0.5184
R9.Test181	4576	1	29813	2	99.6990	119	58	1.5417
R9.Test193	1275	7	29660	14	99.1874	156	56	6.6977
R9.Test152	2549	1	29817	2	99.7124	184	67	2.0880
R9.Test173	445	2	29861	4	99.8595	139	62	14.3008
R9.Test8	5587	1	29817	2	99.7124	132	62	1.2380
R9.Test108	145	1	29821	2	99.7258	194	70	25.9535
R9.Test94	4674	1	29820	2	99.7224	156	56	1.4182
R9.Test103	709	1	29870	2	99.8896	155	56	10.7030
R9.Test78	5194	1	29877	2	99.9131	165	56	1.3465
R9.Test64	339	1	29852	2	99.8294	159	56	18.7681
R9.Test38	2234	1	29885	2	99.9398	149	59	2.3934
R9.Test4	289	4	29836	8	99.7759	156	56	18.0738
R9.Test123	1220	1	29872	2	99.8963	192	70	6.8215
R9.Test55	1251	1	29788	2	99.6154	137	59	7.0278
R9.Test14	1208	3	29861	6	99.8595	150	58	7.1464
R9.Test128	375	1	29875	2	99.9064	138	56	17.0664
R9.Test56	3239	1	29824	2	99.7358	192	70	1.9956
R9.Test131	257	2	29865	4	99.8729	155	56	27.9693
R9.Test86	2362	1	29839	2	99.7860	149	59	3.1815
R9.Test85	163	1	29886	2	99.9431	195	70	38.5206
R9.Test62	5660	2	29726	4	99.4081	160	56	1.3017
R9.Test187	3061	5	29839	10	99.7860	153	56	2.1410
R9.Test99	662	2	29744	4	99.4683	158	62	11.9984
R9.Test97	2406	1	29818	2	99.7157	135	53	3.0110
R9.Test21	767	1	29871	2	99.8930	160	56	12.2567
R9.Test143	2360	1	29819	2	99.7191	170	61	2.2763
R9.Test12	1820	1	29819	2	99.7191	155	56	3.2124
R9.Test90	493	2	29876	6	99.9097	149	56	13.8729
R9.Test148	72	1	29892	2	99.9632	144	56	56.4862
R9.Test46	1989	1	29846	2	99.8094	186	72	4.0736
R9.Test60	1840	1	29820	2	99.7224	162	56	4.6533
R9.Test33	1619	1	29850	2	99.8228	180	67	5.5140
R9.Test73	864	1	29824	2	99.7358	155	56	10.1556
R9.Test17	1817	2	29818	8	99.7157	166	56	7.8070
R9.Test19	588	1	29770	2	99.5552	183	58	12.8285
R9.Test45	378	3	29873	6	99.8997	163	56	20.0479
R9.Test92	2810	3	29751	6	99.4917	174	56	2.7203
R9.Test160	3999	1	29858	2	99.8495	159	56	1.5678
R9.Test116	10809	1	29860	2	99.8562	192	70	0.6379
R9.Test67	808	1	29816	2	99.7091	182	56	9.3580
R9.Test5	2222	1	29859	2	99.8529	164	56	3.4787
R9.Test69	216	1	29840	2	99.7893	155	56	26.1288
R9.Test164	1043	1	29821	2	99.7258	196	70	6.5645
R9.Test159	774	14	29709	30	99.3512	155	56	12.9088
R9.Test115	311	1	29861	2	99.8595	167	58	22.8661
R9.Test169	504	1	29864	2	99.8696	156	56	14.3504
R9.Test154	2099	2	29815	4	99.7057	140	53	3.4298
R9.Test10	715	1	29889	2	99.9532	153	56	8.3650
R9.Test150	304	1	29860	2	99.8562	175	61	23.0174
R9.Test32	3443	1	29843	2	99.7994	145	56	1.8692
R9.Test110	12856	1	29828	2	99.7492	198	64	0.4133
R9.Test166	552	6	29734	12	99.4348	91	53	14.9124
R9.Test147	4946	1	29865	2	99.8729	198	70	1.4341
R9.Test72	1148	1	29875	2	99.9064	136	59	5.5416
R9.Test155	270	1	29860	2	99.8562	192	70	27.3293
R9.Test114	894	9	29426	18	98.4048	104	33	6.7065
R9.Test165	3345	1	29843	2	99.7994	196	70	1.9812
R9.Test119	856	1	29861	2	99.8595	121	61	9.2511
R9.Test101	11857	1	29886	2	99.9431	142	59	0.2633
R9.Test156	2947	1	29819	2	99.7191	166	64	2.1936
R9.Test41	3276	2	29864	4	99.8696	192	70	1.8541
R9.Test93	1289	1	29866	2	99.8763	172	56	7.2645
R9.Test188	77	1	29854	2	99.8361	158	56	58.1016
R9.Test171	2882	3	29771	6	99.5586	161	56	3.2174
R9.Test183	528	1	29824	2	99.7358	155	56	14.9818
R9.Test191	1226	1	29798	2	99.6489	147	56	6.0550
R9.Test26	1207	2	29824	4	99.7358	152	56	5.7526
R9.Test121	667	1	29816	2	99.7091	198	90	10.6181
R9.Test63	1549	1	29860	2	99.8562	169	56	5.3202
R9.Test30	988	1	29838	2	99.7826	206	70	8.8157
R9.Test70	1526	2	29824	4	99.7358	152	56	5.1727
R9.Test200	1587	1	29855	2	99.8395	159	56	4.7700
R9.Test25	2709	1	29821	2	99.7258	169	56	1.5228
R9.Test81	753	1	29812	2	99.6957	147	59	11.4614
R9.Test13	2412	1	29843	2	99.7994	161	59	2.4382
R9.Test79	233	1	29818	2	99.7157	118	59	33.3367
R9.Test77	13240	2	29819	4	99.7191	194	70	0.2536
R9.Test39	1195	2	29813	4	99.6990	126	56	6.3647
R9.Test37	561	1	29874	2	99.9030	181	56	17.0716
R9.Test141	641	10	29410	20	98.3513	119	30	10.3139
R9.Test51	127	1	29817	2	99.7124	135	64	31.1992
R9.Test107	4583	1	29861	2	99.8595	164	56	1.6751
R9.Test133	1223	2	29877	4	99.9131	166	56	6.4490
R9.Test138	185	1	29826	2	99.7425	200	70	25.3785
R9.Test177	794	1	29870	2	99.8896	148	56	8.8874
R9.Test197	548	2	29800	4	99.6556	136	70	15.2132
R9.Test98	2680	2	29796	4	99.6422	191	70	2.1255
R9.Test34	2032	1	29824	2	99.7358	200	70	2.4771
R9.Test127	3829	1	29869	2	99.8863	151	56	1.6014
R9.Test74	266	2	29816	4	99.7091	122	53	27.4703
R9.Test68	267	1	29861	2	99.8595	168	56	28.9237
R9.Test2	8063	1	29813	2	99.6990	139	59	0.5486
R9.Test112	686	1	29818	2	99.7157	164	56	13.3809
R9.Test18	455	3	29805	6	99.6723	154	56	17.6470
R9.Test139	336	1	29824	2	99.7358	198	70	22.2365
R9.Test27	252	2	29869	4	99.8863	134	53	28.7814
R9.Test29	3493	3	29820	6	99.7224	107	53	1.9372
R9.Test130	1522	3	29801	6	99.6589	194	70	5.7600
R9.Test134	937	1	29861	2	99.8595	168	56	6.5643
R9.Test58	1450	1	29827	2	99.7458	186	64	4.2028
R9.Test20	523	1	29861	2	99.8595	132	53	16.5923
R9.Test125	1387	2	29824	4	99.7358	152	56	5.2882
R9.Test75	596	1	29846	2	99.8094	148	56	8.7170
R9.Test35	1852	1	29869	2	99.8863	160	56	4.4788
R9.Test126	1891	1	29873	2	99.8997	136	59	3.7663
R9.Test43	370	2	29896	4	99.9766	148	56	15.1381
R9.Test91	164	1	29818	2	99.7157	154	58	33.4950
R9.Test36	751	1	29809	2	99.6857	155	56	9.3637
R9.Test76	1888	1	29879	2	99.9197	157	56	2.7821
R9.Test61	370	2	29824	4	99.7358	152	56	20.4352
R9.Test196	8950	1	29825	2	99.7392	190	70	0.5382
R9.Test176	3261	1	29836	2	99.7759	194	70	1.8198
R9.Test175	6517	1	29813	2	99.6990	182	59	1.1673
R9.Test195	1762	2	29859	4	99.8529	139	62	3.9245
R9.Test106	612	2	29859	4	99.8529	155	56	13.1474
R9.Test182	303	2	29834	4	99.7693	148	56	26.9975
R9.Test151	5126	1	29813	2	99.6990	151	56	1.3723
R9.Test105	574	1	29821	2	99.7258	196	70	9.5265
R9.Test22	783	2	29861	4	99.8595	172	58	10.8872
R9.Test83	2531	2	29886	4	99.9431	192	70	2.2677
R9.Test161	2146	2	29864	4	99.8696	156	56	3.6132
R9.Test11	577	1	29826	2	99.7425	198	90	16.4644
R9.Test184	913	1	29813	2	99.6990	147	56	7.5344
R9.Test53	3573	1	29862	2	99.8629	145	56	1.8271
R9.Test180	351	1	29865	2	99.8729	128	53	18.6410
R9.Test189	4386	1	29826	2	99.7425	183	61	1.5046
R9.Test7	768	2	29716	4	99.3746	192	70	8.1922
R9.Test118	521	1	29836	2	99.7759	203	70	16.2698
R9.Test48	217	3	29861	6	99.8595	107	53	29.4714
R9.Test3	443	1	29888	2	99.9498	130	59	17.1996
R9.Test24	6913	2	29817	4	99.7124	196	67	1.1159
R9.Test113	3132	1	29869	2	99.8863	152	59	2.0732
R9.Test88	5958	1	29811	2	99.6923	178	56	1.2066
R9.Test145	3542	1	29826	2	99.7425	204	70	1.9528
R9.Test157	4606	1	29816	2	99.7091	141	62	1.4733
R9.Test146	5557	1	29816	2	99.7091	198	90	1.2689
R9.Test167	754	1	29770	2	99.5552	204	70	9.9319
R9.Test132	192	1	29809	2	99.6857	171	56	31.6108
