sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R2.Test14	91	1	29862	2	99.8629	161	56	50.1067
R2.Test69	42	27	28545	54	95.4586	68	0	87.5290
R2.Test136	109	1	29815	2	99.7057	204	70	49.6538
R2.Test70	20	1	314	2	1.0501	2	0	5.8703
R2.Test19	5654	7	2217	14	7.4140	17	9	0.0984
R2.Test57	48	44	23923	88	80.0020	112	53	95.6496
R2.Test50	2988	2	29825	4	99.7392	165	56	2.0667
R2.Test116	51	36	27277	72	91.2183	55	0	85.2440
R2.Test143	204	1	29873	2	99.8997	136	59	33.4962
R2.Test182	48	21	28219	42	94.3685	182	64	81.2268
R2.Test129	109	1	29826	2	99.7425	202	70	49.5811
R2.Test164	313	11	3480	22	11.6376	25	0	2.2847
R2.Test184	89	10	3651	20	12.2095	24	35	13.3260
R2.Test16	34	29	28105	58	93.9872	73	0	95.3437
R2.Test159	51	33	10872	66	36.3576	67	44	71.5895
R2.Test177	114	3	798	6	2.6686	5	9	1.9358
R2.Test128	176	32	27482	64	91.9038	86	0	33.6186
R2.Test169	162	4	29733	8	99.4315	174	56	32.2098
R2.Test17	814	17	5298	34	17.7173	6	0	1.5130
R2.Test61	180	1	29816	2	99.7091	198	90	39.6777
R2.Test172	25	3	29867	6	99.8796	177	64	83.3906
R2.Test15	45	34	27995	68	93.6194	152	56	90.0352
R2.Test148	59	36	27277	72	91.2183	55	0	78.3030
R2.Test66	7	2	438	4	1.4647	0	0	20.0444
R2.Test152	12	3	29759	6	99.5184	161	58	93.1571
R2.Test191	722	14	3942	28	13.1826	15	9	1.1412
R2.Test147	101	1	29815	2	99.7057	204	70	50.4852
R2.Test123	10	1	314	2	1.0501	2	0	9.7485
R2.Test101	33	13	29675	28	99.2375	159	56	79.5345
R2.Test106	66	34	27990	68	93.6026	71	0	75.3799
R2.Test3	50	49	19849	98	66.3780	27	9	98.7091
R2.Test130	111	1	29856	2	99.8428	142	62	50.8023
R2.Test83	112	1	29826	2	99.7425	204	70	48.9646
R2.Test30	32	3	858	6	2.8693	6	9	5.8548
R2.Test64	35	4	29738	8	99.4482	191	56	77.3231
R2.Test24	874	32	12394	64	41.4473	50	35	4.5549
R2.Test6	32	32	28099	64	93.9672	76	0	99.7567
R2.Test183	182	2	29852	8	99.8294	131	61	34.9337
R2.Test110	41	3	29721	6	99.3914	141	59	75.1272
R2.Test52	80	32	27407	64	91.6530	72	0	64.9028
R2.Test10	2961	2	29825	4	99.7392	165	56	2.0777
R2.Test138	209	1	29873	2	99.8997	136	59	32.1629
R2.Test31	18	9	3411	18	11.4069	22	35	61.0930
R2.Test158	2423	30	27558	60	92.1580	77	0	2.8727
R2.Test114	432	2	655	4	2.1904	4	9	0.4550
R2.Test22	96	32	28136	64	94.0909	75	0	63.9498
R2.Test55	51	36	27376	72	91.5493	56	0	85.2993
R2.Test99	37	6	29819	12	99.7191	151	59	44.6967
R2.Test34	1318	1	29866	2	99.8763	175	56	6.7746
R2.Test113	2206	1	29592	2	98.9600	196	44	2.7221
R2.Test175	37	33	27637	66	92.4222	67	0	96.5382
R2.Test94	136	2	29840	8	99.7893	130	61	44.2351
R2.Test126	161	2	29771	6	99.5586	195	64	39.5152
R2.Test189	156	1	29815	2	99.7057	121	58	38.8686
R2.Test163	33	15	29028	30	97.0739	72	0	82.8738
R2.Test75	44	1	29862	2	99.8629	161	56	71.4361
R2.Test12	20	9	29525	18	98.7359	126	56	88.6689
R2.Test135	59	23	29030	46	97.0806	92	18	52.3656
R2.Test107	6	6	29573	12	98.8964	199	70	99.9966
R2.Test193	47	45	23760	90	79.4569	112	53	60.6381
R2.Test108	20	20	29327	40	98.0738	98	6	99.7803
R2.Test105	37	5	29752	10	99.4950	190	70	77.7883
R2.Test68	93	15	29106	30	97.3347	64	0	59.1584
R2.Test23	213	51	19456	102	65.0637	19	26	27.2857
R2.Test28	81	1	29816	2	99.7091	198	90	59.0349
R2.Test26	49	9	29683	18	99.2643	115	33	68.7605
R2.Test91	822	17	5344	34	17.8711	6	0	1.5182
R2.Test88	66	20	6627	40	22.1617	35	9	32.0158
R2.Test7	30	1	29864	2	99.8696	149	56	77.8216
R2.Test37	54	13	29675	28	99.2375	159	56	41.8022
R2.Test95	67	27	28608	54	95.6693	186	64	67.5617
R2.Test119	2964	2	29826	4	99.7425	165	56	2.0766
R2.Test76	8	1	29816	2	99.7091	198	90	93.9415
R2.Test144	901	32	12394	64	41.4473	50	35	4.4345
R2.Test60	44	32	27721	64	92.7031	82	0	89.0555
R2.Test173	42	37	27548	74	92.1245	43	0	95.1796
R2.Test103	73	31	28204	62	94.3183	44	0	69.5482
R2.Test59	38	30	27296	60	91.2818	157	47	89.0648
R2.Test53	159	2	29714	4	99.3680	193	58	38.4805
R2.Test92	39	1	29865	2	99.8729	142	62	70.1528
R2.Test8	95	49	19165	98	64.0906	17	0	60.0661
R2.Test187	631	33	27720	66	92.6997	81	0	12.2825
R2.Test180	100	29	28267	58	94.5290	72	26	59.5246
R2.Test54	35	3	29721	6	99.3914	141	59	77.7862
R2.Test33	67	1	29869	2	99.8863	161	56	39.3581
R2.Test165	45	13	29675	26	99.2375	159	56	73.6871
R2.Test46	5734	47	24306	94	81.2828	126	62	1.0701
R2.Test36	62	5	29675	10	99.2375	190	56	66.0136
R2.Test195	2974	2	29825	4	99.7392	165	56	2.0615
R2.Test32	15	15	29028	30	97.0739	72	0	99.7801
R2.Test21	4	1	29824	2	99.7358	155	56	97.5904
R2.Test125	161	2	29749	4	99.4850	176	56	38.1540
R2.Test162	41	37	26853	74	89.8004	66	0	95.8109
R2.Test111	50	33	13869	66	46.3800	111	53	46.8450
R2.Test80	9	1	29840	2	99.7893	144	59	91.9564
R2.Test93	779	44	14559	88	48.6874	8	0	4.0046
R2.Test160	19	14	3942	28	13.1826	15	9	73.6872
R2.Test86	38	36	28118	72	94.0307	49	0	97.9234
R2.Test166	29	18	29030	38	97.0806	66	3	88.4600
R2.Test84	52	44	25885	88	86.5632	35	0	91.2108
R2.Test186	5148	2	29865	4	99.8729	155	56	1.3507
R2.Test137	216	31	28038	62	93.7632	94	26	30.0531
R2.Test13	3079	3	29825	6	99.7392	165	56	1.9740
R2.Test71	72	2	29812	6	99.6957	140	62	37.2750
R2.Test190	49	33	27985	66	93.5859	72	0	87.4046
R2.Test198	2972	2	29825	4	99.7392	165	56	2.0729
R2.Test188	45	40	24287	80	81.2193	181	70	93.8074
R2.Test102	706	3	914	6	3.0565	0	0	0.3785
R2.Test131	62	36	27362	72	91.5025	65	0	58.5866
R2.Test151	18	10	2528	20	8.4540	14	26	48.1617
R2.Test74	270	24	10821	48	36.1870	65	27	13.3602
R2.Test178	100	1	29828	2	99.7492	200	70	49.3118
R2.Test82	208	1	29873	2	99.8997	136	59	32.7023
R2.Test118	11	1	29821	2	99.7258	194	70	88.0153
R2.Test140	121	1	29842	2	99.7960	171	56	48.6286
R2.Test115	580	46	24427	92	81.6875	49	0	11.6379
R2.Test67	110	2	29818	4	99.7157	195	70	38.8003
R2.Test44	76	48	20404	96	68.2340	123	56	74.9267
