contig	length	gc	frequency	meanDepth	meanCov	S1_fre	S1_meanDep	S1_meanCov	Specy
k51_8563	387	0.434108527131783	2	3.59218685139062	0.161616161616162	NA	NA	NA	0
k51_16511	272	0.404411764705882	1	2.08763227513227	0.125	NA	NA	NA	0
k51_11576	402	0.370646766169154	1	0.902359437751004	0.125	NA	NA	NA	0
k51_22718	222	0.423423423423423	1	2.22576923076923	0.125	NA	NA	NA	0
k51_15309	354	0.42090395480226	1	1.91964285714286	0.125	NA	NA	NA	0
k51_20016	504	0.436507936507937	1	3.73675710594315	0.124354005167959	NA	NA	NA	0
k51_24962	342	0.41812865497076	1	3.12329766536965	0.125	NA	NA	NA	0
k51_10475	227	0.458149779735683	1	1.68729235880399	0.124169435215947	NA	NA	NA	0
k51_22580	248	0.399193548387097	1	2.80619891008175	0.125	NA	NA	NA	0
k51_5084	318	0.421383647798742	1	2.09948394495412	0.125	NA	NA	NA	0
k51_8961	303	0.37953795379538	1	1.62992610837439	0.125	NA	NA	NA	0
k51_8765	237	0.434599156118143	1	2.88784722222222	0.125	NA	NA	NA	0
k51_19930	604	0.341059602649007	1	2.20111241217799	0.124268149882904	NA	NA	NA	0
k51_6831	259	0.362934362934363	5	2.1122933282971	0.39839518375871	6	0.0727906193137069	0.0120495585774334	1
k51_14137	237	0.434599156118143	2	4.02231466170593	0.196758302328786	NA	NA	NA	0
k51_15653	453	0.364238410596026	2	2.96416683032207	0.138980263157895	NA	NA	NA	0
k51_22350	323	0.430340557275542	2	4.56173780487805	0.145579268292683	NA	NA	NA	0
k51_25827	486	0.627572016460905	2	2.82292089249493	0.151876267748479	NA	NA	NA	0
k51_13308	233	0.373390557939914	1	2.45118343195266	0.125	NA	NA	NA	0
k51_25972	255	0.376470588235294	1	1.40561224489796	0.125	NA	NA	NA	0
k51_12407	487	0.408624229979466	2	1.0299351632986	0.138010204081633	NA	NA	NA	0
k51_2188	266	0.308270676691729	1	1.825	0.125	NA	NA	NA	0
k51_7229	206	0.504854368932039	1	1.573606271777	0.125	NA	NA	NA	0
k51_8020	288	0.347222222222222	1	1.45580474934037	0.125	NA	NA	NA	0
k51_25013	202	0.321782178217822	1	0.715189873417721	0.125	NA	NA	NA	0
k51_778	370	0.432432432432432	2	4.1795223880597	0.158585406301824	NA	NA	NA	0
k51_6155	537	0.420856610800745	3	3.66002466274662	0.160329540795408	NA	NA	NA	0
k51_14247	212	0.44811320754717	1	2.22727272727272	0.125	NA	NA	NA	0
k51_18828	490	0.438775510204082	2	4.47189808137756	0.137931034482759	NA	NA	NA	0
k51_10656	273	0.443223443223443	1	2.62943037974684	0.125	NA	NA	NA	0
k51_8944	565	0.299115044247788	4	1.85125729896479	0.325877433609747	8	0.0881538789597214	0.0162498946539824	1
k51_24152	258	0.472868217054264	2	3.98797468354431	0.159899689515166	NA	NA	NA	0
k51_15842	269	0.408921933085502	2	0.951534845132744	0.1484375	NA	NA	NA	0
k51_24806	282	0.375886524822695	1	0.731563421828909	0.125	NA	NA	NA	0
k51_7414	253	0.41897233201581	1	3.02985564304463	0.125	NA	NA	NA	0
k51_1388	244	0.381147540983607	2	1.87161809983273	0.15080971659919	NA	NA	NA	0
k51_2462	351	0.310541310541311	1	1.10201793721973	0.125	NA	NA	NA	0
k51_21308	713	0.444600280504909	2	4.29726648137758	0.142757660167131	NA	NA	NA	0
k51_8146	249	0.449799196787149	2	2.02745279146141	0.150297619047619	NA	NA	NA	0
k51_3935	382	0.426701570680628	1	2.91008771929825	0.124122807017544	NA	NA	NA	0
k51_26562	264	0.643939393939394	2	2.16726024842216	0.172970479704797	NA	NA	NA	0
k51_12197	414	0.408212560386473	1	2.12778253424657	0.125	NA	NA	NA	0
k51_24544	308	0.37987012987013	2	3.35543450254524	0.174684542586751	NA	NA	NA	0
k51_24222	295	0.383050847457627	1	2.93351063829788	0.125	NA	NA	NA	0
k51_20424	262	0.469465648854962	2	2.27132436333642	0.149056603773585	NA	NA	NA	0
k51_17910	405	0.348148148148148	1	0.899402390438248	0.125	NA	NA	NA	0
k51_8763	220	0.404545454545455	2	2.73947701449834	0.153587443946188	NA	NA	NA	0
k51_11230	709	0.369534555712271	1	2.76587117701575	0.125	NA	NA	NA	0
k51_19507	254	0.381889763779528	1	2.56693989071039	0.125	NA	NA	NA	0
k51_9018	271	0.416974169741697	1	1.42114825581395	0.125	NA	NA	NA	0
k51_14157	242	0.363636363636364	2	1.56781607379794	0.149472420547166	NA	NA	NA	0
k51_25793	578	0.432525951557093	1	1.94599745870394	0.125	NA	NA	NA	0
k51_26845	275	0.421818181818182	2	2.78981052344601	0.170535714285714	NA	NA	NA	0
k51_18848	257	0.389105058365759	1	1.20093457943925	0.125	NA	NA	NA	0
k51_8942	265	0.441509433962264	1	2.11391129032258	0.125	NA	NA	NA	0
k51_15565	306	0.467320261437909	1	3.15645336225596	0.125	NA	NA	NA	0
k51_22192	362	0.408839779005525	2	1.57374168703462	0.142465753424658	NA	NA	NA	0
k51_19714	336	0.342261904761905	1	2.88102119460501	0.125	NA	NA	NA	0
k51_16567	272	0.408088235294118	1	2.7277706185567	0.125	NA	NA	NA	0
k51_17754	205	0.429268292682927	1	1.53274907749078	0.125	NA	NA	NA	0
k51_14227	538	0.429368029739777	2	2.51351984493736	0.136310248977763	NA	NA	NA	0
k51_26328	552	0.432971014492754	2	3.0356254778764	0.136486486486486	NA	NA	NA	0
k51_1631	611	0.405891980360065	1	2.45957568807339	0.125	NA	NA	NA	0
k51_8254	265	0.411320754716981	1	1.41487068965518	0.125	NA	NA	NA	0
k51_19613	619	0.376413570274637	6	2.47655706035643	0.427889962140412	9	0.0865560671572505	0.0129471354800295	1
k51_9320	233	0.536480686695279	2	4.02934862469578	0.170168067226891	NA	NA	NA	0
k51_5852	273	0.377289377289377	6	1.90709038497237	0.434407490546605	6	0.066342505656752	0.0135885116126383	1
k51_17653	204	0.401960784313726	1	3.38370253164556	0.125	NA	NA	NA	0
k51_19696	360	0.394444444444444	1	2.12677484787019	0.125	NA	NA	NA	0
k51_22402	287	0.418118466898955	2	1.73516054724451	0.168664383561644	NA	NA	NA	0
k51_24038	344	0.366279069767442	1	1.86325678496869	0.125	NA	NA	NA	0
k51_10054	210	0.338095238095238	1	0.511458333333334	0.125	NA	NA	NA	0
k51_15977	343	0.41399416909621	1	2.20123203285421	0.125	NA	NA	NA	0
k51_16975	261	0.490421455938697	2	2.38760419165268	0.149147727272727	NA	NA	NA	0
k51_23230	300	0.57	2	3.22253590683477	0.219249201277955	NA	NA	NA	0
k51_21805	200	0.46	1	3.39078073089701	0.125	NA	NA	NA	0
k51_26686	210	0.485714285714286	1	3.11917701863354	0.125	NA	NA	NA	0
k51_20444	5738	0.393691181596375	8	3.0583973660923	0.436717909391238	9	0.106806379451708	0.0162125992064518	1
k51_24390	404	0.400990099009901	1	2.04742907801419	0.125	NA	NA	NA	0
k51_21851	325	0.489230769230769	1	2.39908993576018	0.125	NA	NA	NA	0
k51_26264	548	0.430656934306569	2	3.91076049711852	0.147764001791418	NA	NA	NA	0
k51_24242	286	0.454545454545455	1	4.42664835164834	0.125	NA	NA	NA	0
k51_17309	208	0.514423076923077	2	1.52834759850039	0.15521327014218	NA	NA	NA	0
k51_5536	551	0.575317604355717	2	3.70795304316876	0.19256161971831	NA	NA	NA	0
k51_9171	1003	0.385842472582253	8	3.04077654550219	0.448873376937008	9	0.100361591807107	0.0146632911582361	1
k51_15734	203	0.458128078817734	1	2.27395470383275	0.125	NA	NA	NA	0
k51_22579	824	0.616504854368932	2	3.48968887703837	0.215621403912543	NA	NA	NA	0
k51_14967	854	0.451990632318501	2	5.65007842460373	0.132438739789965	NA	NA	NA	0
k51_3248	215	0.404651162790698	1	0.702380952380953	0.125	NA	NA	NA	0
k51_3933	248	0.395161290322581	1	0.688566552901024	0.125	NA	NA	NA	0
k51_12523	500	0.376	1	0.888569078947369	0.12438322368421	NA	NA	NA	0
k51_14428	264	0.378787878787879	2	2.62683693081017	0.148876404494382	NA	NA	NA	0
k51_23463	262	0.278625954198473	1	0.761075949367089	0.125	NA	NA	NA	0
k51_2441	2036	0.409626719056974	7	2.81295653233073	0.428707705505463	8	0.0988206092466603	0.0159585223294103	1
k51_19443	449	0.610244988864143	2	2.9687643207856	0.223404255319149	NA	NA	NA	0
k51_19160	206	0.393203883495146	3	2.04594651936532	0.187492913671512	NA	NA	NA	0
k51_758	230	0.673913043478261	2	1.70398659216383	0.213389121338912	NA	NA	NA	0
k51_23140	276	0.347826086956522	2	2.98076716810125	0.147849462365591	NA	NA	NA	0
k51_10548	1216	0.439144736842105	2	3.89870453923979	0.130229696472518	NA	NA	NA	0
k51_24132	285	0.421052631578947	1	0.86965811965812	0.125	NA	NA	NA	0
k51_20614	254	0.47244094488189	1	3.96109693877551	0.125	NA	NA	NA	0
k51_21183	281	0.355871886120996	1	0.644376899696049	0.125	NA	NA	NA	0
k51_16100	554	0.451263537906137	1	3.359375	0.125	NA	NA	NA	0
k51_890	203	0.354679802955665	1	1.05873493975904	0.125	NA	NA	NA	0
k51_6153	270	0.340740740740741	1	0.626612903225806	0.125	NA	NA	NA	0
k51_11463	292	0.366438356164384	1	1.03972602739726	0.125	NA	NA	NA	0
k51_10362	204	0.607843137254902	2	2.06575908942025	0.220348837209302	NA	NA	NA	0
k51_20796	220	0.436363636363636	1	1.73141891891893	0.125	NA	NA	NA	0
k51_20713	250	0.44	1	0.734113712374582	0.125	NA	NA	NA	0
k51_3531	226	0.300884955752212	1	3.10194174757281	0.125	NA	NA	NA	0
k51_19171	223	0.560538116591928	2	3.23741768875038	0.204741379310345	NA	NA	NA	0
k51_22330	446	0.405829596412556	1	2.41919781931464	0.125	NA	NA	NA	0
k51_9230	250	0.392	1	0.872149837133551	0.125	NA	NA	NA	0
k51_4274	223	0.349775784753363	1	0.570866141732284	0.125	NA	NA	NA	0
k51_17842	216	0.523148148148148	1	0.344012605042016	0.125	NA	NA	NA	0
k51_20127	302	0.370860927152318	1	1.93084490740741	0.125	NA	NA	NA	0
k51_1520	307	0.462540716612378	1	2.07619047619048	0.125	NA	NA	NA	0
k51_15065	241	0.580912863070539	2	3.42261213720316	0.205	NA	NA	NA	0
k51_12494	564	0.421985815602837	1	2.24550706033376	0.125	NA	NA	NA	0
k51_22920	271	0.416974169741697	2	1.68145047974627	0.151721014492754	NA	NA	NA	0
k51_16067	479	0.434237995824635	1	3.02242231638418	0.124293785310734	NA	NA	NA	0
k51_197	215	0.432558139534884	1	3.4237987987988	0.125	NA	NA	NA	0
k51_18742	202	0.485148514851485	1	0.863265306122449	0.125	NA	NA	NA	0
k51_8204	334	0.449101796407186	1	1.95131291028446	0.125	NA	NA	NA	0
k51_26334	900	0.571111111111111	2	3.44089596704666	0.219441517386723	NA	NA	NA	0
k51_10681	292	0.397260273972603	1	1.80841708542714	0.125	NA	NA	NA	0
k51_331	265	0.449056603773585	2	2.91531925270108	0.174172794117647	NA	NA	NA	0
k51_19007	215	0.451162790697674	1	2.11805555555555	0.125	NA	NA	NA	0
k51_26282	220	0.431818181818182	4	3.73097191267689	0.208142571359523	57	2.50134620798822	0.100106894177764	0
k51_20257	263	0.399239543726236	1	2.28058510638298	0.124335106382979	NA	NA	NA	0
k51_12889	227	0.577092511013216	2	2.7392514354008	0.246913580246914	NA	NA	NA	0
k51_11371	255	0.552941176470588	1	1.26963746223565	0.125	NA	NA	NA	0
k51_4520	210	0.514285714285714	6	7.31064786651377	0.515061724289399	7	0.329882051893697	0.0182079901873719	1
k51_1969	201	0.308457711442786	1	0.345157657657657	0.125	NA	NA	NA	0
k51_10142	206	0.388349514563107	1	2.80368852459016	0.124180327868852	NA	NA	NA	0
k51_5712	350	0.417142857142857	1	2.88322050290135	0.125	NA	NA	NA	0
k51_16393	462	0.348484848484849	1	4.03186968838528	0.124645892351275	NA	NA	NA	0
k51_16316	262	0.309160305343511	1	0.70241935483871	0.125	NA	NA	NA	0
k51_11360	333	0.45045045045045	1	1.27977594339623	0.125	NA	NA	NA	0
k51_13625	223	0.381165919282511	1	0.725	0.125	NA	NA	NA	0
k51_3113	596	0.35738255033557	1	2.20546144859812	0.124415887850467	NA	NA	NA	0
k51_5802	490	0.408163265306122	1	2.55880281690141	0.125	NA	NA	NA	0
k51_10988	284	0.366197183098592	1	3.30205882352941	0.125	NA	NA	NA	0
k51_24538	357	0.448179271708683	1	2.3051689860835	0.125	NA	NA	NA	0
k51_10554	227	0.370044052863436	1	2.05	0.125	NA	NA	NA	0
k51_5921	463	0.447084233261339	2	2.33979136862184	0.13868025751073	NA	NA	NA	0
k51_584	205	0.482926829268293	2	2.20211139075938	0.202240566037736	NA	NA	NA	0
k51_5060	315	0.419047619047619	2	2.52420459774923	0.145047169811321	NA	NA	NA	0
k51_206	312	0.387820512820513	1	2.4501708428246	0.125	NA	NA	NA	0
k51_14434	415	0.47710843373494	2	3.86111463647446	0.209396751740139	NA	NA	NA	0
k51_11674	297	0.377104377104377	2	1.53212090774443	0.151032533751	NA	NA	NA	0
k51_10384	368	0.339673913043478	1	2.11214285714286	0.125	NA	NA	NA	0
k51_26631	498	0.331325301204819	5	2.09176495155496	0.392885837783289	8	0.0920222984894313	0.0142132697115858	1
k51_3124	310	0.412903225806452	2	2.25206786259103	0.145367412140575	NA	NA	NA	0
k51_16791	256	0.44921875	2	0.982198366225693	0.158524904214559	NA	NA	NA	0
k51_22260	379	0.503957783641161	2	2.16428925455987	0.166881443298969	NA	NA	NA	0
k51_9788	256	0.56640625	2	2.4402052238806	0.224347014925373	NA	NA	NA	0
k51_12023	212	0.429245283018868	1	1.255	0.125	NA	NA	NA	0
k51_12817	233	0.369098712446352	1	0.888111888111889	0.125	NA	NA	NA	0
k51_12746	369	0.371273712737127	1	1.30755208333334	0.125	NA	NA	NA	0
k51_13729	426	0.34037558685446	1	1.40126811594203	0.125	NA	NA	NA	0
k51_10048	235	0.387234042553191	1	2.13246268656716	0.125	NA	NA	NA	0
k51_23773	204	0.465686274509804	1	3.11914715719064	0.124163879598662	NA	NA	NA	0
k51_3926	208	0.586538461538462	2	3.27021496328029	0.187209302325581	NA	NA	NA	0
k51_27607	1119	0.407506702412869	8	2.52698639096006	0.439426405499883	10	0.091893498114509	0.0151942196562125	1
k51_18854	368	0.434782608695652	2	2.23386570806944	0.142183288409704	NA	NA	NA	0
k51_14075	222	0.630630630630631	1	2.04600977198697	0.125	NA	NA	NA	0
k51_23674	292	0.465753424657534	3	4.45202894053529	0.172557139188495	NA	NA	NA	0
k51_26938	202	0.435643564356436	1	1.99785223367698	0.123711340206186	NA	NA	NA	0
k51_2709	249	0.437751004016064	1	2.23650568181817	0.122514204545455	NA	NA	NA	0
k51_9967	227	0.414096916299559	1	1.90470679012346	0.124228395061728	NA	NA	NA	0
k51_5514	216	0.481481481481481	1	2.25608766233766	0.125	NA	NA	NA	0
k51_11773	267	0.397003745318352	1	3.20720443349754	0.125	NA	NA	NA	0
k51_3620	809	0.415327564894932	1	2.70829892650702	0.125	NA	NA	NA	0
k51_24416	229	0.358078602620087	1	0.708029197080293	0.125	NA	NA	NA	0
k51_6103	353	0.373937677053824	1	1.02954545454545	0.125	NA	NA	NA	0
k51_22598	460	0.410869565217391	2	1.93141826955731	0.137196571444096	NA	NA	NA	0
k51_13997	468	0.525641025641026	2	4.28823427355525	0.181106471816284	NA	NA	NA	0
k51_2819	389	0.401028277634961	1	1.709375	0.125	NA	NA	NA	0
k51_8092	237	0.434599156118143	2	4.40385230747351	0.168191056910569	NA	NA	NA	0
k51_12268	649	0.345146379044684	2	0.748858441781781	0.134777607361963	NA	NA	NA	0
k51_6423	253	0.391304347826087	1	1.21777950310559	0.125	NA	NA	NA	0
k51_9865	464	0.424568965517241	3	1.71636428915901	0.192790596607499	NA	NA	NA	0
k51_20040	235	0.382978723404255	1	1.8838141025641	0.125	NA	NA	NA	0
k51_16423	290	0.448275862068966	1	1.84013819095477	0.122801507537688	NA	NA	NA	0
k51_26479	235	0.314893617021277	1	0.608455882352941	0.125	NA	NA	NA	0
k51_3658	224	0.352678571428571	1	1.87899361022364	0.125	NA	NA	NA	0
k51_21964	289	0.352941176470588	1	0.982986111111111	0.125	NA	NA	NA	0
k51_4535	540	0.435185185185185	1	2.55332278481012	0.125	NA	NA	NA	0
k51_6339	283	0.653710247349823	2	2.346908684157	0.204278523489933	NA	NA	NA	0
k51_10450	213	0.436619718309859	1	1.09445488721805	0.120770676691729	NA	NA	NA	0
k51_17551	396	0.267676767676768	6	3.34301558343213	0.477358898849342	8	0.179514661577727	0.0170801647096965	1
k51_20307	220	0.45	1	2.88455414012739	0.118630573248408	NA	NA	NA	0
k51_388	248	0.459677419354839	1	1.82798507462686	0.125	NA	NA	NA	0
k51_14115	257	0.381322957198444	1	2.68849734042553	0.125	NA	NA	NA	0
k51_26756	284	0.394366197183099	2	0.948788474786098	0.147212543554007	NA	NA	NA	0
k51_18529	342	0.605263157894737	2	2.34319396705163	0.179799426934097	NA	NA	NA	0
k51_13964	276	0.347826086956522	1	0.900735294117646	0.125	NA	NA	NA	0
k51_1733	308	0.425324675324675	1	2.35455607476635	0.125	NA	NA	NA	0
k51_9394	234	0.388888888888889	2	1.4104311573854	0.151898734177215	NA	NA	NA	0
k51_22119	738	0.405149051490515	2	3.71062329482788	0.157877169559413	NA	NA	NA	0
k51_24902	991	0.417759838546922	3	2.41018624048701	0.156038480885312	NA	NA	NA	0
k51_10083	216	0.37037037037037	2	2.59641728134878	0.154109589041096	NA	NA	NA	0
k51_3404	303	0.409240924092409	1	0.603460451977401	0.125	NA	NA	NA	0
k51_24721	205	0.468292682926829	1	1.27255639097744	0.12406015037594	NA	NA	NA	0
k51_27740	301	0.441860465116279	1	0.875	0.125	NA	NA	NA	0
k51_15369	229	0.554585152838428	2	2.21521287642783	0.159722222222222	NA	NA	NA	0
k51_5730	251	0.466135458167331	3	3.98794293362959	0.207896142185744	NA	NA	NA	0
k51_273	845	0.630769230769231	2	2.1877172062177	0.177059164733179	NA	NA	NA	0
k51_8661	225	0.493333333333333	1	2.05954258675079	0.125	NA	NA	NA	0
k51_7831	784	0.42219387755102	2	3.11371306328523	0.133100381194409	NA	NA	NA	0
k51_15946	672	0.386904761904762	2	3.31557698648203	0.134444444444444	NA	NA	NA	0
k51_23275	201	0.477611940298507	1	1.97824074074074	0.125	NA	NA	NA	0
k51_17684	202	0.396039603960396	1	1.33796296296296	0.125	NA	NA	NA	0
k51_305	271	0.402214022140221	1	1.19491525423729	0.125	NA	NA	NA	0
k51_9308	206	0.441747572815534	1	0.582983193277311	0.125	NA	NA	NA	0
k51_8644	269	0.431226765799257	2	3.18970256024096	0.1484375	NA	NA	NA	0
k51_16094	461	0.412147505422993	1	4.60272790055249	0.124654696132597	NA	NA	NA	0
k51_12467	243	0.460905349794239	2	3.57241059101965	0.150914634146341	NA	NA	NA	0
k51_21224	271	0.44280442804428	1	1.7182486631016	0.125	NA	NA	NA	0
k51_1189	202	0.400990099009901	2	5.97372655583973	0.186594202898551	NA	NA	NA	0
k51_13368	233	0.420600858369099	1	0.56796577946768	0.125	NA	NA	NA	0
k51_4558	515	0.539805825242718	6	3.34933575083196	0.45734760300236	9	0.112915024501896	0.0177880131701236	1
k51_17381	348	0.399425287356322	2	3.43537937429447	0.143162393162393	NA	NA	NA	0
k51_26502	593	0.45531197301855	1	4.55459917780061	0.125	NA	NA	NA	0
k51_25720	414	0.432367149758454	1	2.45134228187919	0.125	NA	NA	NA	0
k51_22187	573	0.425828970331588	1	2.15178571428571	0.125	NA	NA	NA	0
k51_6414	338	0.381656804733728	1	2.08324468085106	0.125	NA	NA	NA	0
k51_8140	289	0.370242214532872	1	0.73377581120944	0.125	NA	NA	NA	0
k51_14530	201	0.393034825870647	2	1.69625	0.15625	NA	NA	NA	0
k51_12621	234	0.594017094017094	2	4.11818926553673	0.224937853107345	NA	NA	NA	0
k51_13224	243	0.625514403292181	2	1.81567555458684	0.176411290322581	NA	NA	NA	0
k51_24866	217	0.456221198156682	2	3.51865231195051	0.182432432432432	NA	NA	NA	0
k51_13542	201	0.577114427860697	2	2.70664127887513	0.163228155339806	NA	NA	NA	0
k51_2389	343	0.39067055393586	1	2.49367408906883	0.125	NA	NA	NA	0
k51_20873	397	0.380352644836272	1	1.00298210735586	0.125	NA	NA	NA	0
k51_11527	213	0.436619718309859	1	4.25038461538461	0.125	NA	NA	NA	0
k51_10829	292	0.441780821917808	1	2.86337868480725	0.125	NA	NA	NA	0
