sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov	adjusted_total_bases	adjusted_mapped_fragment_num	adjusted_mapped_ref_bases	adjusted_signal_ratio	Annotated_ratio	Unnotated_ratio
rand.86	KM821997_KM821998	1	1	6830	1	64.1857	467	5	100.0000	6829	1	6829	100	64.1762992199981	6829	1	6829	100	0	0
rand.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.100	NA	13	2	2673	NA	25.03981264637	NA	NA	28.6035313001605	9345	2	2673	28.6035313001605	25.03981264637	9345	2	2673	28.6035313001605	71.3964686998395	0
rand.65	KM821997_KM821998	7	5	6578	10	61.8175	462	0	88.6165	7423	5	6657	89.6807220800216	62.5599097829151	7423	5	6657	89.6807220800216	0	10.3192779199784
rand.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.89	KM821997_KM821998	10	3	1321	6	12.4142	89	0	33.1410	3986	3	1468	36.8289011540391	13.7956958932431	3986	3	1468	36.8289011540391	48.1685900652283	15.0025087807326
rand.23	KM821997_KM821998	8	5	3276	10	30.7866	226	0	67.4148	4901	5	3315	67.6392572944297	31.1530871158726	4901	5	3315	67.6392572944297	32.3607427055703	0
rand.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.46	KM821997_KM821998	5	3	1091	6	10.2528	68	0	63.3566	1722	3	1091	63.3565621370499	10.2527957898694	1722	3	1091	63.3565621370499	36.6434378629501	0
rand.85	KM821997_KM821998	4	2	548	4	5.1499	35	0	31.1895	1757	2	619	35.2305065452476	5.81712245089747	1757	2	619	35.2305065452476	23.9043824701195	40.8651109846329
rand.74	KM821997_KM821998	5	4	1665	8	15.6470	102	0	82.9183	2008	4	1680	83.6653386454183	18.8704069166432	2008	5	2008	100	0	0
rand.24	KM821997_KM821998	6	5	1811	10	17.0191	100	0	82.2158	2789	5	2343	84.0086052348512	22.0186072737525	2789	5	2343	84.0086052348512	15.9913947651488	0
rand.90	KM821997_KM821998	2	1	6781	2	63.7252	519	0	94.5614	7171	1	6832	95.2726258541347	64.204492059017	7171	1	6832	95.2726258541347	0	4.7273741458653
rand.54	KM821997_KM821998	4	4	6637	8	62.3720	453	0	99.9398	6646	4	6646	100	62.4565360398459	6646	4	6646	100	0	0
rand.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.18	KM821997_KM821998	16	1	6781	2	63.7252	519	0	44.0725	15386	1	6832	44.4040036396724	64.204492059017	15076	1	6832	45.3170602281772	51.9567524542319	2.72618731759088
rand.2	KM821997_KM821998	2	2	1203	4	11.3053	66	0	99.7512	1206	2	1206	100	11.3335212855935	1206	2	1206	100	0	0
rand.42	KM821997_KM821998	4	2	6703	6	62.9922	461	1	90.3072	7552	2	6877	91.0619703389831	68.0387181655859	7552	3	7240	95.8686440677966	0	4.13135593220339
rand.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.38	KM821997_KM821998	3	2	794	4	7.4617	64	0	69.1036	1149	2	812	70.6701479547433	7.63086176111268	1149	2	812	70.6701479547433	29.3298520452567	0
rand.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.92	KM821997_KM821998	2	2	7955	3	74.7580	551	5	99.5868	7987	2	7987	100	75.0587350812894	7987	2	7987	100	0	0
rand.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.33	KM821997_KM821998	7	4	10600	7	99.6147	679	3	89.0030	12367	4	11218	90.7091453060564	100	12367	4	11218	90.7091453060564	9.29085469394356	0
rand.77	KM821997_KM821998	37	5	2461	10	23.1275	155	2	13.9236	18422	5	2620	14.2221257192487	24.6217460764966	18422	5	2620	14.2221257192487	58.1044403430681	27.6734339376832
rand.75	KM821997_KM821998	1	1	261	2	2.4528	14	0	84.4660	309	1	309	100	2.90386241894559	309	1	309	100	0	0
rand.49	KM821997_KM821998	1	1	6806	1	63.9602	505	5	99.8826	6813	1	6813	100	64.0259374118974	6813	1	6813	100	0	0
rand.44	KM821997_KM821998	6	2	10185	3	95.7147	757	1	85.2956	11942	2	10312	86.3506950259588	100	11942	3	10764	90.1356556690672	6.97538100820633	2.88896332272651
rand.97	KM821997_KM821998	5	2	7222	4	67.8696	563	3	83.4026	8658	2	7389	85.3430353430353	69.4389625035241	8658	2	7389	85.3430353430353	0	14.6569646569647
rand.37	KM821997_KM821998	8	5	2853	10	26.8114	214	0	70.2018	4064	5	2958	72.7854330708661	27.7981392726248	4064	5	2958	72.7854330708661	27.2145669291339	0
rand.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.80	KM821997_KM821998	1	1	390	2	3.6651	29	0	100.0000	390	1	390	100	3.6650690724556	390	1	390	100	0	0
rand.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.95	KM821997_KM821998	6	4	10592	8	99.5395	685	3	91.7963	12153	4	11480	94.4622726898708	100	12153	4	11480	94.4622726898708	2.6742368139554	2.86349049617378
rand.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.39	KM821997_KM821998	30	5	3209	10	30.1569	226	0	17.6506	18345	5	3274	17.8468247478877	61.5167747392162	17959	9	6546	36.4496909627485	59.0790133080907	4.47129572916086
rand.9	KM821997_KM821998	4	3	10600	5	99.6147	679	3	74.8337	14285	3	10901	76.310815540777	100	14285	4	14285	100	0	0
rand.70	KM821997_KM821998	2	1	6806	1	63.9602	505	5	95.4418	7130	1	6813	95.5539971949509	64.0259374118974	7130	1	6813	95.5539971949509	4.44600280504909	2.66453525910038e-15
rand.56	KM821997_KM821998	24	8	6505	18	61.1315	417	0	47.1885	13925	8	6691	48.0502692998205	66.9204022178367	12655	9	7121	56.2702489134729	36.8470960094824	6.88265507704465
rand.41	KM821997_KM821998	9	8	3335	18	31.3410	228	0	88.5228	3764	8	3410	90.5951115834219	32.0458603514707	3764	8	3410	90.5951115834219	9.40488841657811	0
rand.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.6	KM821997_KM821998	3	1	495	2	4.6518	30	0	41.1130	1204	1	529	43.936877076412	4.9713372803308	1204	1	529	43.936877076412	0	56.063122923588
rand.73	KM821997_KM821998	1	1	6806	1	63.9602	505	5	99.8826	6813	1	6813	100	64.0259374118974	6813	1	6813	100	0	0
rand.47	KM821997_KM821998	3	1	573	2	5.3848	43	1	47.0008	1217	1	601	49.3837304847987	5.64796541678414	1217	1	601	49.3837304847987	50.6162695152013	0
rand.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.96	NA	5	4	2905	NA	27.2131147540984	NA	NA	85.718501032753	3389	4	2905	85.718501032753	27.2131147540984	3389	4	2905	85.718501032753	14.281498967247	0
rand.50	KM821997_KM821998	9	7	4794	16	45.0522	315	2	85.3228	5839	7	5192	88.9193355026546	48.7924067286909	5839	7	5192	88.9193355026546	0	11.0806644973454
rand.82	KM821997_KM821998	1	1	6762	2	63.5467	494	1	98.7584	6846	1	6846	100	64.3360586411052	6846	1	6846	100	0	0
rand.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.16	KM821997_KM821998	8	8	5071	16	47.6553	355	0	97.8293	5344	8	5344	100	50.220843905648	5344	8	5344	100	0	0
rand.28	KM821997_KM821998	5	4	3282	10	30.8430	217	0	89.9050	3685	4	3360	91.1804613297151	31.5759797011559	3685	4	3360	91.1804613297151	8.81953867028494	3.5527136788005e-15
rand.79	KM821997_KM821998	9	7	3682	14	34.6020	271	0	80.5801	4758	7	3988	83.8167297183691	37.4776806691101	4758	7	3988	83.8167297183691	16.1832702816309	0
rand.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.78	KM821997_KM821998	2	1	461	2	4.3323	27	0	56.9136	810	1	461	56.9135802469136	4.33229959590264	810	1	461	56.9135802469136	43.0864197530864	7.105427357601e-15
rand.7	KM821997_KM821998	14	4	6933	7	65.1537	877	12	42.2455	28564	4	15940	55.8045091723848	100	28564	14	28564	100	0	0
rand.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
