sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov	adjusted_total_bases	adjusted_mapped_fragment_num	adjusted_mapped_ref_bases	adjusted_signal_ratio	Annotated_ratio	Unnotated_ratio
rand.86	KM821997_KM821998	136	2	10166	3	95.5361	681	5	10.4828	96968	2	10259	10.5797788961307	96.4101118315948	96968	2	10259	10.5797788961307	1.34374226548965	88.0764788383797
rand.25	KM821997_KM821998	333	3	1328	6	12.4800	112	0	0.6931	202996	3	1442	0.71035882480443	17.6957052908561	202996	4	1883	0.927604484817435	0.91972255610948	98.1526729590731
rand.75	KM821997_KM821998	121	2	3282	4	30.8430	498	3	4.9825	71089	2	3736	5.25538409599235	35.1094821915234	71089	2	3736	5.25538409599235	2.22819282870768	92.5164230753
rand.42	KM821997_KM821998	663	3	10053	8	94.4742	698	1	2.8474	357172	3	10342	2.89552372526402	100	357172	4	10705	2.99715543211674	0.733540143124321	96.2693044247589
rand.40	KM821997_KM821998	234	7	4643	14	43.6331	302	0	3.6692	131910	7	4883	3.70176635584868	51.8654261817498	131910	9	5519	4.18391327420211	1.25161094685771	94.5644757789402
rand.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.24	KM821997_KM821998	318	8	4118	16	38.6994	505	4	0.6055	956779	8	5931	0.619892368039014	55.737242740344	956779	8	5931	0.619892368039014	0.151654666333605	99.2284529656274
rand.30	KM821997_KM821998	78	2	3311	3	31.1155	487	4	7.4126	48822	2	3783	7.74855597886199	35.5511700028193	48822	2	3783	7.74855597886199	3.35504485682684	88.8963991643112
rand.85	KM821997_KM821998	258	3	3309	5	31.0967	480	4	2.3805	162025	3	4116	2.54034871161858	38.680575133916	162025	3	4116	2.54034871161858	0.6992748032711	96.7603764851103
rand.20	KM821997_KM821998	79	1	3311	1	31.1155	487	4	7.4515	44434	1	3475	7.82058783814196	32.65670519688	44434	1	3475	7.82058783814196	3.77413692217671	88.4052752396813
rand.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.99	KM821997_KM821998	274	13	7115	26	66.8640	543	0	5.0091	152084	13	8156	5.36282580679098	76.6469316793534	152084	13	8156	5.36282580679098	3.35735514584046	91.2798190473686
rand.95	KM821997_KM821998	270	4	10592	8	99.5395	685	3	6.7107	166243	4	11480	6.90555391805971	100	166243	4	11480	6.90555391805971	0.596716854243487	92.4977292276968
rand.5	KM821997_KM821998	519	5	3025	9	28.4278	209	2	1.0783	282851	5	3146	1.11224637706778	33.3897190113711	282851	6	3553	1.25613839088425	0.688701825342672	98.0551597837731
rand.28	KM821997_KM821998	321	5	5951	12	55.9252	383	0	3.4947	177211	5	6338	3.57652741646963	59.5620712339066	177211	5	6338	3.57652741646963	1.48692801236944	94.9365445711609
rand.38	KM821997_KM821998	483	2	794	4	7.4617	64	0	0.2947	269424	2	812	0.301383692618326	7.63086176111268	269424	2	812	0.301383692618326	1.03851178811093	98.6601045192707
rand.94	KM821997_KM821998	177	8	5034	15	47.3076	306	0	5.6411	93013	8	5327	5.72715641899519	50.0610844845409	93013	8	5327	5.72715641899519	1.64493135368174	92.6279122273231
rand.81	KM821997_KM821998	555	1	294	2	2.7629	16	0	0.0988	297591	1	325	0.109210291977916	3.05422422704633	297591	1	325	0.109210291977916	0.27151358744048	99.6192761205816
rand.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.74	KM821997_KM821998	515	6	8611	12	80.9228	1314	10	3.6357	282639	6	11789	4.17104504332382	100	282253	7	12117	4.29295702791467	0.235958519484292	95.471084452601
rand.19	KM821997_KM821998	53	4	1819	8	17.0943	148	0	6.9889	26027	4	1820	6.99273831021631	17.1036556714594	26027	4	1820	6.99273831021631	6.25504284012756	86.7522188496561
rand.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.68	KM821997_KM821998	163	13	5765	25	54.1772	363	0	9.5678	89812	13	8848	9.85169019730103	83.1500798797106	89812	13	8848	9.85169019730103	1.40738431390015	88.7409254887988
rand.15	KM821997_KM821998	295	3	1487	6	13.9743	94	3	0.8415	176352	3	1514	0.858510252222827	14.2279860915328	176352	3	1514	0.858510252222827	1.08079295953547	98.0606967882417
rand.41	KM821997_KM821998	217	9	3727	20	35.0249	259	0	3.4630	108606	9	3992	3.67567169401322	37.5152711211352	108606	9	3992	3.67567169401322	2.46947682448484	93.854851481502
rand.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.9	KM821997_KM821998	75	3	10600	5	99.6147	679	3	19.9351	53624	3	10901	20.3285842160227	100	53624	4	14285	26.6391914068328	5.25137997911383	68.1094286140534
rand.79	KM821997_KM821998	430	8	4283	16	40.2500	276	0	2.2095	230234	8	5241	2.27637968327875	49.2528897659994	230234	8	5241	2.27637968327875	1.50151584909266	96.2221044676286
rand.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.57	KM821997_KM821998	93	1	906	2	8.5142	56	0	1.6236	55801	1	917	1.64333972509453	8.6176111267738	55801	1	917	1.64333972509453	0.637981398182828	97.7186788767226
rand.2	KM821997_KM821998	1513	2	1203	4	11.3053	66	0	0.0605	1988763	2	1206	0.0606407098281696	11.3335212855935	1988763	2	1206	0.0606407098281696	0.0720548401192098	99.8673044500526
rand.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.100	KM821997_KM821998	356	4	8706	8	81.8156	1405	18	7.3269	177361	4	14819	8.35527539876298	100	177361	7	19393	10.9341963565835	9.14800886327885	79.9177947801377
rand.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.49	KM821997_KM821998	400	2	10202	1	95.8744	738	5	3.8462	265223	2	10275	3.87409840021416	96.5604736396955	265223	2	10275	3.87409840021416	0.13158738118489	95.9943142186009
rand.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.36	KM821997_KM821998	152	5	9975	8	93.7412	1094	18	25.1422	86484	5	23332	26.9784006290181	100	86484	8	26004	30.0679894546968	10.3140465288377	59.6179640164655
rand.82	KM821997_KM821998	518	4	10140	6	95.2918	729	1	7.7394	259853	4	21195	8.15653465613251	100	259853	4	21195	8.15653465613251	0.675766683471039	91.1676986603965
rand.53	KM821997_KM821998	553	3	10584	4	99.4643	716	5	3.1594	334967	3	10633	3.17434254717629	99.9248190959496	334967	3	10633	3.17434254717629	0.47168825585804	96.3539691969657
rand.55	KM821997_KM821998	430	19	8237	40	77.4081	501	1	4.9228	185747	19	9463	5.09456411139884	88.9296118785828	185747	19	9463	5.09456411139884	1.33945635730321	93.5659795312979
rand.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.22	KM821997_KM821998	498	2	727	4	6.8321	47	0	0.2516	288997	2	753	0.260556337955065	7.07640259374119	288630	2	753	0.260887641617295	0.719606416519419	99.0195059418633
rand.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.89	KM821997_KM821998	518	3	1321	6	12.4142	89	0	0.4835	273200	3	1468	0.537335285505124	13.7956958932431	273200	3	1468	0.537335285505124	1.24853587115666	98.2141288433382
rand.51	KM821997_KM821998	375	4	6014	8	56.5172	410	0	2.8941	207803	4	6251	3.00813751485782	58.7444789023588	207803	4	6251	3.00813751485782	3.07262166571224	93.9192408194299
rand.54	KM821997_KM821998	145	5	9984	10	93.8258	675	0	10.9269	91417	5	10106	11.0548366277607	94.9722770416314	91417	5	10106	11.0548366277607	2.35186015730116	86.5933032149381
rand.37	KM821997_KM821998	537	5	2853	10	26.8114	214	0	1.0532	270884	5	2958	1.09198033106422	27.7981392726248	270559	5	2958	1.09329203611782	1.12249084303239	97.7842171208498
rand.35	KM821997_KM821998	239	4	3565	10	33.5025	228	0	2.9646	130070	4	3866	2.97224571384639	36.3311718823419	130070	4	3866	2.97224571384639	0.76574152379488	96.2620127623587
rand.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.73	KM821997_KM821998	293	2	10202	1	95.8744	738	5	5.6928	179191	2	10275	5.73410494946733	96.5604736396955	179191	2	10275	5.73410494946733	0	94.2658950505327
rand.18	KM821997_KM821998	469	2	10171	3	95.5831	751	0	4.3446	234108	2	10338	4.41591060536163	97.1525232590922	232206	2	10338	4.4520813415674	10.0475439911113	85.5003746673213
rand.87	KM821997_KM821998	216	5	3062	10	28.7755	236	2	2.4656	124110	5	3116	2.51067601321408	29.2829621276196	124110	5	3116	2.51067601321408	1.51639674482314	95.9729272419628
rand.43	KM821997_KM821998	474	5	10592	10	99.5395	685	3	7.1753	290525	5	21294	7.32948971689183	100	290525	5	21294	7.32948971689183	1.67386627656828	90.9966440065399
rand.92	KM821997_KM821998	161	3	10166	5	95.5361	683	5	11.9235	94687	3	11417	12.0576214263838	100	94687	3	11417	12.0576214263838	0	87.9423785736162
rand.33	KM821997_KM821998	242	4	10600	7	99.6147	679	3	7.9986	137611	4	11218	8.15196459585353	100	137611	4	11218	8.15196459585353	1.05660157981557	90.7914338243309
rand.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.16	KM821997_KM821998	49	9	6900	18	64.8435	468	0	27.2482	25899	9	7228	27.9084134522568	67.9259468095104	25899	9	7228	27.9084134522568	2.70666821112784	69.3849183366153
rand.52	KM821997_KM821998	180	5	8850	8	83.1689	1393	23	9.4870	105597	5	11752	11.1291040465165	100	105597	5	11752	11.1291040465165	0	88.8708959534835
rand.6	KM821997_KM821998	268	2	1595	4	14.9892	116	0	1.0845	147070	2	1629	1.1076358196777	15.3087115872568	147070	2	1629	1.1076358196777	1.8623784592371	97.0299857210852
rand.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.50	KM821997_KM821998	518	7	4794	16	45.0522	315	2	1.7555	283790	7	5192	1.82952182952183	48.7924067286909	283790	7	5192	1.82952182952183	0.261460939427041	97.9090172310511
rand.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.78	KM821997_KM821998	560	1	461	2	4.3323	27	0	0.1433	321701	1	461	0.143300766861154	4.33229959590264	321701	1	461	0.143300766861154	0.375193114102847	99.481506119036
rand.96	NA	241	4	2905	NA	27.2131147540984	NA	NA	2.01322281975938	144296	4	2905	2.01322281975938	27.2131147540984	144296	4	2905	2.01322281975938	2.19340799467761	95.793369185563
rand.72	KM821997_KM821998	63	3	2722	6	25.5803	321	3	6.6423	41281	3	2743	6.64470337443376	25.777652476271	41281	3	2743	6.64470337443376	3.03529468762869	90.3200019379375
rand.39	KM821997_KM821998	163	5	3209	10	30.1569	226	0	3.2282	100304	5	3274	3.2640772052959	61.5167747392162	99918	9	6546	6.55137212514262	17.1840909545828	76.2645369202746
rand.59	KM821997_KM821998	585	1	464	2	4.3605	40	0	0.1449	320309	1	464	0.144860119447159	4.36049243492153	320309	1	464	0.144860119447159	1.18791541917336	98.6672244613795
rand.21	KM821997_KM821998	575	2	10202	1	95.8744	738	5	3.2464	314226	2	10275	3.26993947031754	96.5604736396955	314226	2	10275	3.26993947031754	1.31625008751663	95.4138104421658
rand.8	KM821997_KM821998	555	2	10536	4	99.0133	765	2	3.3298	316474	2	10670	3.37152499099452	100	316474	2	10670	3.37152499099452	0.643654771008045	95.9848202379974
rand.71	KM821997_KM821998	394	2	5534	4	52.0064	360	1	2.2154	249747	2	5571	2.23065742531442	52.3541020580772	249747	2	5571	2.23065742531442	2.28030767136342	95.4890349033222
rand.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.58	KM821997_KM821998	178	5	10193	7	95.7899	710	3	20.3847	105177	5	23294	22.1474276695475	100	105177	6	23863	22.6884204721565	3.08907841067914	74.2225011171644
rand.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.47	KM821997_KM821998	119	1	573	2	5.3848	43	1	1.0958	52201	1	601	1.15131894025019	5.64796541678414	52201	1	601	1.15131894025019	4.44819064768874	94.4004904120611
rand.91	KM821997_KM821998	444	1	3393	1	31.8861	196	0	1.5018	225933	1	3480	1.54027964042437	32.7036932619115	225933	1	3480	1.54027964042437	4.33889692962073	94.1208234299549
rand.34	KM821997_KM821998	434	4	1426	8	13.4010	77	0	0.5693	250464	4	1621	0.647198799029002	15.2335306832065	250464	4	1621	0.647198799029002	1.19897470295132	98.1538264980197
rand.46	KM821997_KM821998	251	3	1091	6	10.2528	68	0	0.8159	133713	3	1091	0.81592664886735	10.2527957898694	133713	3	1091	0.81592664886735	2.32961641725188	96.8544569338808
