sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov
rand.93	covid	4	4	29834	14	99.7693	24	0	99.7581	30180	4	30180	100	100
rand.5	covid	6	1	29796	2	99.6422	12	0	93.9315	31721	1	29840	94.0701743324611	99.7893424620754
rand.23	covid	1	1	29869	4	99.8863	20	0	99.9466	29974	1	29974	100	100
rand.90	covid	97	1	29818	4	99.7157	24	0	38.6901	77291	1	29918	38.7082584000725	100
rand.74	covid	7	1	29796	2	99.6422	12	0	93.0137	32034	1	29810	93.057376537429	99.6890180561149
rand.83	covid	204	1	29843	4	99.7994	18	0	23.1764	129157	1	29934	23.1764441725961	100
rand.30	covid	41	1	29796	2	99.6422	24	0	69.2222	43044	1	29810	69.2547161044513	99.6890180561149
rand.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.40	covid	44	1	29871	6	99.8930	10	6	65.1695	46175	1	30092	65.1694639956687	100
rand.39	covid	20	1	29834	2	99.7693	22	0	80.3696	37121	1	29910	80.5743379758088	100
rand.42	covid	60	1	29861	4	99.8595	22	0	56.7048	52738	1	29919	56.7313891311768	100
rand.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.65	covid	68	1	29843	4	99.7994	14	0	53.8059	55598	1	29915	53.8058922982841	100
rand.2	covid	14	2	29833	4	99.7659	18	0	83.5094	35772	2	29902	83.590517723359	99.9966460563805
rand.45	covid	1	1	29818	4	99.7157	12	0	99.9532	29907	1	29907	100	100
rand.48	covid	13	1	29836	6	99.7759	14	0	86.5333	34745	1	30066	86.5333141459203	100
rand.1	covid	13	1	29843	4	99.7994	14	0	85.6996	34978	1	29976	85.6995825947739	100
rand.7	covid	14	1	29849	4	99.8194	18	0	81.8783	36619	1	30022	81.9847620087933	100
rand.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.95	covid	76	1	29849	4	99.8194	24	0	47.9008	62594	1	30022	47.9630635524172	100
rand.15	covid	5	1	29836	6	99.7759	16	0	95.2692	31559	1	30066	95.2691783643335	100
rand.79	covid	5	1	29858	4	99.8495	18	0	94.3832	31726	1	29966	94.4524995272017	100
rand.20	covid	5	1	29833	2	99.7659	18	0	95.9106	31105	1	29850	95.9652788940685	99.822750477659
rand.51	covid	6	1	29858	4	99.8495	18	0	94.7240	31615	1	29969	94.7936106278665	100
rand.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.97	covid	6	4	29771	12	99.5586	24	0	97.3402	30905	4	30210	97.7511729493609	100
rand.33	covid	20	2	29690	6	99.2877	22	0	81.5219	36519	2	29819	81.6533859087051	99.7190948568542
rand.57	covid	118	1	29796	2	99.6422	12	0	40.5686	73446	1	29820	40.6012580671514	99.7224595247684
rand.24	covid	1	1	29858	4	99.8495	26	0	99.9833	29913	1	29913	100	100
rand.31	covid	612	1	29796	2	99.6422	12	0	9.8697	301894	1	29810	9.87432675044883	99.6890180561149
rand.21	covid	7	1	29822	4	99.7291	16	0	92.5187	32294	1	29899	92.5837616894779	99.9865991851653
rand.87	covid	77	1	29827	4	99.7458	20	4	49.1823	60778	1	29892	49.1822699002929	99.9631693968552
rand.50	covid	36	1	29856	6	99.8428	12	0	66.6918	45076	1	30062	66.6918093885882	100
rand.27	covid	93	1	29836	6	99.7759	16	0	39.3493	76408	1	30066	39.3492827976128	100
rand.26	covid	22	1	29856	6	99.8428	18	0	77.7077	38686	1	30062	77.7076978752003	100
rand.100	covid	35	1	29849	4	99.8194	14	0	65.9794	45443	1	30022	66.0651805558612	100
rand.72	covid	144	1	29831	6	99.7592	24	0	30.6398	98075	1	30050	30.6398164669896	100
rand.89	covid	5	2	29772	4	99.5619	21	0	96.7094	30785	2	29809	96.8296248172811	99.6856333837162
rand.96	covid	9	1	29861	4	99.8595	20	0	91.0677	32836	1	29942	91.1865026190766	100
rand.73	covid	4	3	29815	8	99.7057	22	0	98.8343	30282	3	30001	99.0720560068688	100
rand.28	covid	8	2	24901	6	83.2726	10	0	91.5968	27299	2	25052	91.7689292648082	83.7775661700333
rand.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.54	covid	45	1	29849	4	99.8194	14	6	63.2146	47334	1	29922	63.2146026112308	100
rand.67	covid	6	1	29855	4	99.8395	18	0	93.3676	32100	1	29988	93.4205607476635	100
rand.22	covid	47	3	29856	8	99.8428	18	0	65.9059	45524	3	30047	66.0025481064933	100
rand.6	covid	110	1	29856	4	99.8428	22	0	41.4920	72062	1	29945	41.55449474064	100
rand.80	covid	46	1	29827	4	99.7458	12	0	60.0562	49780	1	29896	60.0562474889514	99.9765459751232
rand.94	covid	5	1	29796	2	99.6422	18	0	95.5429	31186	1	29810	95.5877637401398	99.6890180561149
rand.8	covid	4	1	29856	4	99.8428	28	0	96.3920	31042	1	29950	96.4821854261968	100
rand.61	covid	7	3	29818	10	99.7157	22	0	95.4000	31478	3	30045	95.4476142067476	100
rand.84	covid	39	7	29657	14	99.1773	34	0	70.8845	42060	7	29957	71.2244412743699	100
rand.38	covid	82	1	29871	6	99.8930	10	6	48.8935	61546	1	30092	48.8935105449582	100
rand.85	covid	6	1	29837	4	99.7793	10	6	93.9267	31910	1	29972	93.9266687558759	100
rand.37	covid	106	1	29845	4	99.8060	24	0	43.4691	68819	1	29925	43.4836309740043	100
rand.71	covid	10	1	29858	4	99.8495	18	0	90.2834	33170	1	29967	90.3436840518541	100
rand.70	covid	17	1	29856	4	99.8428	28	0	79.6742	37568	1	29960	79.7487223168654	100
rand.43	covid	184	1	29843	4	99.7994	14	0	27.1661	110211	1	29940	27.1660723521246	100
rand.99	covid	13	3	29856	8	99.8428	18	0	86.5734	34603	3	29997	86.6890154032887	100
rand.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.62	covid	8	1	29847	2	99.8127	20	0	81.7256	36521	1	29863	81.7693929520002	99.8662063222434
rand.64	covid	43	2	29806	6	99.6756	14	0	65.4226	45897	2	30083	65.5445889709567	100
