sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov
rand.23	covid	75	1	29869	4	99.8863	20	0	38.5114	77790	1	29974	38.5319449800746	100
rand.72	covid	3506	1	29831	6	99.7592	24	0	1.5104	1989602	1	30050	1.51035232172063	100
rand.100	covid	302	1	29849	4	99.8194	14	0	16.4083	182731	1	30022	16.4296151173036	100
rand.31	covid	8474	1	29796	2	99.6422	12	0	0.6241	4774385	1	29810	0.624373610423123	99.6890180561149
rand.26	covid	135	1	29856	6	99.8428	18	0	30.9729	97059	1	30062	30.9729133825817	100
rand.33	covid	192	2	29690	6	99.2877	22	0	17.1397	173696	2	29819	17.1673498526161	99.7190948568542
rand.91	covid	73	1	29871	6	99.8930	24	0	45.7884	65687	1	30077	45.7883599494573	100
rand.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.62	covid	142	1	29847	2	99.8127	20	0	20.4134	146213	1	29863	20.4243124756349	99.8662063222434
rand.83	covid	3518	1	29843	4	99.7994	18	0	1.5097	1982745	1	29934	1.5097251537641	100
rand.32	covid	80	1	29842	2	99.7960	12	0	51.1993	58286	1	29863	51.2352880623134	99.8662270625293
rand.76	covid	2837	1	29836	2	99.7759	18	0	1.7393	1715370	1	29856	1.74049913429756	99.8427828931492
rand.73	covid	30	3	29815	8	99.7057	22	0	59.8987	49966	3	30001	60.0428291238042	100
rand.39	covid	71	1	29834	2	99.7693	22	0	37.8019	78922	1	29910	37.8981779478472	100
rand.6	covid	493	1	29856	4	99.8428	22	0	11.9047	251162	1	29945	11.9225838303565	100
rand.8	covid	33	1	29856	4	99.8428	28	0	72.9449	41020	1	29950	73.0131643100926	100
rand.85	covid	64	1	29837	4	99.7793	10	6	51.1730	58570	1	29972	51.1729554379375	100
rand.93	covid	37	4	29834	14	99.7693	24	0	47.0834	63944	4	30180	47.1975478543726	100
rand.86	covid	256	1	29839	2	99.7860	22	0	11.2600	264999	1	29898	11.2823067256858	99.983304668387
rand.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.46	covid	73	5	29861	12	99.8595	20	0	55.3285	54368	5	30161	55.4756474396704	100
rand.2	covid	66	2	29833	4	99.7659	18	0	56.1333	53218	2	29902	56.1877560223984	99.9966460563805
rand.84	covid	86	7	29657	14	99.1773	34	0	52.3034	57002	7	29957	52.5542963404793	100
rand.61	covid	10	3	29818	10	99.7157	22	0	92.0178	32635	3	30045	92.0637352535621	100
rand.19	covid	82	1	29871	6	99.8930	10	6	31.9082	94308	1	30092	31.9082156338805	100
rand.38	covid	137	1	29871	6	99.8930	10	6	35.7808	84101	1	30092	35.7807873865947	100
rand.68	covid	6020	1	29841	2	99.7927	18	0	0.6948	4294899	1	29841	0.694800972036828	99.7927
rand.25	covid	24	1	29816	4	99.7091	18	0	75.2095	39737	1	29953	75.3781110803533	100
rand.89	covid	37	2	29772	4	99.5619	21	0	72.0314	41332	2	29809	72.1208748669312	99.6856333837162
rand.67	covid	63	1	29855	4	99.8395	18	0	50.9971	58770	1	29988	51.0260336906585	100
rand.37	covid	482	1	29845	4	99.8060	24	0	12.3288	242643	1	29925	12.3329335690706	100
rand.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.42	covid	398	1	29861	4	99.8595	22	0	15.1512	197377	1	29919	15.158301119178	100
rand.99	covid	28	3	29856	8	99.8428	18	0	74.7822	40059	3	29997	74.8820489777578	100
rand.47	covid	94	1	29861	4	99.8595	28	0	47.3821	63161	1	29941	47.404252624246	100
rand.69	covid	90	3	29794	8	99.6355	21	0	38.3141	78034	3	29962	38.3960837583617	100
rand.12	covid	1747	1	29836	6	99.7759	22	4	2.7608	1087226	1	30016	2.76078754555171	100
rand.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.64	covid	286	3	29806	8	99.6756	14	0	18.4562	163154	3	31024	19.015163587776	100
rand.70	covid	93	1	29856	4	99.8428	28	0	45.1164	66344	1	29960	45.158567466538	100
rand.87	covid	1896	1	29827	4	99.7458	20	4	2.5979	1150611	1	29892	2.59792405947796	99.9631693968552
rand.50	covid	341	1	29856	6	99.8428	12	0	14.9204	201482	1	30062	14.9204395429865	100
rand.11	covid	48	4	29733	8	99.4315	28	0	50.3485	59110	4	29825	50.4567755032989	99.7391614536037
rand.20	covid	35	1	29833	2	99.7659	18	0	63.5542	46941	1	29850	63.5904646258069	99.822750477659
rand.53	covid	125	1	29825	4	99.7392	24	0	31.0419	96215	1	29867	31.0419373278595	99.8796541961442
rand.88	covid	298	1	29849	4	99.8194	28	0	17.7488	168930	1	30022	17.7718581661043	100
rand.92	covid	368	3	29843	12	99.7994	14	0	11.9579	255211	3	30966	12.133489543946	100
rand.94	covid	44	1	29796	2	99.6422	18	0	51.6109	57732	1	29810	51.6351416891845	99.6890180561149
rand.24	covid	5	1	29858	4	99.8495	26	0	95.6597	31265	1	29913	95.6756756756757	100
rand.13	covid	79	1	29796	2	99.6422	24	0	44.8026	66505	1	29810	44.8236974663559	99.6890180561149
rand.30	covid	177	1	29796	2	99.6422	24	0	22.7530	130954	1	29810	22.7637185576615	99.6890180561149
rand.16	covid	84	1	29855	4	99.8395	18	0	46.1885	64830	1	29961	46.2147154095326	100
